Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"FIDELITY NATL INFO SERV","Cash and/or Derivatives","Cash","31,995,385.79","0.60","31,995,385.79","32,000,000.00","31621YQH5","-","-","99.99","United States","-","USD","0.08","0.18","1.00","Mar 17, 2021","0.00","0.09","-","0.18","0.09","0.18","USD","Jan 25, 2021","Jan 25, 2021"
"DOMINION ENERGY INC","Utility","Fixed Income","30,637,511.62","0.58","30,637,511.62","30,560,000.00","25746UDH9","US25746UDH95","-","100.12","United States","-","USD","0.07","0.68","1.00","Sep 15, 2023","0.75","0.07","-","0.52","0.07","0.52","USD","Sep 17, 2020","Sep 17, 2020"
"KOOKMIN BANK (NEW YORK)","Cash and/or Derivatives","Cash","30,044,278.50","0.57","30,044,278.50","30,000,000.00","48668MJ20","US48668MJ202","-","100.00","United States","-","USD","0.00","0.59","1.00","Feb 17, 2021","0.59","0.00","-","0.59","0.00","0.59","USD","Jan 28, 2020","Jan 28, 2020"
"NEXTERA ENERGY CAPITAL HOLDINGS IN","Cash and/or Derivatives","Cash","29,998,852.50","0.57","29,998,852.50","30,000,000.00","65339MPR1","-","-","100.00","United States","-","USD","0.02","0.15","1.00","Feb 25, 2021","0.00","0.02","-","0.15","0.02","0.15","USD","Feb 16, 2021","Feb 16, 2021"
"BELL CANADA","Cash and/or Derivatives","Cash","27,995,954.00","0.53","27,995,954.00","28,000,000.00","07787PQN1","-","-","99.99","Canada","-","USD","0.09","0.15","1.00","Mar 22, 2021","0.00","0.10","-","0.15","0.10","0.15","USD","Jan 04, 2021","Jan 04, 2021"
"ABBVIE INC","Industrial","Fixed Income","27,842,103.47","0.53","27,842,103.47","27,593,000.00","00287YAU3","US00287YAU38","BYP8MW2","100.32","United States","-","USD","0.16","1.00","1.00","May 14, 2021","2.30","0.24","-","0.34","0.16","0.34","USD","May 12, 2016","May 12, 2016"
"METROPOLITAN LIFE GLOBAL FUNDING I MTN 144A","Financial Institutions","Fixed Income","27,064,181.10","0.51","27,064,181.10","27,000,000.00","59217GGW3","US59217GGW33","-","100.19","United States","-","USD","0.01","0.34","1.00","Jan 07, 2024","0.38","0.14","-","0.34","0.14","0.34","USD","Jan 07, 2021","Jan 07, 2021"
"DZ BANK AG DEUTSCHE ZENTRAL GENOSS","Financial Institutions","Fixed Income","27,005,205.93","0.51","27,005,205.93","27,000,000.00","23328AM50","US23328AM508","-","99.91","Germany","-","USD","0.25","0.48","1.00","Feb 17, 2022","0.42","0.00","-","0.48","0.00","0.48","USD","Feb 20, 2020","Feb 20, 2020"
"INTERCONTINENTAL EXCHANGE INC","Cash and/or Derivatives","Cash","26,992,359.00","0.51","26,992,359.00","27,000,000.00","45856WQH5","-","-","99.97","United States","-","USD","0.08","0.35","1.00","Mar 17, 2021","0.00","0.09","-","0.35","0.09","0.35","USD","Jan 04, 2021","Jan 04, 2021"
"JACKSON NATIONAL LIFE GLOBAL FUNDI 144A","Financial Institutions","Fixed Income","26,176,479.44","0.49","26,176,479.44","26,000,000.00","46849LTN1","US46849LTN19","-","100.60","United States","-","USD","0.01","0.37","1.00","Jan 06, 2023","0.67","0.13","-","0.37","0.13","0.37","USD","Jan 15, 2020","Jan 15, 2020"
"MACQUARIE BANK LTD MTN 144A","Financial Institutions","Fixed Income","26,112,009.39","0.49","26,112,009.39","26,000,000.00","55608PBD5","US55608PBD50","-","100.28","Australia","-","USD","0.02","0.29","1.00","Nov 24, 2021","0.65","0.02","-","0.29","0.02","0.29","USD","Dec 02, 2019","Dec 02, 2019"
"ROYAL BANK OF CANADA (NEW YORK BRA","Cash and/or Derivatives","Cash","26,017,913.97","0.49","26,017,913.97","26,000,000.00","78012UYK5","-","-","100.04","United States","-","USD","0.14","0.19","1.00","Oct 08, 2021","0.28","0.64","-","0.19","0.64","0.19","USD","Oct 09, 2020","Oct 09, 2020"
"PPG INDUSTRIES INC.","Cash and/or Derivatives","Cash","25,327,407.51","0.48","25,327,407.51","25,364,000.00","69350AV21","-","-","99.86","United States","-","USD","0.46","0.31","1.00","Aug 02, 2021","0.00","0.46","-","0.31","0.46","0.31","USD","Nov 05, 2020","Nov 05, 2020"
"TRI-PARTY MIZUHO SECURITIES USA LL","Cash and/or Derivatives","Cash","25,183,555.56","0.48","25,183,555.56","25,000,000.00","-","-","-","100.00","United States","-","USD","0.00","1.12","1.00","Mar 22, 2021","1.12","0.00","-","1.12","0.00","1.12","USD","Jun 25, 2020","Jun 25, 2020"
"FHLMC","Agency","Fixed Income","25,049,444.44","0.47","25,049,444.44","25,000,000.00","3134GWPJ9","US3134GWPJ90","-","100.00","United States","-","USD","1.10","0.40","1.00","Aug 18, 2023","0.40","2.49","-","0.40","0.50","0.40","USD","Aug 18, 2020","Aug 18, 2020"
"BANK OF MONTREAL (CHICAGO BRANCH)","Cash and/or Derivatives","Cash","25,009,329.62","0.47","25,009,329.62","25,000,000.00","06367BQD4","-","-","100.03","United States","-","USD","0.23","0.17","1.00","Aug 10, 2021","0.25","0.48","-","0.17","0.48","0.17","USD","Aug 10, 2020","Aug 10, 2020"
"BANCO SANTANDER SA (NEW YORK BRANC","Cash and/or Derivatives","Cash","25,005,226.11","0.47","25,005,226.11","25,000,000.00","05966DZX3","-","-","100.01","United States","-","USD","0.73","0.26","1.00","Nov 08, 2021","0.28","0.74","-","0.26","0.74","0.26","USD","Feb 08, 2021","Feb 08, 2021"
"MUNICIPAL FDG TR VAR STS 144A","Cash and/or Derivatives","Cash","25,004,061.64","0.47","25,004,061.64","25,000,000.00","62630WCZ8","US62630WCZ86","-","100.00","United States","-","USD","0.00","0.36","1.00","Jan 16, 2025","0.36","0.00","-","0.36","0.00","0.36","USD","Feb 03, 2020","Feb 03, 2020"
"TRI-PARTY CREDIT SUISSE SECURITIES","Cash and/or Derivatives","Cash","25,000,000.00","0.47","25,000,000.00","25,000,000.00","-","-","-","100.00","United States","-","USD","0.00","0.74","1.00","-","0.74","0.00","-","0.74","0.00","0.74","USD","Apr 30, 2020","Apr 30, 2020"
"AMERICAN ELECTRIC POWER COMPANY IN","Cash and/or Derivatives","Cash","24,999,791.68","0.47","24,999,791.68","25,000,000.00","0255E2PJ3","-","-","100.00","United States","-","USD","0.01","0.15","1.00","Feb 18, 2021","0.00","0.01","-","0.15","0.01","0.15","USD","Dec 30, 2020","Dec 30, 2020"
"FIDELITY NATL INFO SERV","Cash and/or Derivatives","Cash","24,997,680.55","0.47","24,997,680.55","25,000,000.00","31621YQ85","-","-","99.99","United States","-","USD","0.05","0.17","1.00","Mar 08, 2021","0.00","0.06","-","0.17","0.06","0.17","USD","Jan 19, 2021","Jan 19, 2021"
"NATWEST MARKETS PLC","Cash and/or Derivatives","Cash","24,979,700.00","0.47","24,979,700.00","25,000,000.00","63906ETN2","-","-","99.92","United Kingdom","-","USD","0.35","0.23","1.00","Jun 22, 2021","0.00","0.35","-","0.23","0.35","0.23","USD","Dec 22, 2020","Dec 22, 2020"
"HYUNDAI CAPITAL AMERICA","Cash and/or Derivatives","Cash","24,975,694.45","0.47","24,975,694.45","25,000,000.00","44890MTM4","US44890MTM46","-","99.90","United States","-","USD","0.34","0.28","1.00","Jun 21, 2021","0.00","0.35","-","0.28","0.35","0.28","USD","Sep 24, 2020","Sep 24, 2020"
"BARCLAYS CAPITAL INC","Cash and/or Derivatives","Cash","24,929,766.68","0.47","24,929,766.68","25,000,000.00","06743VAJ9","-","-","99.72","United States","-","USD","0.92","0.30","1.00","Jan 18, 2022","0.00","0.92","-","0.30","0.92","0.30","USD","Jan 20, 2021","Jan 20, 2021"
"INTERCONTINENTAL EXCHANGE INC","Cash and/or Derivatives","Cash","24,695,331.70","0.47","24,695,331.70","24,700,000.00","45856WQ85","-","-","99.98","United States","-","USD","0.05","0.34","1.00","Mar 08, 2021","0.00","0.06","-","0.34","0.06","0.34","USD","Dec 21, 2020","Dec 21, 2020"
"SUMITOMO MITSUI BANKING CORP (NEW","Cash and/or Derivatives","Cash","23,555,660.89","0.44","23,555,660.89","23,500,000.00","86565B6H9","US86565B6H94","-","100.22","Japan","-","USD","0.21","0.24","1.00","Nov 05, 2021","0.55","0.72","-","0.24","0.72","0.24","USD","Feb 06, 2020","Feb 06, 2020"
"ABBVIE INC","Industrial","Fixed Income","23,438,974.17","0.44","23,438,974.17","23,000,000.00","00287YBH1","US00287YBH18","BK7BXK6","101.39","United States","-","USD","0.75","0.31","1.00","Nov 19, 2021","2.15","0.75","-","0.31","0.75","0.31","USD","Nov 17, 2020","May 19, 2020"
"HONEYWELL INTERNATIONAL INC","Industrial","Fixed Income","23,415,498.62","0.44","23,415,498.62","23,330,000.00","438516CC8","US438516CC86","-","100.13","United States","-","USD","0.56","0.40","1.00","Aug 19, 2022","0.48","1.50","-","0.23","0.51","0.23","USD","Aug 19, 2020","Aug 19, 2020"
"METROPOLITAN LIFE GLOBAL FUNDING I MTN 144A","Financial Institutions","Fixed Income","23,062,297.38","0.44","23,062,297.38","23,000,000.00","59217GEM7","US59217GEM78","-","100.19","United States","-","USD","0.00","0.32","1.00","Sep 08, 2022","0.44","0.05","-","0.32","0.05","0.32","USD","Sep 08, 2020","Sep 08, 2020"
"NATIONAL WESTMINSTER BANK PLC","Cash and/or Derivatives","Cash","22,997,014.23","0.43","22,997,014.23","23,000,000.00","-","XS2225673511","-","99.99","United Kingdom","-","USD","0.10","0.12","1.00","Mar 26, 2021","0.00","0.11","-","0.12","0.11","0.12","USD","Aug 26, 2020","Aug 26, 2020"
"DBS GROUP HOLDINGS LTD","Cash and/or Derivatives","Cash","22,688,607.76","0.43","22,688,607.76","22,700,000.00","24024WW72","-","-","99.95","Singapore","-","USD","0.56","0.09","1.00","Sep 07, 2021","0.00","0.56","-","0.09","0.56","0.09","USD","Dec 01, 2020","Dec 01, 2020"
"SUMITOMO MITSUI TRUST BANK LTD 144A","Financial Institutions","Fixed Income","22,675,230.79","0.43","22,675,230.79","22,359,000.00","86563VAQ2","US86563VAQ23","-","101.08","Japan","-","USD","2.54","0.38","1.00","Sep 12, 2023","0.80","2.54","-","0.38","2.54","0.38","USD","Sep 16, 2020","Sep 16, 2020"
"SHELL INTERNATIONAL FINANCE BV","Cash and/or Derivatives","Cash","22,487,242.50","0.42","22,487,242.50","22,500,000.00","8225X2TN4","-","-","99.94","Netherlands","-","USD","0.35","0.16","1.00","Jun 22, 2021","0.00","0.35","-","0.16","0.35","0.16","USD","Jun 23, 2020","Jun 23, 2020"
"MET TOWER GLOBAL FUNDING 144A","Financial Institutions","Fixed Income","22,151,314.85","0.42","22,151,314.85","22,000,000.00","58989VAA2","US58989VAA26","-","100.64","United States","-","USD","0.01","0.30","1.00","Jan 17, 2023","0.60","0.17","-","0.30","0.17","0.30","USD","Jan 17, 2020","Jan 17, 2020"
"BANK OF MONTREAL (CHICAGO BRANCH)","Cash and/or Derivatives","Cash","22,013,876.61","0.42","22,013,876.61","22,000,000.00","06367BTQ2","-","-","100.03","United States","-","USD","0.13","0.19","1.00","Oct 06, 2021","0.28","0.64","-","0.19","0.64","0.19","USD","Sep 08, 2020","Sep 08, 2020"
"WASTE MANAGEMENT INC","Cash and/or Derivatives","Cash","21,971,715.33","0.41","21,971,715.33","22,000,000.00","94107MV94","-","-","99.87","United States","-","USD","0.48","0.27","1.00","Aug 09, 2021","0.00","0.48","-","0.27","0.48","0.27","USD","Oct 07, 2020","Oct 07, 2020"
"TOYOTA MOTOR CREDIT CORP MTN","Industrial","Fixed Income","21,802,418.12","0.41","21,802,418.12","21,790,000.00","89236THE8","US89236THE82","-","100.06","United States","-","USD","0.24","0.29","1.00","Feb 14, 2022","0.35","0.24","-","0.29","0.24","0.29","USD","Aug 14, 2020","Aug 14, 2020"
"ELECTRICITE DE FRANCE","Cash and/or Derivatives","Cash","21,498,244.16","0.41","21,498,244.16","21,500,000.00","28504GQ82","-","-","99.99","France","-","USD","0.05","0.15","1.00","Mar 08, 2021","0.00","0.06","-","0.15","0.06","0.15","USD","Feb 01, 2021","Feb 01, 2021"
"FORDL_20-B A2A","ABS","Fixed Income","21,486,266.57","0.41","21,486,266.57","21,453,659.00","34531RAB3","US34531RAB33","-","100.15","United States","-","USD","0.46","0.18","1.00","Dec 15, 2022","0.50","0.47","-","0.18","0.47","0.18","USD","Jul 24, 2020","Jul 24, 2020"
"LVMH MOET HENNESSY VUITT","Cash and/or Derivatives","Cash","20,684,817.71","0.39","20,684,817.71","20,700,000.00","50244LUT9","-","-","99.93","France","-","USD","0.44","0.16","1.00","Jul 27, 2021","0.00","0.45","-","0.16","0.45","0.16","USD","Jul 27, 2020","Jul 27, 2020"
"AMERICAN HONDA FINANCE CORPORATION","Industrial","Fixed Income","20,193,333.33","0.38","20,193,333.33","20,000,000.00","02665WDM0","US02665WDM01","-","100.69","United States","-","USD","2.53","0.38","1.00","Sep 08, 2023","0.65","2.53","-","0.38","2.53","0.38","USD","Sep 10, 2020","Sep 10, 2020"
"ROYAL BANK OF CANADA (NEW YORK BRA","Cash and/or Derivatives","Cash","20,091,338.89","0.38","20,091,338.89","20,000,000.00","78012UWW1","-","-","100.18","United States","-","USD","0.44","0.03","1.00","Jul 26, 2021","0.43","0.44","-","0.03","0.44","0.03","USD","Jun 26, 2020","Jun 26, 2020"
"TORONTO-DOMINION BANK (NEW YORK BR","Cash and/or Derivatives","Cash","20,080,059.01","0.38","20,080,059.01","20,000,000.00","89114NMT9","-","-","100.12","United States","-","USD","0.44","0.16","1.00","Jul 28, 2021","0.43","0.45","-","0.16","0.45","0.16","USD","Jun 26, 2020","Jun 26, 2020"
"BAYERISCHE LANDESBANK (NEW YORK BR","Cash and/or Derivatives","Cash","20,066,189.75","0.38","20,066,189.75","20,000,000.00","0727MAZ20","US0727MAZ203","-","100.31","United States","-","USD","0.96","1.57","1.00","Feb 03, 2022","0.67","0.95","-","1.57","0.95","1.57","USD","Feb 04, 2020","Feb 04, 2020"
"CREDIT SUISSE AG (NEW YORK BRANCH)","Cash and/or Derivatives","Cash","20,044,845.26","0.38","20,044,845.26","20,000,000.00","22549L6U4","-","-","100.10","United States","-","USD","0.71","0.20","1.00","Nov 01, 2021","0.34","0.72","-","0.20","0.72","0.20","USD","Oct 09, 2020","Oct 09, 2020"
"STANDARD CHARTERED BANK (NEW YORK","Cash and/or Derivatives","Cash","20,027,714.44","0.38","20,027,714.44","20,000,000.00","85325VC24","US85325VC241","-","100.12","United States","-","USD","0.00","0.25","1.00","Nov 23, 2021","0.00","0.77","-","0.25","0.77","0.25","USD","Nov 24, 2020","Nov 24, 2020"
"CANADIAN IMPERIAL BANK OF COMMERCE","Cash and/or Derivatives","Cash","20,010,112.28","0.38","20,010,112.28","20,000,000.00","13608CKT8","-","-","100.04","Canada","-","USD","0.21","0.17","1.00","Aug 03, 2021","0.27","0.46","-","0.17","0.46","0.17","USD","Aug 03, 2020","Aug 03, 2020"
"NATIONAL BANK OF CANADA","Cash and/or Derivatives","Cash","20,004,376.79","0.38","20,004,376.79","20,000,000.00","63307NFB8","US63307NFB82","-","100.02","Canada","-","USD","0.23","0.21","1.00","Aug 11, 2021","0.25","0.49","-","0.21","0.49","0.21","USD","Aug 11, 2020","Aug 11, 2020"
"TRI-PARTY BNP PARIBAS","Cash and/or Derivatives","Cash","20,000,000.00","0.38","20,000,000.00","20,000,000.00","-","-","-","100.00","United States","-","USD","0.00","0.47","1.00","-","0.47","0.00","-","0.47","0.00","0.47","USD","Dec 10, 2020","Dec 10, 2020"
"ENBRIDGE (US) INC","Cash and/or Derivatives","Cash","19,998,763.34","0.38","19,998,763.34","20,000,000.00","29251UQ27","-","-","99.99","United States","-","USD","0.04","0.16","1.00","Mar 02, 2021","0.00","0.04","-","0.16","0.04","0.16","USD","Feb 05, 2021","Feb 05, 2021"
"AMCOR FLEXIBLES NA INC","Cash and/or Derivatives","Cash","19,997,116.12","0.38","19,997,116.12","20,000,000.00","02343BQH3","-","-","99.99","United States","-","USD","0.08","0.18","1.00","Mar 17, 2021","0.00","0.09","-","0.18","0.09","0.18","USD","Feb 16, 2021","Feb 16, 2021"
"EXXON MOBIL CORPORATION","Cash and/or Derivatives","Cash","19,991,311.12","0.38","19,991,311.12","20,000,000.00","30229AU23","-","-","99.96","United States","-","USD","0.37","0.12","1.00","Jul 02, 2021","0.00","0.38","-","0.12","0.38","0.12","USD","Nov 05, 2020","Nov 05, 2020"
"LANDESBANK BADEN-WURTTEMBERG NEW Y","Cash and/or Derivatives","Cash","19,990,500.00","0.38","19,990,500.00","20,000,000.00","5148X0SH9","-","-","99.95","United States","-","USD","0.25","0.19","1.00","May 17, 2021","0.00","0.25","-","0.19","0.25","0.19","USD","Nov 16, 2020","Nov 16, 2020"
"SOCIETE GENERALE SA","Cash and/or Derivatives","Cash","19,990,283.34","0.38","19,990,283.34","20,000,000.00","83369BT22","-","-","99.95","France","-","USD","0.29","0.17","1.00","Jun 02, 2021","0.00","0.29","-","0.17","0.29","0.17","USD","Dec 02, 2020","Dec 02, 2020"
"NATWEST MARKETS PLC","Cash and/or Derivatives","Cash","19,941,733.34","0.38","19,941,733.34","20,000,000.00","63906FAT6","-","-","99.71","United Kingdom","-","USD","0.94","0.30","1.00","Jan 27, 2022","0.00","0.94","-","0.30","0.94","0.30","USD","Feb 01, 2021","Feb 01, 2021"
"ROGERS COMMUNICATIONS INC","Industrial","Fixed Income","18,814,316.54","0.36","18,814,316.54","18,675,000.00","775109BQ3","US775109BQ30","-","100.62","Canada","-","USD","0.10","0.24","1.00","Mar 22, 2022","0.84","0.09","-","0.24","0.09","0.24","USD","Jun 22, 2020","Jun 22, 2020"
"ONTARIO POWER GENERATION","Cash and/or Derivatives","Cash","18,498,424.41","0.35","18,498,424.41","18,500,000.00","68322LQ95","-","-","99.99","Canada","-","USD","0.06","0.15","1.00","Mar 09, 2021","0.00","0.06","-","0.15","0.06","0.15","USD","Feb 10, 2021","Feb 10, 2021"
"MIZUHO FLOATER / RESIDUAL TR V 144A","Cash and/or Derivatives","Cash","18,020,792.92","0.34","18,020,792.92","18,000,000.00","60700HEJ4","US60700HEJ41","-","100.00","United States","-","USD","0.00","0.54","1.00","Mar 01, 2031","0.54","0.00","-","0.54","0.00","0.54","USD","Aug 07, 2020","Aug 07, 2020"
"UBS AG (LONDON BRANCH)","Cash and/or Derivatives","Cash","18,014,052.04","0.34","18,014,052.04","18,000,000.00","90276JLK0","-","-","100.05","United Kingdom","-","USD","0.33","0.26","1.00","Oct 14, 2021","0.35","1.00","-","0.22","0.75","0.22","USD","Oct 15, 2020","Oct 15, 2020"
"NORINCHUKIN BANK (NEW YORK BRANCH)","Cash and/or Derivatives","Cash","17,995,706.64","0.34","17,995,706.64","18,000,000.00","65602YBX7","-","-","99.98","United States","-","USD","0.75","0.27","1.00","Nov 16, 2021","0.24","0.76","-","0.27","0.76","0.27","USD","Feb 16, 2021","Feb 16, 2021"
"HYUNDAI CAPITAL AMERICA","Cash and/or Derivatives","Cash","17,459,452.50","0.33","17,459,452.50","17,500,000.00","44890MXS6","-","-","99.77","United States","-","USD","0.69","0.33","1.00","Oct 26, 2021","0.00","0.69","-","0.33","0.69","0.33","USD","Jan 29, 2021","Jan 29, 2021"
"USD CASH","Cash and/or Derivatives","Cash","17,364,140.98","0.33","17,364,140.98","17,364,141.00","-","-","-","100.00","United States","-","USD","0.00","0.11","1.00","-","0.00","0.00","-","0.11","0.00","0.11","USD","Jan 01, 1989","-"
"SOCIETE GENERALE SA","Cash and/or Derivatives","Cash","17,034,685.13","0.32","17,034,685.13","17,000,000.00","83368YFK8","-","-","100.10","United States","-","USD","0.06","0.22","1.00","Jun 08, 2021","0.56","0.31","-","0.22","0.31","0.22","USD","Jun 08, 2020","Jun 08, 2020"
"COOPERATIEVE RABOBANK UA (NEW YORK","Cash and/or Derivatives","Cash","17,010,315.74","0.32","17,010,315.74","17,000,000.00","21684LA44","-","-","100.04","United States","-","USD","0.17","0.19","1.00","Oct 20, 2021","0.27","0.67","-","0.19","0.67","0.19","USD","Oct 20, 2020","Oct 20, 2020"
"TORONTO-DOMINION BANK (NEW YORK BR","Cash and/or Derivatives","Cash","16,999,592.00","0.32","16,999,592.00","17,000,000.00","89114NZV0","-","-","100.00","United States","-","USD","0.05","0.37","1.00","Feb 16, 2022","0.00","1.01","-","0.37","1.01","0.37","USD","Feb 16, 2021","Feb 16, 2021"
"DBS BANK LTD","Cash and/or Derivatives","Cash","16,997,735.23","0.32","16,997,735.23","17,000,000.00","23305DR15","-","-","99.99","Singapore","-","USD","0.12","0.11","1.00","Apr 01, 2021","0.00","0.12","-","0.11","0.12","0.11","USD","Jun 30, 2020","Jun 30, 2020"
"SHELL INTERNATIONAL FINANCE BV","Cash and/or Derivatives","Cash","16,991,729.02","0.32","16,991,729.02","17,000,000.00","8225X2T95","-","-","99.95","Netherlands","-","USD","0.31","0.16","1.00","Jun 09, 2021","0.00","0.31","-","0.16","0.31","0.16","USD","Jun 19, 2020","Jun 19, 2020"
"WEC ENERGY GROUP INC","Utility","Fixed Income","16,803,831.61","0.32","16,803,831.61","16,705,000.00","92939UAC0","US92939UAC09","-","100.36","United States","-","USD","2.56","0.41","1.00","Sep 15, 2023","0.55","2.55","-","0.41","2.55","0.41","USD","Sep 17, 2020","Sep 17, 2020"
"METROPOLITAN LIFE GLOBAL FUNDING I MTN 144A","Financial Institutions","Fixed Income","16,579,006.74","0.31","16,579,006.74","16,460,000.00","59217GEF2","US59217GEF28","-","100.66","United States","-","USD","0.01","0.31","1.00","Jan 13, 2023","0.63","0.15","-","0.31","0.15","0.31","USD","Jan 13, 2020","Jan 13, 2020"
"NATIONWIDE BUILDING SOCIETY 144A","Financial Institutions","Fixed Income","16,523,579.33","0.31","16,523,579.33","16,520,000.00","63859UBG7","US63859UBG76","-","99.98","United Kingdom","-","USD","2.91","0.56","1.00","Jan 22, 2024","0.55","2.90","-","0.56","2.90","0.56","USD","Jan 22, 2021","Jan 22, 2021"
"KOREA DEVELOPMENT BANK","Agency","Fixed Income","16,495,741.76","0.31","16,495,741.76","16,455,000.00","500630CZ9","US500630CZ95","-","100.11","Korea (South)","-","USD","0.25","0.50","1.00","Feb 18, 2023","0.57","0.00","-","0.50","0.00","0.50","USD","Feb 18, 2020","Feb 18, 2020"
"ENBRIDGE (US) INC","Cash and/or Derivatives","Cash","16,199,595.00","0.31","16,199,595.00","16,200,000.00","29251UPN2","-","-","100.00","United States","-","USD","0.02","0.15","1.00","Feb 22, 2021","0.00","0.02","-","0.15","0.02","0.15","USD","Jan 13, 2021","Jan 13, 2021"
"CREDIT SUISSE AG (NEW YORK BRANCH)","Financial Institutions","Fixed Income","16,042,736.15","0.30","16,042,736.15","16,000,000.00","22550UAA9","US22550UAA97","BKM0ZW4","100.25","Switzerland","-","USD","0.01","0.28","1.00","Feb 04, 2022","0.50","0.21","-","0.28","0.21","0.28","USD","Feb 04, 2020","Feb 04, 2020"
"LLOYDS BANK CORPORATE MARKETS PLC","Financial Institutions","Fixed Income","16,017,221.53","0.30","16,017,221.53","16,000,000.00","53947BBD1","US53947BBD10","-","100.06","United Kingdom","-","USD","0.19","0.40","1.00","Apr 26, 2021","0.74","0.19","-","0.40","0.19","0.40","USD","Apr 26, 2019","Apr 26, 2019"
"NEXTERA ENERGY CAPITAL HOLDINGS IN","Utility","Fixed Income","15,504,412.50","0.29","15,504,412.50","15,000,000.00","65339KBN9","US65339KBN90","-","102.47","United States","-","USD","1.51","0.34","1.00","Sep 01, 2022","1.95","1.51","-","0.34","1.51","0.34","USD","Oct 07, 2019","Oct 07, 2019"
"TRUIST BANK","Financial Institutions","Fixed Income","15,369,320.83","0.29","15,369,320.83","15,000,000.00","89788JAB5","US89788JAB52","-","101.92","United States","-","USD","1.95","0.32","1.00","Mar 09, 2023","1.25","2.03","-","0.28","1.95","0.28","USD","Mar 09, 2020","Mar 09, 2020"
"TOYOTA MOTOR CREDIT CORP MTN","Industrial","Fixed Income","15,350,063.85","0.29","15,350,063.85","15,345,000.00","89236TGS8","US89236TGS87","-","100.03","United States","-","USD","0.24","0.25","1.00","Aug 13, 2021","0.32","0.24","-","0.25","0.24","0.25","USD","Feb 13, 2020","Feb 13, 2020"
