Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"WASHINGTON ST FOR ISSUES DTD P","Government Related","Fixed Income","268,810.58","0.64","268,810.58","205,000.00","93974DW79","US93974DW796","-","128.89","United States","-","USD","5.68","0.51","1.00","Aug 01, 2027","5.00","5.68","-","0.51","5.68","0.51","USD","Dec 07, 2017","Dec 07, 2017"
"MICHIGAN ST","Government Related","Fixed Income","268,497.60","0.64","268,497.60","210,000.00","594612DJ9","US594612DJ99","-","126.23","United States","-","USD","5.40","0.66","1.00","Mar 15, 2027","5.00","5.40","-","0.66","5.40","0.66","USD","Aug 12, 2016","Aug 12, 2016"
"GEORGIA ST","Government Related","Fixed Income","268,465.63","0.64","268,465.63","210,000.00","373385BH5","US373385BH55","-","127.69","United States","-","USD","6.27","1.51","1.00","Jul 01, 2029","5.00","7.14","-","0.63","5.70","0.63","USD","Jul 18, 2017","Jul 18, 2017"
"ALABAMA ST PUB SCH & COLLEGE A","Government Related","Fixed Income","261,858.89","0.62","261,858.89","200,000.00","010609FF7","US010609FF77","-","129.99","United States","-","USD","5.93","0.51","1.00","Nov 01, 2027","5.00","5.93","-","0.51","5.93","0.51","USD","Nov 04, 2020","Nov 04, 2020"
"NEW YORK ST ENVIRONMENTAL FACS","Government Related","Fixed Income","256,976.00","0.61","256,976.00","200,000.00","64986DDL6","US64986DDL64","-","128.11","United States","-","USD","6.22","1.44","1.00","Jun 15, 2029","5.00","7.10","-","0.54","5.66","0.54","USD","Apr 13, 2017","Apr 13, 2017"
"PORT AUTH N Y & N J","Government Related","Fixed Income","254,019.33","0.60","254,019.33","200,000.00","73358WM92","US73358WM920","-","126.22","United States","-","USD","7.12","2.26","1.00","Nov 15, 2031","5.00","8.65","-","1.02","5.94","1.02","USD","Aug 17, 2017","Aug 17, 2017"
"BALTIMORE CNTY MD","Government Related","Fixed Income","249,334.89","0.59","249,334.89","190,000.00","05914F6M7","US05914F6M70","-","128.97","United States","-","USD","5.68","0.50","1.00","Aug 01, 2027","5.00","5.68","-","0.50","5.68","0.50","USD","Jul 29, 2020","Jul 29, 2020"
"PORTLAND ORE SWR SYS REV","Municipals","Fixed Income","249,274.22","0.59","249,274.22","200,000.00","736742ZF7","US736742ZF71","-","123.65","United States","-","USD","4.96","1.10","1.00","May 01, 2027","5.00","5.51","-","0.48","4.74","0.48","USD","May 03, 2018","May 03, 2018"
"UNIVERSITY CALIF REVS FOR PREV","Government Related","Fixed Income","249,102.10","0.59","249,102.10","195,000.00","91412G3L7","US91412G3L72","-","126.95","United States","-","USD","6.40","1.85","1.00","May 15, 2030","5.00","7.69","-","0.65","5.57","0.65","USD","Dec 21, 2017","Dec 21, 2017"
"TEXAS WATER DEV BRD","Government Related","Fixed Income","246,804.51","0.59","246,804.51","190,000.00","882854D58","US882854D582","-","127.66","United States","-","USD","6.50","1.83","1.00","Aug 01, 2030","5.00","7.75","-","0.68","5.67","0.68","USD","Apr 26, 2018","Apr 26, 2018"
"MASSACHUSETTS ST SCH BLDG AUTH","Government Related","Fixed Income","246,229.33","0.58","246,229.33","200,000.00","576000RT2","US576000RT23","-","121.07","United States","-","USD","4.50","1.62","1.00","Aug 15, 2027","5.00","5.65","-","0.37","4.13","0.37","USD","Dec 15, 2015","Dec 15, 2015"
"ILLINOIS ST","Government Related","Fixed Income","239,224.22","0.57","239,224.22","200,000.00","452152P96","US452152P965","-","118.63","United States","-","USD","5.88","2.05","1.00","Nov 01, 2027","5.00","5.84","-","2.05","5.84","2.05","USD","Nov 08, 2017","Nov 08, 2017"
"WISCONSIN ST FOR ISSUES DTD PR","Government Related","Fixed Income","237,146.81","0.56","237,146.81","190,000.00","97705MEM3","US97705MEM38","-","123.83","United States","-","USD","5.09","1.33","1.00","Nov 01, 2027","5.00","5.88","-","0.45","4.75","0.45","USD","Aug 25, 2016","Aug 25, 2016"
"MASSACHUSETTS ST","Government Related","Fixed Income","235,607.60","0.56","235,607.60","180,000.00","57582RQX7","US57582RQX79","-","129.91","United States","-","USD","5.93","0.52","1.00","Nov 01, 2027","5.00","5.93","-","0.52","5.93","0.52","USD","Oct 26, 2017","Oct 26, 2017"
"VIRGINIA COLLEGE BLDG AUTH VA","Government Related","Fixed Income","234,445.77","0.56","234,445.77","185,000.00","92778WDY9","US92778WDY93","-","124.91","United States","-","USD","5.22","1.10","1.00","Sep 01, 2027","5.00","5.73","-","0.51","4.98","0.51","USD","Jul 12, 2016","Jul 12, 2016"
"SANTA CLARA CNTY CA","Government Related","Fixed Income","233,870.60","0.55","233,870.60","180,000.00","801546QH8","US801546QH88","-","127.69","United States","-","USD","6.77","2.07","1.00","Aug 01, 2031","5.00","8.39","-","0.67","5.67","0.67","USD","Nov 16, 2017","Nov 16, 2017"
"CALIFORNIA ST","Government Related","Fixed Income","226,805.44","0.54","226,805.44","175,000.00","13063DDW5","US13063DDW56","-","127.37","United States","-","USD","6.51","1.86","1.00","Aug 01, 2030","5.00","7.75","-","0.72","5.67","0.72","USD","Oct 26, 2017","Oct 26, 2017"
"LOS ANGELES CALIF UNI SCH DIST","Government Related","Fixed Income","225,445.11","0.53","225,445.11","175,000.00","5446465Q1","US5446465Q14","-","128.67","United States","-","USD","5.70","0.49","1.00","Jul 01, 2027","5.00","5.71","-","0.49","5.71","0.49","USD","May 25, 2017","May 25, 2017"
"MIAMI-DADE CNTY FLA WTR & SWR","Government Related","Fixed Income","221,312.42","0.52","221,312.42","170,000.00","59334DJZ8","US59334DJZ87","-","128.78","United States","-","USD","5.84","0.62","1.00","Oct 01, 2027","5.00","5.84","-","0.62","5.84","0.62","USD","Dec 19, 2017","Dec 19, 2017"
"NEWPORT NEWS VA","Municipals","Fixed Income","218,368.60","0.52","218,368.60","180,000.00","652233LE5","US652233LE57","-","119.53","United States","-","USD","7.20","1.94","1.00","Aug 01, 2031","4.00","8.68","-","0.92","5.79","0.92","USD","Jun 08, 2017","Jun 08, 2017"
"ENERGY NORTHWEST WASH ELEC REV","Corporates","Fixed Income","216,588.12","0.51","216,588.12","170,000.00","29270CV36","US29270CV362","-","127.25","United States","-","USD","6.28","1.55","1.00","Jul 01, 2029","5.00","7.14","-","0.69","5.70","0.69","USD","May 03, 2017","May 03, 2017"
"IDAHO HSG & FIN ASSN","Corporates","Fixed Income","212,370.40","0.50","212,370.40","165,000.00","45129WNV8","US45129WNV80","-","126.25","United States","-","USD","5.62","0.85","1.00","Jul 15, 2027","5.00","5.62","-","0.85","5.62","0.85","USD","Oct 19, 2017","Oct 19, 2017"
"ILLINOIS FIN AUTH REV","Corporates","Fixed Income","208,020.08","0.49","208,020.08","165,000.00","45204EXX1","US45204EXX11","-","125.92","United States","-","USD","6.00","1.70","1.00","Jul 01, 2029","5.00","7.13","-","0.58","5.31","0.58","USD","Sep 12, 2017","Sep 12, 2017"
"DISTRICT COLUMBIA INCOME TAX R","Government Related","Fixed Income","206,992.71","0.49","206,992.71","160,000.00","25477GRG2","US25477GRG28","-","127.55","United States","-","USD","5.37","0.44","1.00","Mar 01, 2027","5.00","5.38","-","0.44","5.38","0.44","USD","Mar 11, 2020","Mar 11, 2020"
"NEWPORT-MESA CALIF UNI SCH DIS","Municipals","Fixed Income","202,751.45","0.48","202,751.45","215,000.00","652113UL3","US652113UL37","-","94.30","United States","-","USD","6.54","0.90","1.00","Aug 01, 2027","0.00","6.49","-","0.90","6.49","0.90","USD","Jan 04, 2007","Jan 04, 2007"
"ANNE ARUNDEL CNTY MD","Government Related","Fixed Income","201,405.11","0.48","201,405.11","155,000.00","03588HUH7","US03588HUH73","-","128.54","United States","-","USD","6.42","1.50","1.00","Oct 01, 2029","5.00","7.25","-","0.65","5.84","0.65","USD","Mar 29, 2018","Mar 29, 2018"
"SEATTLE WASH MUN LT & PWR REV","Municipals","Fixed Income","199,783.64","0.47","199,783.64","160,000.00","812643MX9","US812643MX99","-","123.46","United States","-","USD","4.87","1.09","1.00","Apr 01, 2027","5.00","5.43","-","0.45","4.66","0.45","USD","Jan 28, 2016","Jan 28, 2016"
"UNIVERSITY CALIF REVS FOR PREV","Government Related","Fixed Income","198,812.90","0.47","198,812.90","165,000.00","91412GYL3","US91412GYL30","-","119.70","United States","-","USD","4.31","1.71","1.00","May 15, 2027","5.00","5.51","-","0.42","3.96","0.42","USD","Mar 25, 2015","Mar 25, 2015"
"CALIFORNIA ST","Government Related","Fixed Income","196,339.67","0.47","196,339.67","150,000.00","13063DAS7","US13063DAS71","-","129.91","United States","-","USD","5.93","0.52","1.00","Nov 01, 2027","5.00","5.93","-","0.52","5.93","0.52","USD","Sep 12, 2017","Sep 12, 2017"
"DALLAS TEX WTRWKS & SWR SYS RE","Government Related","Fixed Income","195,949.11","0.46","195,949.11","155,000.00","23542JAL9","US23542JAL98","-","125.02","United States","-","USD","5.31","1.12","1.00","Oct 01, 2027","5.00","5.81","-","0.55","5.06","0.55","USD","Jul 07, 2016","Jul 07, 2016"
"LOUISIANA ST","Government Related","Fixed Income","195,545.07","0.46","195,545.07","155,000.00","5464152C3","US5464152C37","-","123.92","United States","-","USD","5.13","1.19","1.00","Aug 01, 2027","5.00","5.64","-","0.61","4.89","0.61","USD","Apr 28, 2016","Apr 28, 2016"
"TEXAS ST","Government Related","Fixed Income","195,136.17","0.46","195,136.17","150,000.00","8827236X2","US8827236X29","-","128.69","United States","-","USD","6.41","1.48","1.00","Oct 01, 2029","5.00","7.26","-","0.63","5.84","0.63","USD","Feb 01, 2017","Feb 01, 2017"
"NEW YORK ST DORM AUTH SALES TA","Government Related","Fixed Income","195,025.60","0.46","195,025.60","160,000.00","64990ADV4","US64990ADV44","-","120.27","United States","-","USD","4.49","1.55","1.00","Mar 15, 2027","5.00","5.36","-","0.60","4.21","0.60","USD","Oct 22, 2015","Oct 22, 2015"
"RHODE ISLAND ST & PROVIDENCE P","Municipals","Fixed Income","194,815.67","0.46","194,815.67","150,000.00","76222RVS8","US76222RVS83","-","127.64","United States","-","USD","5.95","1.17","1.00","Aug 01, 2028","5.00","6.39","-","0.68","5.67","0.68","USD","May 09, 2017","May 09, 2017"
"CALIFORNIA ST PUB WKS BRD LEAS","Corporates","Fixed Income","193,078.17","0.46","193,078.17","150,000.00","13068LU45","US13068LU452","-","127.32","United States","-","USD","6.97","2.14","1.00","Oct 01, 2031","5.00","8.55","-","0.81","5.83","0.81","USD","Nov 07, 2017","Nov 07, 2017"
"LOS ANGELES CALIF DEPT WTR & P","Government Related","Fixed Income","193,019.67","0.46","193,019.67","150,000.00","5444953D4","US5444953D47","-","128.53","United States","-","USD","5.98","1.02","1.00","Jul 01, 2028","5.00","6.44","-","0.51","5.71","0.51","USD","Jul 13, 2017","Jul 13, 2017"
"NORTH CAROLINA ST LTD OBLIG","Government Related","Fixed Income","192,514.67","0.46","192,514.67","150,000.00","65829QCX0","US65829QCX07","-","127.36","United States","-","USD","5.81","1.09","1.00","May 01, 2028","5.00","6.27","-","0.57","5.54","0.57","USD","Aug 03, 2017","Aug 03, 2017"
"NEW YORK ST DORM AUTH ST PERS","Government Related","Fixed Income","191,875.00","0.45","191,875.00","150,000.00","64990FFY5","US64990FFY51","-","125.88","United States","-","USD","6.72","2.14","1.00","Feb 15, 2031","5.00","8.09","-","0.94","5.69","0.94","USD","Oct 13, 2017","Oct 13, 2017"
"MILWAUKEE WIS MET SEW DIST","Municipals","Fixed Income","190,003.17","0.45","190,003.17","150,000.00","602409KJ2","US602409KJ23","-","125.27","United States","-","USD","5.31","1.09","1.00","Oct 01, 2027","5.00","5.81","-","0.51","5.06","0.51","USD","Jun 12, 2017","Jun 12, 2017"
"NEW YORK ST DORM AUTH ST PERS","Government Related","Fixed Income","189,856.00","0.45","189,856.00","150,000.00","64990FWA8","US64990FWA82","-","124.53","United States","-","USD","6.17","2.03","1.00","Feb 15, 2030","5.00","7.42","-","0.86","5.31","0.86","USD","Jul 13, 2017","Jul 13, 2017"
"CONNECTICUT ST","Government Related","Fixed Income","189,422.00","0.45","189,422.00","150,000.00","20772J6Q0","US20772J6Q06","-","125.07","United States","-","USD","6.06","1.73","1.00","Apr 15, 2029","5.00","6.91","-","0.87","5.48","0.87","USD","Apr 19, 2017","Apr 19, 2017"
"NEW YORK N Y CITY TRANSITIONAL","Government Related","Fixed Income","189,318.28","0.45","189,318.28","145,000.00","64972HX49","US64972HX497","-","128.11","United States","-","USD","5.63","0.59","1.00","Jul 15, 2027","5.00","5.63","-","0.59","5.63","0.59","USD","Oct 25, 2018","Oct 25, 2018"
"SAN MATEO CNTY CALIF CMNTY COL","Municipals","Fixed Income","189,094.00","0.45","189,094.00","200,000.00","799038DJ0","US799038DJ09","-","94.55","United States","-","USD","6.62","0.85","1.00","Sep 01, 2027","0.00","6.58","-","0.85","6.58","0.85","USD","Apr 26, 2006","Apr 26, 2006"
"NEW JERSEY ST","Government Related","Fixed Income","188,324.50","0.45","188,324.50","150,000.00","646039YL5","US646039YL51","-","124.88","United States","-","USD","5.60","0.97","1.00","Jun 01, 2027","5.00","5.59","-","0.97","5.59","0.97","USD","Nov 24, 2020","Nov 24, 2020"
"LOS ANGELES CALIF DEPT WTR & P","Government Related","Fixed Income","182,167.53","0.43","182,167.53","145,000.00","544525VY1","US544525VY16","-","125.48","United States","-","USD","6.26","2.03","1.00","Jul 01, 2030","5.00","7.80","-","0.64","5.30","0.64","USD","May 11, 2017","May 11, 2017"
"NEW YORK N Y CITY TRANSITIONAL","Government Related","Fixed Income","179,577.17","0.43","179,577.17","150,000.00","64971WPE4","US64971WPE48","-","118.73","United States","-","USD","4.39","2.04","1.00","Nov 01, 2027","5.00","5.84","-","0.58","3.92","0.58","USD","Mar 12, 2015","Mar 12, 2015"
"MASSACHUSETTS ST WTR RES AUTH","Government Related","Fixed Income","176,481.60","0.42","176,481.60","135,000.00","576051RC2","US576051RC20","-","128.49","United States","-","USD","6.24","1.45","1.00","Aug 01, 2029","5.00","7.09","-","0.56","5.68","0.56","USD","May 18, 2017","May 18, 2017"
"MASSACHUSETTS ST","Government Related","Fixed Income","174,337.80","0.41","174,337.80","135,000.00","57582RYA8","US57582RYA84","-","128.15","United States","-","USD","5.54","0.46","1.00","May 01, 2027","5.00","5.54","-","0.46","5.54","0.46","USD","Jun 12, 2019","Jun 12, 2019"
"HONOLULU HAWAII CITY & CNTY WA","Municipals","Fixed Income","174,163.53","0.41","174,163.53","145,000.00","438701YH1","US438701YH15","-","119.96","United States","-","USD","4.46","1.73","1.00","Jul 01, 2027","5.00","5.64","-","0.48","4.09","0.48","USD","Aug 12, 2015","Aug 12, 2015"
"MASSACHUSETTS BAY TRANSN AUTH MASS","Corporates","Fixed Income","173,716.35","0.41","173,716.35","135,000.00","575579HE0","US575579HE09","-","128.53","United States","-","USD","5.70","0.51","1.00","Jul 01, 2027","5.00","5.71","-","0.51","5.71","0.51","USD","Mar 24, 2005","Mar 24, 2005"
"INDIANAPOLIS IND LOC PUB IMPT","Corporates","Fixed Income","172,795.05","0.41","172,795.05","135,000.00","45528UWE7","US45528UWE71","-","125.54","United States","-","USD","5.79","1.59","1.00","Jan 15, 2029","5.00","6.68","-","0.66","5.24","0.66","USD","Feb 01, 2017","Feb 01, 2017"
"HAWAII ST","Government Related","Fixed Income","172,689.45","0.41","172,689.45","135,000.00","419792RH1","US419792RH14","-","126.93","United States","-","USD","5.81","1.14","1.00","May 01, 2028","5.00","6.27","-","0.63","5.53","0.63","USD","May 24, 2017","May 24, 2017"
"HUDSON YDS INFRASTRUCTURE CORP","Municipals","Fixed Income","172,140.75","0.41","172,140.75","135,000.00","44420RAM2","US44420RAM25","-","125.47","United States","-","USD","5.33","0.72","1.00","Feb 15, 2027","5.00","5.32","-","0.72","5.32","0.72","USD","May 30, 2017","May 30, 2017"
"KING CNTY WA","Government Related","Fixed Income","171,308.48","0.41","171,308.48","145,000.00","49474FJZ4","US49474FJZ45","-","117.99","United States","-","USD","4.07","2.02","1.00","Jul 01, 2027","5.00","5.62","-","0.42","3.67","0.42","USD","Feb 18, 2015","Feb 18, 2015"
"ARIZONA BRD REGENTS ARIZ ST UN","Municipals","Fixed Income","169,898.55","0.40","169,898.55","135,000.00","04048RSU1","US04048RSU13","-","125.70","United States","-","USD","6.56","2.01","1.00","Jul 01, 2030","5.00","7.80","-","0.90","5.68","0.90","USD","Dec 20, 2017","Dec 20, 2017"
"NEW YORK N Y CITY TRANSITIONAL","Government Related","Fixed Income","169,733.63","0.40","169,733.63","130,000.00","64972HF56","US64972HF569","-","128.11","United States","-","USD","5.63","0.59","1.00","Jul 15, 2027","5.00","5.63","-","0.59","5.63","0.59","USD","Mar 22, 2018","Mar 22, 2018"
"NORTHWEST TEX INDPT SCH DIST","Government Related","Fixed Income","169,545.57","0.40","169,545.57","130,000.00","6678253Q4","US6678253Q41","-","128.38","United States","-","USD","5.85","0.87","1.00","Feb 15, 2028","5.00","6.08","-","0.60","5.71","0.60","USD","Dec 01, 2017","Dec 21, 2017"
"NEW YORK N Y CITY TRANSITIONAL","Government Related","Fixed Income","167,935.44","0.40","167,935.44","130,000.00","64971XCK2","US64971XCK28","-","126.94","United States","-","USD","6.25","1.61","1.00","Aug 01, 2029","5.00","7.08","-","0.77","5.66","0.77","USD","Oct 26, 2017","Oct 26, 2017"
"UNIVERSITY MINN","Government Related","Fixed Income","167,553.68","0.40","167,553.68","130,000.00","914460QZ6","US914460QZ63","-","128.32","United States","-","USD","6.59","1.57","1.00","Dec 01, 2029","5.00","7.41","-","0.77","6.00","0.77","USD","Sep 28, 2017","Sep 28, 2017"
"NORTH CAROLINA ST GRANT ANTIC","Government Related","Fixed Income","167,190.98","0.40","167,190.98","130,000.00","658268DY0","US658268DY09","-","126.79","United States","-","USD","5.37","0.55","1.00","Mar 01, 2027","5.00","5.37","-","0.55","5.37","0.55","USD","Jun 04, 2019","Jun 04, 2019"
"METROPOLITAN GOVT NASHVILLE &","Government Related","Fixed Income","164,717.85","0.39","164,717.85","135,000.00","592112SK3","US592112SK31","-","121.89","United States","-","USD","5.82","0.55","1.00","Jul 01, 2027","4.00","5.82","-","0.55","5.82","0.55","USD","Feb 02, 2017","Feb 02, 2017"
"PRINCE GEORGES CNTY MD","Government Related","Fixed Income","164,454.17","0.39","164,454.17","125,000.00","7417014Q6","US7417014Q68","-","129.10","United States","-","USD","5.63","0.46","1.00","Jul 15, 2027","5.00","5.64","-","0.46","5.64","0.46","USD","May 15, 2018","May 15, 2018"
"AUSTIN TEX INDPT SCH DIST","Government Related","Fixed Income","163,722.64","0.39","163,722.64","125,000.00","052430QB4","US052430QB42","-","128.74","United States","-","USD","5.68","0.53","1.00","Aug 01, 2027","5.00","5.68","-","0.53","5.68","0.53","USD","Apr 10, 2019","Apr 10, 2019"
"CALIFORNIA ST","Government Related","Fixed Income","163,071.39","0.39","163,071.39","125,000.00","13063DBT4","US13063DBT46","-","129.47","United States","-","USD","6.21","1.06","1.00","Nov 01, 2028","5.00","6.65","-","0.58","5.93","0.58","USD","Sep 12, 2017","Sep 12, 2017"
"CALIFORNIA ST PUB WKS BRD LEAS","Corporates","Fixed Income","162,126.81","0.38","162,126.81","125,000.00","13068LN50","US13068LN507","-","127.88","United States","-","USD","6.34","1.54","1.00","Sep 01, 2029","5.00","7.17","-","0.69","5.75","0.69","USD","Oct 12, 2017","Oct 12, 2017"
"SPOKANE CNTY WASH SCH DIST NO","Municipals","Fixed Income","161,934.31","0.38","161,934.31","125,000.00","848797QD1","US848797QD14","-","128.98","United States","-","USD","6.29","1.15","1.00","Dec 01, 2028","5.00","6.72","-","0.68","6.00","0.68","USD","May 08, 2018","May 08, 2018"
"CALIFORNIA ST","Government Related","Fixed Income","161,569.72","0.38","161,569.72","125,000.00","13063DLC0","US13063DLC01","-","127.85","United States","-","USD","5.46","0.45","1.00","Apr 01, 2027","5.00","5.46","-","0.45","5.46","0.45","USD","Mar 14, 2019","Mar 14, 2019"
"DALLAS FORT WORTH TEX INTL ARP","Government Related","Fixed Income","161,023.89","0.38","161,023.89","125,000.00","2350365C0","US2350365C00","-","127.83","United States","-","USD","5.92","0.79","1.00","Nov 01, 2027","5.00","5.91","-","0.79","5.91","0.79","USD","Aug 01, 2020","Aug 04, 2020"
"HAWAII ST","Government Related","Fixed Income","160,958.47","0.38","160,958.47","125,000.00","419792SK3","US419792SK34","-","127.36","United States","-","USD","6.69","1.90","1.00","Oct 01, 2030","5.00","7.91","-","0.81","5.83","0.81","USD","May 24, 2017","May 24, 2017"
"METROPOLITAN GOVT NASHVILLE &","Government Related","Fixed Income","157,402.22","0.37","157,402.22","125,000.00","592098S32","US592098S320","-","125.77","United States","-","USD","6.56","2.00","1.00","Jul 01, 2030","5.00","7.80","-","0.89","5.69","0.89","USD","Nov 02, 2017","Nov 02, 2017"
"HOUSTON TEX UTIL SYS REV FOR I","Government Related","Fixed Income","156,435.20","0.37","156,435.20","120,000.00","44244CMX2","US44244CMX29","-","129.57","United States","-","USD","5.96","0.58","1.00","Nov 15, 2027","5.00","5.96","-","0.58","5.96","0.58","USD","May 01, 2017","May 04, 2017"
"NORTH CAROLINA ST","Government Related","Fixed Income","156,071.81","0.37","156,071.81","125,000.00","6582562N1","US6582562N10","-","124.29","United States","-","USD","5.05","1.06","1.00","Jun 01, 2027","5.00","5.59","-","0.43","4.83","0.43","USD","Aug 10, 2016","Aug 10, 2016"
"PHOENIX ARIZ CIVIC IMPT CORP W","Government Related","Fixed Income","155,583.47","0.37","155,583.47","125,000.00","71883PKK2","US71883PKK20","-","124.31","United States","-","USD","5.14","1.10","1.00","Jul 01, 2027","5.00","5.67","-","0.49","4.91","0.49","USD","Nov 16, 2016","Nov 16, 2016"
"MISSISSIPPI ST","Government Related","Fixed Income","155,247.33","0.37","155,247.33","120,000.00","605581JL2","US605581JL25","-","127.97","United States","-","USD","6.12","1.20","1.00","Oct 01, 2028","5.00","6.56","-","0.73","5.83","0.73","USD","Jun 28, 2017","Jun 28, 2017"
"HOWARD CNTY MD","Municipals","Fixed Income","154,622.00","0.37","154,622.00","120,000.00","44256PGL1","US44256PGL13","-","126.81","United States","-","USD","5.59","1.06","1.00","Feb 15, 2028","5.00","6.06","-","0.52","5.33","0.52","USD","Apr 25, 2017","Apr 25, 2017"
"COLUMBUS OHIO","Government Related","Fixed Income","154,293.20","0.37","154,293.20","120,000.00","199492TB5","US199492TB50","-","126.54","United States","-","USD","5.59","1.10","1.00","Feb 15, 2028","5.00","6.06","-","0.56","5.33","0.56","USD","Nov 16, 2016","Nov 16, 2016"
"FLORIDA ST BRD ED LOTTERY REV","Government Related","Fixed Income","154,238.13","0.37","154,238.13","120,000.00","341507S28","US341507S282","-","128.38","United States","-","USD","5.70","0.53","1.00","Jul 01, 2027","5.00","5.70","-","0.53","5.70","0.53","USD","Dec 07, 2017","Dec 07, 2017"
"ILLINOIS ST TOLL HWY AUTH TOLL","Government Related","Fixed Income","153,613.47","0.36","153,613.47","125,000.00","452252LK3","US452252LK35","-","122.74","United States","-","USD","5.02","1.06","1.00","Jan 01, 2027","5.00","5.29","-","0.75","4.90","0.75","USD","Jun 16, 2016","Jun 16, 2016"
"TEXAS ST UNIV SYS FING REV","Municipals","Fixed Income","152,721.60","0.36","152,721.60","120,000.00","88278PYK4","US88278PYK47","-","125.64","United States","-","USD","6.24","1.94","1.00","Mar 15, 2030","5.00","7.52","-","0.74","5.40","0.74","USD","Jan 01, 2017","Jan 31, 2017"
"NEW YORK ST DORM AUTH ST PERS","Government Related","Fixed Income","151,042.08","0.36","151,042.08","125,000.00","64990FTK0","US64990FTK02","-","118.79","United States","-","USD","4.02","1.74","1.00","Feb 15, 2027","5.00","5.27","-","0.37","3.71","0.37","USD","Jun 19, 2015","Jun 19, 2015"
"CALIFORNIA ST FOR PREVIOUS ISS","Government Related","Fixed Income","150,462.68","0.36","150,462.68","115,000.00","13063C8R4","US13063C8R43","-","128.60","United States","-","USD","5.95","1.05","1.00","Aug 01, 2028","5.00","6.40","-","0.55","5.68","0.55","USD","Apr 19, 2017","Apr 19, 2017"
"PALM BEACH CNTY FLA SCH BRD CT","Government Related","Fixed Income","150,113.08","0.36","150,113.08","115,000.00","696550F31","US696550F314","-","128.30","United States","-","USD","5.68","0.59","1.00","Aug 01, 2027","5.00","5.68","-","0.59","5.68","0.59","USD","Feb 28, 2018","Feb 28, 2018"
