Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"DISTRICT COLUMBIA INCOME TAX R","Government Related","Fixed Income","605,809.87","0.45","605,809.87","490,000.00","25477GPV1","US25477GPV13","-","122.34","United States","-","USD","4.28","0.26","1.00","Oct 01, 2025","5.00","4.28","-","0.26","4.28","0.26","USD","Dec 04, 2019","Dec 04, 2019"
"MARYLAND ST","Government Related","Fixed Income","595,233.60","0.44","595,233.60","480,000.00","574193PD4","US574193PD41","-","121.88","United States","-","USD","4.12","0.19","1.00","Aug 01, 2025","5.00","4.12","-","0.19","4.12","0.19","USD","Aug 30, 2017","Aug 30, 2017"
"MONTGOMERY CNTY MD","Government Related","Fixed Income","582,879.50","0.43","582,879.50","490,000.00","6133406Q6","US6133406Q68","-","118.26","United States","-","USD","4.45","0.20","1.00","Nov 01, 2025","4.00","4.44","-","0.20","4.44","0.20","USD","Nov 15, 2017","Nov 15, 2017"
"SAN FRANCISCO CALIF CITY & CNT","Government Related","Fixed Income","580,924.70","0.43","580,924.70","470,000.00","79765RH28","US79765RH284","-","122.73","United States","-","USD","4.37","0.26","1.00","Nov 01, 2025","5.00","4.37","-","0.26","4.37","0.26","USD","Oct 20, 2016","Oct 20, 2016"
"PHOENIX ARIZ","Government Related","Fixed Income","569,332.93","0.42","569,332.93","470,000.00","718814Q33","US718814Q331","-","121.09","United States","-","USD","4.11","0.27","1.00","Jul 01, 2025","5.00","4.12","-","0.27","4.12","0.27","USD","Sep 13, 2016","Sep 13, 2016"
"NEW YORK N Y CITY TRANSITIONAL","Government Related","Fixed Income","561,156.05","0.42","561,156.05","455,000.00","64971WU24","US64971WU247","-","122.46","United States","-","USD","4.37","0.31","1.00","Nov 01, 2025","5.00","4.36","-","0.31","4.36","0.31","USD","Mar 22, 2017","Mar 22, 2017"
"PALO ALTO CALIF UNI SCH DIST","Municipals","Fixed Income","547,657.60","0.41","547,657.60","560,000.00","697379TD7","US697379TD75","-","97.80","United States","-","USD","4.57","0.49","1.00","Aug 01, 2025","0.00","4.55","-","0.49","4.55","0.49","USD","Sep 11, 2008","Sep 11, 2008"
"NEW YORK ST","Government Related","Fixed Income","546,540.00","0.40","546,540.00","450,000.00","649791PF1","US649791PF11","-","119.75","United States","-","USD","3.79","0.23","1.00","Mar 01, 2025","5.00","3.78","-","0.23","3.78","0.23","USD","Mar 21, 2019","Mar 21, 2019"
"CALIFORNIA ST","Government Related","Fixed Income","537,664.35","0.40","537,664.35","435,000.00","13063DBM9","US13063DBM92","-","122.73","United States","-","USD","4.37","0.26","1.00","Nov 01, 2025","5.00","4.37","-","0.26","4.37","0.26","USD","Sep 12, 2017","Sep 12, 2017"
"NEW YORK N Y","Government Related","Fixed Income","509,786.00","0.38","509,786.00","415,000.00","64966MRR2","US64966MRR24","-","120.72","United States","-","USD","4.11","0.42","1.00","Aug 01, 2025","5.00","4.11","-","0.42","4.11","0.42","USD","Oct 03, 2017","Oct 03, 2017"
"NEW YORK ST URBAN DEV CORP REV","Government Related","Fixed Income","502,834.29","0.37","502,834.29","415,000.00","650035S66","US650035S669","-","119.65","United States","-","USD","3.82","0.29","1.00","Mar 15, 2025","5.00","3.82","-","0.29","3.82","0.29","USD","Dec 17, 2015","Dec 17, 2015"
"VIRGINIA COLLEGE BLDG AUTH VA","Government Related","Fixed Income","497,707.20","0.37","497,707.20","410,000.00","92778VFD5","US92778VFD55","-","119.27","United States","-","USD","3.71","0.25","1.00","Feb 01, 2025","5.00","3.70","-","0.25","3.70","0.25","USD","Dec 21, 2017","Dec 21, 2017"
"COLUMBUS OH","Government Related","Fixed Income","497,062.13","0.37","497,062.13","410,000.00","199492PZ6","US199492PZ64","-","121.19","United States","-","USD","4.11","0.25","1.00","Jul 01, 2025","5.00","4.12","-","0.25","4.12","0.25","USD","Mar 07, 2016","Mar 07, 2016"
"NEW YORK ST DORM AUTH ST PERS","Government Related","Fixed Income","496,918.18","0.37","496,918.18","410,000.00","64990E5N3","US64990E5N30","-","119.27","United States","-","USD","3.75","0.29","1.00","Feb 15, 2025","5.00","3.74","-","0.29","3.74","0.29","USD","Oct 20, 2016","Oct 20, 2016"
"NEW YORK N Y","Government Related","Fixed Income","491,360.00","0.36","491,360.00","400,000.00","64966MJJ9","US64966MJJ99","-","120.72","United States","-","USD","4.11","0.42","1.00","Aug 01, 2025","5.00","4.11","-","0.42","4.11","0.42","USD","Feb 22, 2017","Feb 22, 2017"
"WEST VIRGINIA ST","Government Related","Fixed Income","490,930.20","0.36","490,930.20","405,000.00","956553XW6","US956553XW66","-","120.76","United States","-","USD","4.03","0.26","1.00","Jun 01, 2025","5.00","4.03","-","0.26","4.03","0.26","USD","Apr 28, 2015","Apr 28, 2015"
"NEW YORK ST URBAN DEV CORP REV","Government Related","Fixed Income","484,659.56","0.36","484,659.56","400,000.00","650035W87","US650035W877","-","119.65","United States","-","USD","3.82","0.29","1.00","Mar 15, 2025","5.00","3.82","-","0.29","3.82","0.29","USD","Mar 17, 2016","Mar 17, 2016"
"UNIVERSITY CALIF REVS FOR PREV","Government Related","Fixed Income","483,014.22","0.36","483,014.22","400,000.00","91412GZE8","US91412GZE87","-","120.07","United States","-","USD","3.98","0.36","1.00","May 15, 2025","5.00","3.99","-","0.36","3.99","0.36","USD","Mar 25, 2015","Mar 25, 2015"
"PRIVATE COLLEGES & UNIVS AUTH","Government Related","Fixed Income","482,175.20","0.36","482,175.20","390,000.00","74265LL48","US74265LL483","-","122.34","United States","-","USD","4.28","0.26","1.00","Oct 01, 2025","5.00","4.28","-","0.26","4.28","0.26","USD","Sep 29, 2016","Sep 29, 2016"
"GEORGIA ST","Government Related","Fixed Income","480,564.90","0.36","480,564.90","395,000.00","373384Z66","US373384Z662","-","119.54","United States","-","USD","3.71","0.19","1.00","Feb 01, 2025","5.00","3.70","-","0.19","3.70","0.19","USD","Jul 09, 2015","Jul 09, 2015"
"FORT WORTH TEX INDPT SCH DIST","Municipals","Fixed Income","479,796.84","0.36","479,796.84","395,000.00","3494605H4","US3494605H42","-","119.54","United States","-","USD","3.75","0.23","1.00","Feb 15, 2025","5.00","3.74","-","0.23","3.74","0.23","USD","Aug 01, 2016","Sep 13, 2016"
"ENERGY NORTHWEST WASH ELEC REV","Corporates","Fixed Income","477,893.38","0.35","477,893.38","395,000.00","29270CP90","US29270CP901","-","120.94","United States","-","USD","4.11","0.30","1.00","Jul 01, 2025","5.00","4.12","-","0.30","4.12","0.30","USD","Apr 20, 2016","Apr 20, 2016"
"CALIFORNIA ST FOR PREVIOUS ISS","Government Related","Fixed Income","470,063.80","0.35","470,063.80","380,000.00","13063C4M9","US13063C4M91","-","121.58","United States","-","USD","4.12","0.25","1.00","Aug 01, 2025","5.00","4.12","-","0.25","4.12","0.25","USD","Nov 03, 2016","Nov 03, 2016"
"MASSACHUSETTS ST","Government Related","Fixed Income","468,606.56","0.35","468,606.56","375,000.00","57582PAF7","US57582PAF71","-","123.17","United States","-","USD","4.18","0.24","1.00","Sep 01, 2025","5.25","4.18","-","0.24","4.18","0.24","USD","Oct 18, 2006","Oct 18, 2006"
"MIAMI-DADE CNTY FLA WTR & SWR","Government Related","Fixed Income","467,805.33","0.35","467,805.33","380,000.00","59334DHY3","US59334DHY31","-","121.82","United States","-","USD","4.28","0.36","1.00","Oct 01, 2025","5.00","4.28","-","0.36","4.28","0.36","USD","Jun 03, 2015","Jun 03, 2015"
"PENNSYLVANIA ST","Government Related","Fixed Income","455,388.19","0.34","455,388.19","370,000.00","70914PB50","US70914PB508","-","121.56","United States","-","USD","4.24","0.37","1.00","Sep 15, 2025","5.00","4.24","-","0.37","4.24","0.37","USD","Jun 17, 2016","Jun 17, 2016"
"NEW JERSEY ECONOMIC DEV AUTH R","Government Related","Fixed Income","451,648.00","0.33","451,648.00","400,000.00","64577BE42","US64577BE422","-","112.21","United States","-","USD","4.43","1.38","1.00","Nov 01, 2025","4.00","4.41","-","1.38","4.41","1.38","USD","Jan 23, 2017","Jan 23, 2017"
"CLARK CNTY NEV WTR RECLAMATION","Municipals","Fixed Income","448,568.27","0.33","448,568.27","370,000.00","181070EL3","US181070EL38","-","121.19","United States","-","USD","4.11","0.25","1.00","Jul 01, 2025","5.00","4.12","-","0.25","4.12","0.25","USD","Aug 30, 2016","Aug 30, 2016"
"PENNSYLVANIA ST","Government Related","Fixed Income","443,241.20","0.33","443,241.20","360,000.00","70914PYR7","US70914PYR71","-","121.19","United States","-","USD","4.15","0.36","1.00","Aug 15, 2025","5.00","4.15","-","0.36","4.15","0.36","USD","Jun 16, 2015","Jun 16, 2015"
"LOS ANGELES CALIF UNI SCH DIST","Government Related","Fixed Income","442,607.92","0.33","442,607.92","365,000.00","5446466E7","US5446466E74","-","121.19","United States","-","USD","4.11","0.25","1.00","Jul 01, 2025","5.00","4.12","-","0.25","4.12","0.25","USD","Mar 08, 2018","Mar 08, 2018"
"NEW YORK ST DORM AUTH ST PERS","Government Related","Fixed Income","442,378.38","0.33","442,378.38","365,000.00","64990FUJ1","US64990FUJ10","-","119.27","United States","-","USD","3.75","0.29","1.00","Feb 15, 2025","5.00","3.74","-","0.29","3.74","0.29","USD","Jun 19, 2015","Jun 19, 2015"
"ILLINOIS FIN AUTH REV","Corporates","Fixed Income","431,498.93","0.32","431,498.93","370,000.00","45204EJG4","US45204EJG44","-","116.59","United States","-","USD","4.18","0.28","1.00","Jul 01, 2025","4.00","4.18","-","0.28","4.18","0.28","USD","Sep 12, 2016","Sep 12, 2016"
"WASHINGTON SUBN SAN DIST MD","Government Related","Fixed Income","425,461.17","0.31","425,461.17","350,000.00","940157V98","US940157V988","-","121.10","United States","-","USD","4.03","0.19","1.00","Jun 01, 2025","5.00","4.04","-","0.19","4.04","0.19","USD","Dec 20, 2018","Dec 20, 2018"
"CALIFORNIA ST FOR PREVIOUS ISS","Government Related","Fixed Income","420,472.33","0.31","420,472.33","340,000.00","13063CZS2","US13063CZS24","-","121.96","United States","-","USD","4.20","0.25","1.00","Sep 01, 2025","5.00","4.20","-","0.25","4.20","0.25","USD","Mar 17, 2016","Mar 17, 2016"
"MISSISSIPPI ST","Government Related","Fixed Income","419,997.47","0.31","419,997.47","340,000.00","605581FU6","US605581FU69","-","122.24","United States","-","USD","4.28","0.28","1.00","Oct 01, 2025","5.00","4.28","-","0.28","4.28","0.28","USD","Feb 18, 2015","Feb 18, 2015"
"CALIFORNIA ST","Government Related","Fixed Income","414,176.13","0.31","414,176.13","335,000.00","13063DFV5","US13063DFV55","-","122.34","United States","-","USD","4.28","0.26","1.00","Oct 01, 2025","5.00","4.28","-","0.26","4.28","0.26","USD","Mar 15, 2018","Mar 15, 2018"
"HAWAII ST","Government Related","Fixed Income","413,291.73","0.31","413,291.73","335,000.00","419792CN4","US419792CN47","-","122.08","United States","-","USD","4.28","0.31","1.00","Oct 01, 2025","5.00","4.28","-","0.31","4.28","0.31","USD","Oct 29, 2015","Oct 29, 2015"
"OHIO ST","Government Related","Fixed Income","410,322.37","0.30","410,322.37","330,000.00","6775223J1","US6775223J17","-","121.73","United States","-","USD","4.10","0.22","1.00","Aug 01, 2025","5.00","4.10","-","0.22","4.10","0.22","USD","Jun 26, 2020","Jun 26, 2020"
"OHIO ST WTR DEV AUTH WTR POLLCONTR","Government Related","Fixed Income","407,768.90","0.30","407,768.90","330,000.00","67766WWX6","US67766WWX63","-","123.11","United States","-","USD","4.45","0.26","1.00","Dec 01, 2025","5.00","4.45","-","0.26","4.45","0.26","USD","Jan 13, 2016","Jan 13, 2016"
"PENNSYLVANIA ST","Government Related","Fixed Income","406,157.03","0.30","406,157.03","330,000.00","70914PD90","US70914PD900","-","121.56","United States","-","USD","4.24","0.37","1.00","Sep 15, 2025","5.00","4.24","-","0.37","4.24","0.37","USD","Aug 19, 2016","Aug 19, 2016"
"NEW JERSEY ST TPK AUTH TPK REV","Government Related","Fixed Income","402,089.89","0.30","402,089.89","335,000.00","646139ZA6","US646139ZA60","-","119.98","United States","-","USD","3.67","0.44","1.00","Jan 01, 2025","5.50","3.66","-","0.44","3.66","0.44","USD","Dec 21, 2004","Dec 21, 2004"
"SALT RIV PROJ AGRIC IMPT & PWR","Government Related","Fixed Income","398,833.13","0.30","398,833.13","335,000.00","79574CBQ5","US79574CBQ50","-","119.01","United States","-","USD","3.70","0.21","1.00","Jan 01, 2025","5.00","3.69","-","0.21","3.69","0.21","USD","Dec 01, 2016","Dec 01, 2016"
"METROPOLITAN TRANSN AUTH N Y R","Government Related","Fixed Income","394,688.82","0.29","394,688.82","345,000.00","59261ANG8","US59261ANG84","-","113.72","United States","-","USD","4.39","2.02","1.00","Nov 15, 2025","5.00","4.34","-","2.02","4.34","2.02","USD","Sep 28, 2017","Sep 28, 2017"
"DALLAS TEX INDPT SCH DIST","Government Related","Fixed Income","394,623.31","0.29","394,623.31","325,000.00","235308VY6","US235308VY63","-","119.49","United States","-","USD","3.75","0.24","1.00","Feb 15, 2025","5.00","3.74","-","0.24","3.74","0.24","USD","Mar 01, 2016","Mar 08, 2016"
"MASSACHUSETTS BAY TRANSN AUTH MASS","Corporates","Fixed Income","393,850.17","0.29","393,850.17","325,000.00","575579HC4","US575579HC43","-","121.14","United States","-","USD","4.11","0.26","1.00","Jul 01, 2025","5.00","4.12","-","0.26","4.12","0.26","USD","Mar 24, 2005","Mar 24, 2005"
"NEW JERSEY ST","Government Related","Fixed Income","392,776.27","0.29","392,776.27","330,000.00","646039VD6","US646039VD62","-","118.54","United States","-","USD","4.03","0.72","1.00","Jun 01, 2025","5.00","4.02","-","0.72","4.02","0.72","USD","Dec 18, 2014","Dec 18, 2014"
"LOUISIANA ST","Government Related","Fixed Income","388,221.75","0.29","388,221.75","315,000.00","5464152H2","US5464152H24","-","121.12","United States","-","USD","4.11","0.34","1.00","Aug 01, 2025","5.00","4.11","-","0.34","4.11","0.34","USD","Apr 28, 2016","Apr 28, 2016"
"CLARK CNTY NEV SCH DIST FOR IS","Government Related","Fixed Income","380,975.64","0.28","380,975.64","320,000.00","181059WV4","US181059WV47","-","118.79","United States","-","USD","4.07","0.70","1.00","Jun 15, 2025","5.00","4.06","-","0.70","4.06","0.70","USD","Jun 28, 2017","Jun 28, 2017"
"CALIFORNIA ST DEPT WTR RES CEN","Government Related","Fixed Income","371,524.00","0.27","371,524.00","300,000.00","13067WPU0","US13067WPU08","-","123.38","United States","-","USD","4.45","0.21","1.00","Dec 01, 2025","5.00","4.45","-","0.21","4.45","0.21","USD","Oct 18, 2018","Oct 18, 2018"
"VIRGINIA ST RES AUTH INFRASTRU","Government Related","Fixed Income","371,451.00","0.27","371,451.00","300,000.00","92818LRJ3","US92818LRJ34","-","122.94","United States","-","USD","4.37","0.22","1.00","Nov 01, 2025","5.00","4.37","-","0.22","4.37","0.22","USD","May 28, 2015","May 28, 2015"
"FRISCO TEX INDPT SCH DIST","Municipals","Fixed Income","370,441.67","0.27","370,441.67","300,000.00","35880CTP9","US35880CTP94","-","121.55","United States","-","USD","4.15","0.29","1.00","Aug 15, 2025","5.00","4.15","-","0.29","4.15","0.29","USD","Jun 01, 2016","Jun 01, 2016"
"MARICOPA CNTY ARIZ CMNTY COLLE","Government Related","Fixed Income","368,246.83","0.27","368,246.83","305,000.00","566795LZ1","US566795LZ13","-","120.69","United States","-","USD","4.11","0.35","1.00","Jul 01, 2025","5.00","4.11","-","0.35","4.11","0.35","USD","Aug 25, 2016","Aug 25, 2016"
"CONNECTICUT ST","Government Related","Fixed Income","368,152.67","0.27","368,152.67","300,000.00","20772JQ47","US20772JQ478","-","122.04","United States","-","USD","4.41","0.42","1.00","Nov 15, 2025","5.00","4.40","-","0.42","4.40","0.42","USD","Dec 01, 2015","Dec 01, 2015"
"MARYLAND ST DEPT OF TRANSPRTNCONSO","Government Related","Fixed Income","365,210.33","0.27","365,210.33","295,000.00","574204H48","US574204H485","-","122.06","United States","-","USD","4.20","0.23","1.00","Sep 01, 2025","5.00","4.20","-","0.23","4.20","0.23","USD","Sep 21, 2017","Sep 21, 2017"
"CALIFORNIA ST FOR PREVIOUS ISS","Government Related","Fixed Income","364,917.95","0.27","364,917.95","295,000.00","13063C5U0","US13063C5U09","-","121.58","United States","-","USD","4.12","0.25","1.00","Aug 01, 2025","5.00","4.12","-","0.25","4.12","0.25","USD","Mar 14, 2017","Mar 14, 2017"
"BALTIMORE CNTY MD","Government Related","Fixed Income","364,909.00","0.27","364,909.00","300,000.00","05914F5M8","US05914F5M89","-","119.93","United States","-","USD","3.79","0.19","1.00","Mar 01, 2025","5.00","3.79","-","0.19","3.79","0.19","USD","Mar 19, 2020","Mar 19, 2020"
"GUILFORD CNTY N C","Municipals","Fixed Income","364,771.00","0.27","364,771.00","300,000.00","401784K44","US401784K448","-","119.88","United States","-","USD","3.79","0.20","1.00","Mar 01, 2025","5.00","3.79","-","0.20","3.79","0.20","USD","Nov 16, 2017","Nov 16, 2017"
"NEVADA ST HIGHWAY IMPT REVENUE","Government Related","Fixed Income","364,682.93","0.27","364,682.93","295,000.00","641480HX9","US641480HX95","-","123.16","United States","-","USD","4.45","0.25","1.00","Dec 01, 2025","5.00","4.45","-","0.25","4.45","0.25","USD","Mar 09, 2016","Mar 09, 2016"
"VIRGINIA COLLEGE BLDG AUTH VA","Government Related","Fixed Income","364,302.00","0.27","364,302.00","300,000.00","92778VAV0","US92778VAV09","-","119.31","United States","-","USD","3.71","0.24","1.00","Feb 01, 2025","5.00","3.70","-","0.24","3.70","0.24","USD","Apr 15, 2015","Apr 15, 2015"
"DISTRICT COLUMBIA","Government Related","Fixed Income","363,799.00","0.27","363,799.00","300,000.00","25476FWP9","US25476FWP97","-","120.81","United States","-","USD","4.03","0.25","1.00","Jun 01, 2025","5.00","4.03","-","0.25","4.03","0.25","USD","Aug 01, 2018","Aug 01, 2018"
"ENERGY NORTHWEST WASH ELEC REV","Corporates","Fixed Income","362,957.00","0.27","362,957.00","300,000.00","29270C2B0","US29270C2B08","-","120.94","United States","-","USD","4.11","0.30","1.00","Jul 01, 2025","5.00","4.12","-","0.30","4.12","0.30","USD","May 31, 2018","May 31, 2018"
"NEW JERSEY ST EDL FACS AUTH RE","Corporates","Fixed Income","359,559.77","0.27","359,559.77","295,000.00","646066JD3","US646066JD31","-","121.84","United States","-","USD","4.12","0.12","1.00","Jul 01, 2025","5.00","4.12","-","0.12","4.12","0.12","USD","May 15, 2015","May 15, 2015"
"MARYLAND ST","Government Related","Fixed Income","353,419.95","0.26","353,419.95","285,000.00","574193QN1","US574193QN14","-","121.88","United States","-","USD","4.12","0.19","1.00","Aug 01, 2025","5.00","4.12","-","0.19","4.12","0.19","USD","Aug 15, 2018","Aug 15, 2018"
"ALABAMA FED AID HWY FIN AUTH S","Government Related","Fixed Income","352,010.15","0.26","352,010.15","285,000.00","010268BK5","US010268BK50","-","121.80","United States","-","USD","4.20","0.28","1.00","Sep 01, 2025","5.00","4.20","-","0.28","4.20","0.28","USD","Jun 29, 2017","Jun 29, 2017"
"HAMILTON CNTY TENN","Municipals","Fixed Income","351,209.00","0.26","351,209.00","300,000.00","4073246C1","US4073246C19","-","115.70","United States","-","USD","3.85","0.21","1.00","Mar 01, 2025","4.00","3.85","-","0.21","3.85","0.21","USD","May 07, 2015","May 07, 2015"
"MAINE ST","Government Related","Fixed Income","345,748.70","0.26","345,748.70","285,000.00","56052AZJ8","US56052AZJ86","-","120.86","United States","-","USD","4.03","0.24","1.00","Jun 01, 2025","5.00","4.03","-","0.24","4.03","0.24","USD","Jun 21, 2017","Jun 21, 2017"
"CALIFORNIA ST PUB WKS BRD LEAS","Government Related","Fixed Income","345,372.53","0.26","345,372.53","280,000.00","13068LXH3","US13068LXH31","-","122.89","United States","-","USD","4.45","0.30","1.00","Dec 01, 2025","5.00","4.45","-","0.30","4.45","0.30","USD","Nov 19, 2015","Nov 19, 2015"
"METROPOLITAN WTR DIST SOUTHN C","Government Related","Fixed Income","345,230.03","0.26","345,230.03","315,000.00","59266TNE7","US59266TNE72","-","109.58","United States","-","USD","4.28","0.35","1.00","Jul 01, 2025","2.50","4.28","-","0.35","4.28","0.35","USD","Jun 01, 2017","Jun 01, 2017"
"VIRGINIA ST PUB BLDG AUTH PUB","Government Related","Fixed Income","340,318.00","0.25","340,318.00","275,000.00","928172L94","US928172L943","-","121.63","United States","-","USD","4.12","0.24","1.00","Aug 01, 2025","5.00","4.12","-","0.24","4.12","0.24","USD","Jun 09, 2015","Jun 09, 2015"
"HARRIS CNTY TEX","Government Related","Fixed Income","339,995.33","0.25","339,995.33","275,000.00","414005UW6","US414005UW63","-","122.34","United States","-","USD","4.28","0.26","1.00","Oct 01, 2025","5.00","4.28","-","0.26","4.28","0.26","USD","Nov 17, 2015","Nov 17, 2015"
"CALIFORNIA ST","Government Related","Fixed Income","339,995.33","0.25","339,995.33","275,000.00","13063DQE1","US13063DQE12","-","122.34","United States","-","USD","4.28","0.26","1.00","Oct 01, 2025","5.00","4.28","-","0.26","4.28","0.26","USD","Sep 17, 2019","Sep 17, 2019"
"FLORIDA ST BRD ED PUB ED FOR I","Government Related","Fixed Income","339,820.13","0.25","339,820.13","280,000.00","34153QLG9","US34153QLG90","-","120.91","United States","-","USD","4.03","0.23","1.00","Jun 01, 2025","5.00","4.03","-","0.23","4.03","0.23","USD","Dec 28, 2017","Dec 28, 2017"
"LONE STAR COLLEGE SYS TEX","Municipals","Fixed Income","327,473.70","0.24","327,473.70","270,000.00","542264FZ4","US542264FZ48","-","119.36","United States","-","USD","3.75","0.27","1.00","Feb 15, 2025","5.00","3.74","-","0.27","3.74","0.27","USD","Apr 29, 2015","Apr 29, 2015"
"MICHIGAN ST BLDG AUTH REV","Government Related","Fixed Income","327,421.50","0.24","327,421.50","270,000.00","594615BE5","US594615BE51","-","120.17","United States","-","USD","3.90","0.26","1.00","Apr 15, 2025","5.00","3.91","-","0.26","3.91","0.26","USD","Aug 31, 2015","Aug 31, 2015"
"CALIFORNIA ST UNIV REV","Government Related","Fixed Income","327,399.55","0.24","327,399.55","265,000.00","13077DEG3","US13077DEG34","-","122.67","United States","-","USD","4.37","0.27","1.00","Nov 01, 2025","5.00","4.37","-","0.27","4.37","0.27","USD","Aug 02, 2018","Aug 02, 2018"
"MONTEREY CNTY CALIF CTFS PARTN","Government Related","Fixed Income","322,139.13","0.24","322,139.13","260,000.00","612448PJ3","US612448PJ38","-","122.61","United States","-","USD","4.28","0.21","1.00","Oct 01, 2025","5.00","4.28","-","0.21","4.28","0.21","USD","Oct 05, 2017","Oct 05, 2017"
"ALABAMA ST PUB SCH & COLLEGE A","Government Related","Fixed Income","321,767.71","0.24","321,767.71","265,000.00","010609BJ3","US010609BJ36","-","120.52","United States","-","USD","3.95","0.23","1.00","May 01, 2025","5.00","3.95","-","0.23","3.95","0.23","USD","May 05, 2015","May 05, 2015"
"TEXAS ST UNIV SYS FING REV","Municipals","Fixed Income","320,954.46","0.24","320,954.46","265,000.00","88278PYE8","US88278PYE86","-","119.60","United States","-","USD","3.82","0.30","1.00","Mar 15, 2025","5.00","3.82","-","0.30","3.82","0.30","USD","Jan 01, 2017","Jan 31, 2017"
"PALOMAR CALIF CMNTY COLLEGE DIST","Municipals","Fixed Income","316,969.25","0.23","316,969.25","325,000.00","697511BK8","US697511BK83","-","97.53","United States","-","USD","4.57","0.55","1.00","Aug 01, 2025","0.00","4.55","-","0.55","4.55","0.55","USD","Nov 12, 2010","Nov 12, 2010"
"PHILADELPHIA PA","Government Related","Fixed Income","311,319.30","0.23","311,319.30","255,000.00","717813RH4","US717813RH40","-","119.96","United States","-","USD","4.11","0.57","1.00","Aug 01, 2025","5.00","4.11","-","0.57","4.11","0.57","USD","Jul 08, 2015","Jul 08, 2015"
"MASSACHUSETTS ST DEV FIN AGY R","Government Related","Fixed Income","310,653.06","0.23","310,653.06","250,000.00","57584YZJ1","US57584YZJ18","-","123.16","United States","-","USD","4.32","0.14","1.00","Oct 15, 2025","5.00","4.33","-","0.14","4.33","0.14","USD","Apr 29, 2020","Apr 29, 2020"
