Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,FX Rate,Market Currency
"CAE","CAE INC","Industrials","Equity","54,455.26","0.44","54,455.26","2,336.00","124765108","CA1247651088","2162760","23.31","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"BCE","BCE INC","Communication","Equity","52,938.81","0.43","52,938.81","1,246.00","05534B760","CA05534B7604","B188TH2","42.47","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"SAP","SAPUTO INC","Consumer Staples","Equity","52,780.92","0.43","52,780.92","1,989.00","802912105","CA8029121057","2112226","26.53","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"GWO","GREAT WEST LIFECO INC","Financials","Equity","52,082.06","0.42","52,082.06","2,288.00","39138C106","CA39138C1068","2384951","22.76","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"LUN","LUNDIN MINING CORP","Materials","Equity","51,676.93","0.42","51,676.93","5,635.00","550372106","CA5503721063","2866857","9.17","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"CCO","CAMECO CORP","Energy","Equity","48,910.84","0.40","48,910.84","3,334.00","13321L108","CA13321L1085","2166160","14.67","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"WN","GEORGE WESTON LTD","Consumer Staples","Equity","46,131.29","0.37","46,131.29","626.00","961148509","CA9611485090","2956662","73.67","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"GIL","GILDAN ACTIVEWEAR INC","Consumer Discretionary","Equity","44,067.74","0.36","44,067.74","1,727.00","375916103","CA3759161035","2254645","25.52","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"IMO","IMPERIAL OIL LTD","Energy","Equity","43,586.73","0.35","43,586.73","2,219.00","453038408","CA4530384086","2454241","19.64","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"EMP.A","EMPIRE LTD CLASS A","Consumer Staples","Equity","41,053.19","0.33","41,053.19","1,445.00","291843407","CA2918434077","2314000","28.42","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","39,906.36","0.32","39,906.36","512.00","-","-","-","77.91","Canada","-","USD","1.28","CAD"
"IAG","IA FINANCIAL INC","Financials","Equity","39,780.30","0.32","39,780.30","897.00","45075E104","CA45075E1043","BJ2ZH37","44.36","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"ONEX","ONEX CORP","Financials","Equity","38,470.69","0.31","38,470.69","712.00","68272K103","CA68272K1030","2659518","54.01","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"PKI","PARKLAND CORP","Energy","Equity","37,157.41","0.30","37,157.41","1,251.00","70137W108","CA70137W1086","BLFHPV8","29.71","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"ALA","ALTAGAS LTD","Utilities","Equity","35,574.86","0.29","35,574.86","2,376.00","021361100","CA0213611001","B43WJC5","14.97","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"QBR.B","QUEBECOR INC CLASS B","Communication","Equity","35,556.50","0.29","35,556.50","1,477.00","748193208","CA7481932084","2715777","24.07","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"IPL","INTER PIPELINE LTD","Energy","Equity","35,522.23","0.29","35,522.23","3,538.00","45833V109","CA45833V1094","BDD54N3","10.04","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"KEY","KEYERA CORP","Energy","Equity","35,415.75","0.29","35,415.75","1,851.00","493271100","CA4932711001","B3SGMV5","19.13","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"CAR.UN","CANADIAN APARTMENT PROPERTIES REAL","Real Estate","Equity","28,384.25","0.23","28,384.25","707.00","134921105","CA1349211054","2117599","40.15","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"CU","CANADIAN UTILITIES LTD CLASS A","Utilities","Equity","27,478.54","0.22","27,478.54","1,101.00","136717832","CA1367178326","2172639","24.95","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"CIX","CI FINANCIAL CORP","Financials","Equity","24,418.70","0.20","24,418.70","1,889.00","125491100","CA1254911003","B3KT0S5","12.93","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"AC","AIR CANADA VOTING AND VARIABLE VOT","Industrials","Equity","23,238.83","0.19","23,238.83","1,461.00","008911877","CA0089118776","BSDHYK1","15.91","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"IGM","IGM FINANCIAL INC","Financials","Equity","20,344.23","0.17","20,344.23","739.00","449586106","CA4495861060","2469375","27.52","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"PAAS","PAN AMERICAN SILVER CORP","Materials","Equity","19,305.11","0.16","19,305.11","530.00","697900108","CA6979001089","2669272","36.45","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"ACO.X","ATCO LTD CLASS I","Utilities","Equity","18,983.21","0.15","18,983.21","656.00","046789400","CA0467894006","2060615","28.94","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"REI.UN","RIOCAN REAL ESTATE INVESTMENT TRUS","Real Estate","Equity","18,410.41","0.15","18,410.41","1,363.00","766910103","CA7669101031","2229610","13.51","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","18,383.49","0.15","18,383.49","327.00","11284V105","CA11284V1058","BMXWR83","56.29","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"NPI","NORTHLAND POWER INC","Utilities","Equity","18,316.17","0.15","18,316.17","499.00","666511100","CA6665111002","B68XHC3","36.70","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrials","Equity","18,024.87","0.15","18,024.87","633.00","36168Q104","CA36168Q1046","BKDT649","28.46","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"YRI","YAMANA GOLD INC","Materials","Equity","16,655.29","0.14","16,655.29","3,358.00","98462Y100","CA98462Y1007","2219279","4.96","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"WFG","WEST FRASER TIMBER LTD","Materials","Equity","16,207.33","0.13","16,207.33","244.00","952845105","CA9528451052","2951098","66.36","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"SSRM","SSR MINING INC","Materials","Equity","16,157.15","0.13","16,157.15","901.00","784730103","CA7847301032","BF7MPL9","17.93","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"TIH","TOROMONT INDUSTRIES LTD","Industrials","Equity","16,111.86","0.13","16,111.86","234.00","891102105","CA8911021050","2897103","68.99","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"BTO","B2GOLD CORP","Materials","Equity","16,049.44","0.13","16,049.44","3,197.00","11777Q209","CA11777Q2099","B29VFC4","5.02","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"FSV","FIRSTSERVICE SUBORDINATE VOTING CO","Real Estate","Equity","15,985.80","0.13","15,985.80","115.00","33767E202","CA33767E2024","BJMKSJ5","139.51","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"RBA","RITCHIE BROS AUCTIONEERS INC","Industrials","Equity","15,896.45","0.13","15,896.45","262.00","767744105","CA7677441056","2345390","60.72","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"X","TMX GROUP LTD","Financials","Equity","15,732.45","0.13","15,732.45","163.00","87262K105","CA87262K1057","B8KH5G7","96.74","Canada","Toronto Stock Exchange","USD","1.28","CAD"
"TOI","TOPICUS COM INC","Information Technology","Equity","10,442.60","0.08","10,442.60","279.00","89072T102","CA89072T1021","BNGJNT1","37.39","Canada","TSX Venture Exchange","USD","1.28","CAD"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","10,277.37","0.08","10,277.37","10,277.00","066922477","US0669224778","-","1.00","United States","-","USD","1.00","USD"
"UBFUT","CASH COLLATERAL CAD UBFUT","Cash and/or Derivatives","Cash Collateral and Margins","3,712.19","0.03","3,712.19","48.00","-","-","-","77.91","Canada","-","USD","1.28","CAD"
"CAD","CAD/USD","Cash and/or Derivatives","Forwards","507.31","0.00","507.31","507.00","-","-","-","1.00","United States","-","USD","1.00","USD"
"PTH1","S&P/TSE 60 INDEX MAR 21","Cash and/or Derivatives","Futures","0.00","0.00","0.00","0.00","-","-","-","810.69","-","The Montreal Exchange / Bourse De Montreal","USD","1.28","CAD"
"CAD","CAD/USD","Cash and/or Derivatives","Forwards","-263.03","0.00","-263.03","-263.00","-","-","-","1.00","United States","-","USD","1.00","USD"
"CAD","CAD/USD","Cash and/or Derivatives","Forwards","-300.02","0.00","-300.02","-300.00","-","-","-","1.00","United States","-","USD","1.00","USD"
"CAD","CAD/USD","Cash and/or Derivatives","Forwards","-1,159.56","-0.01","-1,159.56","-1,160.00","-","-","-","1.00","United States","-","USD","1.00","USD"
"USD","USD CASH","Cash and/or Derivatives","Cash","-34,467.11","-0.28","-34,467.11","-345.00","-","-","-","100.00","United States","-","USD","1.00","USD"
"CAD","CAD/USD","Cash and/or Derivatives","Forwards","-58,655.46","-0.48","-58,655.46","-58,655.00","-","-","-","1.00","United States","-","USD","1.00","USD"
