Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"MIAMI-DADE CNTY FLA TRAN SYS S","Local Tax-Backed","Fixed Income","644,443.71","0.20","644,443.71","615,000.00","59334PEJ2","US59334PEJ21","-","102.48","United States","-","USD","0.52","0.38","1.00","Jul 01, 2021","5.00","0.53","-","0.38","0.53","0.38","USD","Aug 01, 2012","Aug 01, 2012"
"VIRGINIA COMWLTH TRANSN BRD TRANSN","State Tax-Backed","Fixed Income","640,021.65","0.20","640,021.65","625,000.00","927793TN9","US927793TN98","-","101.96","United States","-","USD","0.41","0.23","1.00","May 15, 2021","5.00","0.41","-","0.23","0.41","0.23","USD","May 25, 2011","May 25, 2011"
"PORTLAND ORE SWR SYS REV","Utility","Fixed Income","639,907.83","0.20","639,907.83","625,000.00","736742WL7","US736742WL76","-","102.16","United States","-","USD","0.45","0.25","1.00","Jun 01, 2021","5.00","0.46","-","0.25","0.46","0.25","USD","Aug 27, 2015","Aug 27, 2015"
"LOS ANGELES CALIF WASTEWTR SYS","Utility","Fixed Income","629,641.32","0.20","629,641.32","615,000.00","544653AK4","US544653AK45","-","102.16","United States","-","USD","0.45","0.26","1.00","Jun 01, 2021","5.00","0.45","-","0.26","0.45","0.26","USD","May 24, 2012","May 24, 2012"
"MASSACHUSETTS ST WTR POLLUTN A","Utility","Fixed Income","629,289.35","0.20","629,289.35","600,000.00","57605AFS0","US57605AFS06","-","102.99","United States","-","USD","0.61","0.18","1.00","Aug 01, 2021","5.00","0.61","-","0.18","0.61","0.18","USD","Jun 12, 2014","Jun 12, 2014"
"SAN FRANCISCO CALIF CITY & CNT","Utility","Fixed Income","628,971.77","0.20","628,971.77","600,000.00","79765RF46","US79765RF460","-","104.19","United States","-","USD","0.86","0.19","1.00","Nov 01, 2021","5.00","0.86","-","0.19","0.86","0.19","USD","Apr 16, 2015","Apr 16, 2015"
"TEXAS TRANSN COMMN ST HWY FD R","State Tax-Backed","Fixed Income","613,313.92","0.19","613,313.92","585,000.00","88283LJT4","US88283LJT44","-","103.78","United States","-","USD","0.78","0.20","1.00","Oct 01, 2021","5.00","0.78","-","0.20","0.78","0.20","USD","Jul 22, 2015","Jul 22, 2015"
"FAIRFAX CNTY VA SWR REV","Prerefund/Escrow","Fixed Income","608,340.08","0.19","608,340.08","580,000.00","303867HG3","US303867HG39","-","102.78","United States","-","USD","0.56","0.19","1.00","Jul 15, 2021","5.00","0.57","-","0.19","0.57","0.19","USD","Aug 08, 2012","Aug 08, 2012"
"GEORGIA ST","State Tax-Backed","Fixed Income","608,269.64","0.19","608,269.64","580,000.00","373385AZ6","US373385AZ62","-","102.57","United States","-","USD","0.52","0.23","1.00","Jul 01, 2021","5.00","0.53","-","0.23","0.53","0.23","USD","Jul 18, 2017","Jul 18, 2017"
"MECKLENBURG CNTY N C","Local Tax-Backed","Fixed Income","597,458.45","0.19","597,458.45","570,000.00","584002RR2","US584002RR27","-","104.60","United States","-","USD","0.94","0.18","1.00","Dec 01, 2021","5.00","0.94","-","0.18","0.94","0.18","USD","Jan 29, 2013","Jan 29, 2013"
"DELAWARE ST","State Tax-Backed","Fixed Income","594,039.09","0.19","594,039.09","580,000.00","246381DK0","US246381DK01","-","100.95","United States","-","USD","0.20","0.38","1.00","Mar 01, 2021","5.00","0.21","-","0.38","0.21","0.38","USD","Mar 06, 2014","Mar 06, 2014"
"BROWARD CNTY FL SCH DIST","Local Tax-Backed","Fixed Income","592,385.75","0.19","592,385.75","565,000.00","115067GL8","US115067GL88","-","102.54","United States","-","USD","0.52","0.28","1.00","Jul 01, 2021","5.00","0.53","-","0.28","0.53","0.28","USD","Jun 18, 2015","Jun 18, 2015"
"CALIFORNIA ST DEPT WTR RES PWR SUP","Prerefund/Escrow","Fixed Income","578,727.46","0.18","578,727.46","565,000.00","13066YSN0","US13066YSN03","-","101.79","United States","-","USD","0.38","0.18","1.00","May 01, 2021","5.00","0.37","-","0.18","0.37","0.18","USD","Aug 31, 2011","Aug 31, 2011"
"ARIZONA WTR INFRASTRUCTURE FIN","Utility","Fixed Income","576,399.21","0.18","576,399.21","550,000.00","040688MM2","US040688MM21","-","103.74","United States","-","USD","0.78","0.25","1.00","Oct 01, 2021","5.00","0.78","-","0.25","0.78","0.25","USD","Dec 04, 2014","Dec 04, 2014"
"NEW YORK ST DORM AUTH ST PERS","State Tax-Backed","Fixed Income","573,568.40","0.18","573,568.40","560,000.00","64990EX69","US64990EX694","-","101.15","United States","-","USD","0.24","0.31","1.00","Mar 15, 2021","5.00","0.24","-","0.31","0.24","0.31","USD","Sep 11, 2015","Sep 11, 2015"
"NEW YORK ST ENVIRONMENTAL FACS","Utility","Fixed Income","573,328.44","0.18","573,328.44","560,000.00","64986A2N0","US64986A2N05","-","102.35","United States","-","USD","0.49","0.24","1.00","Jun 15, 2021","5.00","0.49","-","0.24","0.49","0.24","USD","Jul 11, 2013","Jul 11, 2013"
"TARRANT REGL WTR DIST TEX WTR","Utility","Fixed Income","571,456.44","0.18","571,456.44","540,000.00","876448BN0","US876448BN05","-","104.06","United States","-","USD","0.69","0.24","1.00","Sep 01, 2021","6.00","0.69","-","0.24","0.69","0.24","USD","Feb 01, 2014","Mar 04, 2014"
"HAMILTON CNTY OHIO SALES TAX","Local Tax-Backed","Fixed Income","570,721.89","0.18","570,721.89","545,000.00","407287MM0","US407287MM01","-","104.50","United States","-","USD","0.94","0.28","1.00","Dec 01, 2021","5.00","0.94","-","0.28","0.94","0.28","USD","Sep 07, 2016","Sep 07, 2016"
"ARIZONA ST TRANSN BRD EXCISE T","State Tax-Backed","Fixed Income","566,232.37","0.18","566,232.37","540,000.00","040649LZ6","US040649LZ66","-","102.55","United States","-","USD","0.52","0.26","1.00","Jul 01, 2021","5.00","0.53","-","0.26","0.53","0.26","USD","Dec 18, 2014","Dec 18, 2014"
"HAWAII ST","Prerefund/Escrow","Fixed Income","566,171.65","0.18","566,171.65","540,000.00","419792NY8","US419792NY82","-","104.62","United States","-","USD","0.94","0.16","1.00","Dec 01, 2021","5.00","0.94","-","0.16","0.94","0.16","USD","Dec 07, 2011","Dec 07, 2011"
"NORTH TEX TWY AUTH REV","Prerefund/Escrow","Fixed Income","566,114.43","0.18","566,114.43","550,000.00","66285WFW1","US66285WFW10","-","100.16","United States","-","USD","0.12","1.76","1.00","Jan 01, 2021","6.00","0.04","-","1.76","0.04","1.76","USD","Dec 08, 2010","Dec 08, 2010"
"MASSACHUSETTS ST","Prerefund/Escrow","Fixed Income","563,334.84","0.18","563,334.84","550,000.00","57582PYE4","US57582PYE41","-","101.37","United States","-","USD","0.29","0.25","1.00","Apr 01, 2021","5.00","0.29","-","0.25","0.29","0.25","USD","Mar 30, 2011","Mar 30, 2011"
"OREGON ST","State Tax-Backed","Fixed Income","552,880.36","0.18","552,880.36","540,000.00","68609TJY5","US68609TJY55","-","102.16","United States","-","USD","0.45","0.25","1.00","Jun 01, 2021","5.00","0.46","-","0.25","0.46","0.25","USD","Feb 21, 2019","Feb 21, 2019"
"WASHINGTON CNTY ORE SCH DIST N","School Districts","Fixed Income","552,799.01","0.18","552,799.01","540,000.00","938429J65","US938429J659","-","102.34","United States","-","USD","0.49","0.26","1.00","Jun 15, 2021","5.00","0.49","-","0.26","0.49","0.26","USD","Aug 07, 2014","Aug 07, 2014"
