Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"CALIFORNIA ST","State Tax-Backed","Fixed Income","6,373,711.32","0.37","6,373,711.32","4,980,000.00","13063DBU1","US13063DBU19","-","126.00","United States","-","USD","6.39","1.73","1.00","Nov 01, 2029","5.00","7.12","-","0.93","5.70","0.93","USD","Sep 12, 2017","Sep 12, 2017"
"LOS ANGELES CALIF DEPT WTR & P","Utility","Fixed Income","6,276,331.53","0.37","6,276,331.53","4,865,000.00","544532AM6","US544532AM65","-","127.86","United States","-","USD","9.30","2.85","1.00","Jul 01, 2037","5.00","11.69","-","1.42","6.95","1.42","USD","Dec 23, 2019","Dec 23, 2019"
"FREMONT CALIF UN HIGH SCH DIST","School Districts","Fixed Income","6,239,086.03","0.36","6,239,086.03","5,405,000.00","357172ZW8","US357172ZW82","-","114.84","United States","-","USD","10.35","3.15","1.00","Aug 01, 2046","4.00","15.66","-","1.54","5.66","1.54","USD","Jun 06, 2019","Jun 06, 2019"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","6,134,272.84","0.36","6,134,272.84","5,170,000.00","13063DPV4","US13063DPV46","-","116.73","United States","-","USD","11.49","3.00","1.00","Oct 01, 2044","4.00","15.62","-","1.87","7.22","1.87","USD","Sep 17, 2019","Sep 17, 2019"
"CALIFORNIA EDL FACS AUTH REV","Education","Fixed Income","6,060,345.12","0.35","6,060,345.12","4,010,000.00","1301783W4","US1301783W46","-","149.14","United States","-","USD","15.21","2.32","1.00","May 01, 2045","5.00","15.75","-","2.32","15.75","2.32","USD","May 14, 2014","May 14, 2014"
"LOS ANGELES CALIF CMNTY COLLEG","School Districts","Fixed Income","6,007,283.21","0.35","6,007,283.21","5,865,000.00","54438CYE6","US54438CYE64","-","101.69","United States","-","USD","0.36","0.20","1.00","Aug 01, 2021","5.00","0.35","-","0.20","0.35","0.20","USD","Dec 30, 2019","Dec 30, 2019"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","5,975,128.74","0.35","5,975,128.74","4,680,000.00","13063DBW7","US13063DBW74","-","125.69","United States","-","USD","6.70","2.04","1.00","Nov 01, 2030","5.00","7.77","-","0.97","5.70","0.97","USD","Sep 12, 2017","Sep 12, 2017"
"LOS ANGELES CALIF DEPT WTR & P","Utility","Fixed Income","5,936,372.39","0.35","5,936,372.39","5,000,000.00","544525UH9","US544525UH91","-","117.57","United States","-","USD","7.95","3.90","1.00","Jul 01, 2046","5.00","14.41","-","1.20","4.28","1.20","USD","Apr 21, 2016","Apr 21, 2016"
"METROPOLITAN WTR DIST SOUTHN C","Utility","Fixed Income","5,914,332.87","0.34","5,914,332.87","4,550,000.00","59266TRQ6","US59266TRQ66","-","127.58","United States","-","USD","10.60","3.47","1.00","Oct 01, 2049","5.00","15.95","-","1.53","7.05","1.53","USD","Feb 11, 2020","Feb 11, 2020"
"SAN JUAN CALIF UNI SCH DIST","School Districts","Fixed Income","5,817,871.94","0.34","5,817,871.94","5,000,000.00","798306VV5","US798306VV57","-","115.77","United States","-","USD","6.06","1.95","1.00","Aug 01, 2029","4.00","7.18","-","0.97","4.86","0.97","USD","Jan 22, 2019","Jan 22, 2019"
"UNIVERSITY CALIF REVS FOR PREV","Education","Fixed Income","5,804,366.00","0.34","5,804,366.00","5,000,000.00","91412GUK9","US91412GUK92","-","114.21","United States","-","USD","5.45","4.09","1.00","May 15, 2038","5.25","11.48","-","0.67","2.90","0.67","USD","Apr 10, 2014","Apr 10, 2014"
"UNIVERSITY CALIF REVS FOR PREV","Education","Fixed Income","5,796,878.63","0.34","5,796,878.63","4,650,000.00","91412G3U7","US91412G3U71","-","122.87","United States","-","USD","8.04","3.18","1.00","May 15, 2037","5.00","11.45","-","1.13","5.35","1.13","USD","Dec 21, 2017","Dec 21, 2017"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","5,786,243.89","0.34","5,786,243.89","5,000,000.00","13063DLT3","US13063DLT36","-","113.32","United States","-","USD","5.21","3.83","1.00","Apr 01, 2036","5.00","10.60","-","0.55","2.79","0.55","USD","Mar 14, 2019","Mar 14, 2019"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","5,601,737.91","0.33","5,601,737.91","4,000,000.00","13063DLL0","US13063DLL00","-","137.64","United States","-","USD","8.77","1.32","1.00","Apr 01, 2032","5.00","8.80","-","1.32","8.80","1.32","USD","Mar 14, 2019","Mar 14, 2019"
"LOS ANGELES CALIF CMNTY COLLEG","Prerefund/Escrow","Fixed Income","5,538,918.86","0.32","5,538,918.86","4,755,000.00","54438CTE2","US54438CTE20","-","115.75","United States","-","USD","3.13","0.28","1.00","Aug 01, 2024","5.00","3.12","-","0.28","3.12","0.28","USD","Jan 08, 2015","Jan 08, 2015"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","5,485,909.39","0.32","5,485,909.39","5,000,000.00","13063DQC5","US13063DQC55","-","107.32","United States","-","USD","1.46","0.18","1.00","Oct 01, 2022","5.00","1.45","-","0.18","1.45","0.18","USD","Sep 17, 2019","Sep 17, 2019"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","5,459,326.13","0.32","5,459,326.13","4,000,000.00","13063DWT1","US13063DWT17","-","133.77","United States","-","USD","8.16","1.54","1.00","Nov 01, 2031","5.00","8.47","-","1.26","7.83","1.26","USD","Sep 09, 2020","Sep 09, 2020"
"CALIFORNIA EDL FACS AUTH REV","Education","Fixed Income","5,434,763.64","0.32","5,434,763.64","3,500,000.00","130179SD7","US130179SD70","-","153.29","United States","-","USD","16.77","2.39","1.00","May 01, 2049","5.00","17.46","-","2.39","17.46","2.39","USD","Apr 04, 2019","Apr 04, 2019"
"BAY AREA TOLL AUTH CALIF TOLL","Prerefund/Escrow","Fixed Income","5,328,220.24","0.31","5,328,220.24","4,750,000.00","072024TF9","US072024TF94","-","109.77","United States","-","USD","1.91","0.15","1.00","Apr 01, 2023","5.00","1.91","-","0.15","1.91","0.15","USD","Aug 06, 2013","Aug 06, 2013"
"CALIFORNIA EDL FACS AUTH REV","Education","Fixed Income","5,271,734.27","0.31","5,271,734.27","5,145,000.00","1301783X2","US1301783X29","-","100.48","United States","-","USD","0.11","0.35","1.00","May 01, 2021","5.00","0.10","-","0.35","0.10","0.35","USD","May 14, 2014","May 14, 2014"
"LOS ANGELES CALIF CMNTY COLLEG","Prerefund/Escrow","Fixed Income","5,247,703.36","0.31","5,247,703.36","4,505,000.00","54438CTD4","US54438CTD47","-","115.75","United States","-","USD","3.13","0.28","1.00","Aug 01, 2024","5.00","3.12","-","0.28","3.12","0.28","USD","Jan 08, 2015","Jan 08, 2015"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","5,189,378.42","0.30","5,189,378.42","4,950,000.00","13063BPX4","US13063BPX46","-","102.43","United States","-","USD","1.54","4.81","1.00","Oct 01, 2041","5.00","12.55","-","0.31","0.51","0.31","USD","Oct 27, 2011","Oct 27, 2011"
"SANTA CLARA CALIF UNI SCH DIST","School Districts","Fixed Income","5,139,995.05","0.30","5,139,995.05","4,500,000.00","8014952D3","US8014952D38","-","113.30","United States","-","USD","9.84","3.26","1.00","Jul 01, 2048","4.00","17.10","-","1.37","4.77","1.37","USD","Apr 11, 2019","Apr 11, 2019"
"CALIFORNIA ST DEPT WTR RES CEN","Prerefund/Escrow","Fixed Income","5,138,092.84","0.30","5,138,092.84","4,325,000.00","13067WKV3","US13067WKV36","-","117.23","United States","-","USD","3.39","0.30","1.00","Dec 01, 2024","5.00","3.39","-","0.30","3.39","0.30","USD","Oct 30, 2014","Oct 30, 2014"
"CALIFORNIA ST UNIV REV","Education","Fixed Income","5,105,943.99","0.30","5,105,943.99","4,050,000.00","13077DEY4","US13077DEY40","-","124.09","United States","-","USD","10.05","3.61","1.00","Nov 01, 2048","5.00","15.34","-","1.62","6.41","1.62","USD","Aug 02, 2018","Aug 02, 2018"
"SAN DIEGO CNTY CALIF REGL TRAN","Local Tax-Backed","Fixed Income","5,075,383.55","0.30","5,075,383.55","4,275,000.00","797400MM7","US797400MM72","-","116.80","United States","-","USD","12.02","3.08","1.00","Apr 01, 2048","4.00","16.47","-","1.96","7.58","1.96","USD","Feb 19, 2020","Feb 19, 2020"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","4,999,511.23","0.29","4,999,511.23","4,125,000.00","13063DQV3","US13063DQV37","-","119.28","United States","-","USD","9.74","2.49","1.00","Oct 01, 2036","4.00","11.74","-","1.57","7.25","1.57","USD","Sep 17, 2019","Sep 17, 2019"
"UNIVERSITY CALIF REVS FOR PREV","Education","Fixed Income","4,991,449.25","0.29","4,991,449.25","4,465,000.00","91412GST3","US91412GST30","-","110.00","United States","-","USD","2.03","0.31","1.00","May 15, 2023","5.00","2.03","-","0.31","2.03","0.31","USD","Oct 02, 2013","Oct 02, 2013"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","4,955,343.56","0.29","4,955,343.56","4,545,000.00","13063BP63","US13063BP637","-","108.29","United States","-","USD","3.97","4.30","1.00","Feb 01, 2038","5.00","11.49","-","0.50","1.78","0.50","USD","Mar 27, 2013","Mar 27, 2013"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","4,883,765.47","0.28","4,883,765.47","4,790,000.00","13063CF47","US13063CF479","-","100.70","United States","-","USD","0.19","0.22","1.00","Dec 01, 2030","4.00","0.19","-","0.22","0.19","0.22","USD","Mar 17, 2016","Mar 17, 2016"
"CALIFORNIA ST DEPT WTR RES PWR","Prerefund/Escrow","Fixed Income","4,837,510.50","0.28","4,837,510.50","4,505,000.00","13066YSX8","US13066YSX84","-","105.39","United States","-","USD","1.07","0.10","1.00","May 01, 2022","5.00","1.07","-","0.10","1.07","0.10","USD","Apr 29, 2015","Apr 29, 2015"
"SAN DIEGO COUNTY REGIONAL TRANSPOR","Prerefund/Escrow","Fixed Income","4,832,936.45","0.28","4,832,936.45","4,500,000.00","797400HN1","US797400HN11","-","105.00","United States","-","USD","0.99","0.10","1.00","Apr 01, 2022","5.00","0.98","-","0.10","0.98","0.10","USD","Jun 14, 2012","Jun 14, 2012"
"SAN FRANCISCO CALIF CITY & CNT","Transportation","Fixed Income","4,815,994.31","0.28","4,815,994.31","4,000,000.00","79766DTF6","US79766DTF68","-","118.02","United States","-","USD","10.18","2.62","1.00","May 01, 2037","4.00","12.00","-","1.84","7.63","1.84","USD","Aug 20, 2020","Aug 20, 2020"
"CALIFORNIA ST DEPT WTR RES CEN","Prerefund/Escrow","Fixed Income","4,799,513.31","0.28","4,799,513.31","4,040,000.00","13067WKT8","US13067WKT89","-","117.23","United States","-","USD","3.39","0.30","1.00","Dec 01, 2024","5.00","3.39","-","0.30","3.39","0.30","USD","Oct 30, 2014","Oct 30, 2014"
"LOS ANGELES CALIF UNI SCH DIST","School Districts","Fixed Income","4,721,796.31","0.28","4,721,796.31","4,000,000.00","5446463Y6","US5446463Y65","-","116.89","United States","-","USD","6.95","3.76","1.00","Jul 01, 2040","5.00","12.16","-","0.95","3.87","0.95","USD","Apr 05, 2016","Apr 05, 2016"
"UNIVERSITY CALIF REVS","Education","Fixed Income","4,660,342.28","0.27","4,660,342.28","3,705,000.00","91412HAZ6","US91412HAZ64","-","123.99","United States","-","USD","9.28","3.44","1.00","May 15, 2043","5.00","13.34","-","1.45","6.09","1.45","USD","Jun 05, 2018","Jun 05, 2018"
"NORTH ORANGE CNTY CALIF CMNTY","School Districts","Fixed Income","4,652,389.56","0.27","4,652,389.56","4,000,000.00","661334FT4","US661334FT40","-","115.72","United States","-","USD","11.32","3.05","1.00","Aug 01, 2044","4.00","15.06","-","1.95","7.18","1.95","USD","Jun 25, 2019","Jun 25, 2019"
"SOUTHERN CALIF PUB PWR AUTH RE","Utility","Fixed Income","4,564,711.91","0.27","4,564,711.91","4,000,000.00","84247PLK5","US84247PLK56","-","112.97","United States","-","USD","2.64","0.66","1.00","Apr 01, 2024","5.00","2.81","-","0.30","2.60","0.30","USD","May 27, 2020","May 27, 2020"
"SAN FRANCISCO CALIF CITY & CNT","Utility","Fixed Income","4,547,952.11","0.27","4,547,952.11","3,500,000.00","79765R5J4","US79765R5J45","-","127.43","United States","-","USD","11.24","3.50","1.00","Nov 01, 2050","5.00","16.23","-","1.87","7.76","1.87","USD","Sep 23, 2020","Sep 23, 2020"
"FOOTHILL-DE ANZA CALIF CMNTY C","School Districts","Fixed Income","4,515,006.63","0.26","4,515,006.63","3,960,000.00","345102MW4","US345102MW46","-","113.43","United States","-","USD","8.94","3.07","1.00","Aug 01, 2040","4.00","13.29","-","1.39","4.85","1.39","USD","Oct 19, 2016","Oct 19, 2016"
"LOS ANGELES CALIF UNI SCH DIST","School Districts","Fixed Income","4,457,568.07","0.26","4,457,568.07","3,500,000.00","5446465Q1","US5446465Q14","-","126.21","United States","-","USD","5.49","0.72","1.00","Jul 01, 2027","5.00","5.50","-","0.72","5.50","0.72","USD","May 25, 2017","May 25, 2017"
"SAN FRANCISCO CALIF CITY & CNT","Utility","Fixed Income","4,432,824.86","0.26","4,432,824.86","3,500,000.00","79765R5L9","US79765R5L90","-","124.14","United States","-","USD","9.45","3.66","1.00","Nov 01, 2050","5.00","16.07","-","1.19","5.67","1.19","USD","Sep 23, 2020","Sep 23, 2020"
"LOS ANGELES CALIF DEPT ARPTS R","Transportation","Fixed Income","4,423,105.96","0.26","4,423,105.96","3,430,000.00","544445PR4","US544445PR44","-","127.16","United States","-","USD","9.72","3.04","1.00","May 15, 2039","5.00","12.52","-","1.62","7.17","1.62","USD","Mar 11, 2020","Mar 11, 2020"
"SANTA MONICA CALIF CMNTY COLLE","School Districts","Fixed Income","4,418,706.31","0.26","4,418,706.31","3,590,000.00","802385QT4","US802385QT45","-","122.35","United States","-","USD","9.69","3.54","1.00","Aug 01, 2043","5.00","13.70","-","1.75","6.28","1.75","USD","Apr 18, 2018","Apr 18, 2018"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","4,389,044.28","0.26","4,389,044.28","4,285,000.00","13063CY79","US13063CY793","-","102.11","United States","-","USD","0.44","0.16","1.00","Sep 01, 2021","5.00","0.44","-","0.16","0.44","0.16","USD","Sep 13, 2016","Sep 13, 2016"
"FOOTHILL / EASTERN TRANSN CORR","Prerefund/Escrow","Fixed Income","4,386,820.72","0.26","4,386,820.72","3,745,000.00","345105GZ7","US345105GZ71","-","115.99","United States","-","USD","2.62","0.28","1.00","Jan 15, 2024","6.00","2.61","-","0.28","2.61","0.28","USD","Jan 02, 2014","Jan 02, 2014"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","4,310,167.61","0.25","4,310,167.61","3,490,000.00","13063CR85","US13063CR854","-","123.18","United States","-","USD","5.19","1.24","1.00","Sep 01, 2027","5.00","5.63","-","0.65","4.87","0.65","USD","Apr 28, 2016","Apr 28, 2016"
"LOS ANGELES CALIF DEPT WTR & P","Utility","Fixed Income","4,250,948.79","0.25","4,250,948.79","3,700,000.00","544495H72","US544495H726","-","113.74","United States","-","USD","5.75","3.94","1.00","Jul 01, 2039","5.00","11.65","-","0.74","3.03","0.74","USD","Oct 23, 2014","Oct 23, 2014"
"LOS ANGELES CALIF UNI SCH DIST","School Districts","Fixed Income","4,214,259.08","0.25","4,214,259.08","3,500,000.00","544647BT6","US544647BT69","-","119.49","United States","-","USD","10.39","2.53","1.00","Jul 01, 2037","4.00","12.27","-","1.72","7.85","1.72","USD","Apr 30, 2020","Apr 30, 2020"
"LOS ANGELES CALIF WASTEWTR SYS","Utility","Fixed Income","4,207,768.64","0.25","4,207,768.64","3,930,000.00","5446527T1","US5446527T17","-","105.50","United States","-","USD","2.01","4.33","1.00","Jun 01, 2031","5.00","7.88","-","0.35","1.15","0.35","USD","May 30, 2012","May 30, 2012"
"SAN JOAQUIN HILLS CALIF TRANSN","Transportation","Fixed Income","4,194,904.25","0.24","4,194,904.25","3,750,000.00","798111GK0","US798111GK05","-","110.91","United States","-","USD","7.82","4.33","1.00","Jan 15, 2050","5.00","15.29","-","2.01","3.47","2.01","USD","Nov 06, 2014","Nov 06, 2014"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","4,186,930.58","0.24","4,186,930.58","3,435,000.00","13063CC40","US13063CC401","-","121.57","United States","-","USD","7.18","3.03","1.00","Sep 01, 2034","5.00","10.14","-","0.92","4.86","0.92","USD","Mar 17, 2016","Mar 17, 2016"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","4,183,391.67","0.24","4,183,391.67","3,525,000.00","13063DJY5","US13063DJY58","-","116.28","United States","-","USD","3.22","0.34","1.00","Oct 01, 2024","5.00","3.22","-","0.34","3.22","0.34","USD","Oct 25, 2018","Oct 25, 2018"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","4,151,678.01","0.24","4,151,678.01","3,290,000.00","13063DCJ5","US13063DCJ54","-","124.20","United States","-","USD","8.19","3.04","1.00","Nov 01, 2036","5.00","11.19","-","1.18","5.69","1.18","USD","Sep 12, 2017","Sep 12, 2017"
"UNIVERSITY CALIF REVS FOR PREV","Education","Fixed Income","4,110,052.21","0.24","4,110,052.21","3,300,000.00","91412GY25","US91412GY251","-","122.76","United States","-","USD","9.08","3.64","1.00","May 15, 2047","5.00","15.33","-","1.15","5.35","1.15","USD","May 18, 2017","May 18, 2017"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","4,096,366.17","0.24","4,096,366.17","3,560,000.00","13063CS68","US13063CS688","-","114.81","United States","-","USD","7.49","2.60","1.00","Sep 01, 2033","4.00","9.97","-","1.18","4.94","1.18","USD","Apr 28, 2016","Apr 28, 2016"
"LOS ANGELES CNTY CALIF MET TRA","Local Tax-Backed","Fixed Income","4,055,846.23","0.24","4,055,846.23","3,000,000.00","54466HJW7","US54466HJW79","-","133.63","United States","-","USD","8.60","1.90","1.00","Jun 01, 2033","5.00","9.52","-","1.13","7.61","1.13","USD","Aug 27, 2020","Aug 27, 2020"
"BAY AREA TOLL AUTH CALIF TOLL","Transportation","Fixed Income","4,039,073.58","0.24","4,039,073.58","3,500,000.00","072024VQ2","US072024VQ22","-","113.48","United States","-","USD","10.13","3.23","1.00","Apr 01, 2047","4.00","15.59","-","1.64","5.32","1.64","USD","Aug 23, 2017","Aug 23, 2017"
"CALIFORNIA INFRASTRUCTURE & EC","Utility","Fixed Income","4,034,035.48","0.24","4,034,035.48","3,240,000.00","13034AKF6","US13034AKF65","-","122.10","United States","-","USD","4.60","0.89","1.00","Oct 01, 2026","5.00","4.85","-","0.53","4.46","0.53","USD","Apr 28, 2016","Apr 28, 2016"
"CALIFORNIA EDL FACS AUTH REV","Education","Fixed Income","4,024,608.65","0.23","4,024,608.65","2,650,000.00","130179GV0","US130179GV07","BG8C3L1","150.30","United States","-","USD","15.68","2.34","1.00","Jun 01, 2046","5.00","16.28","-","2.34","16.28","2.34","USD","Jun 22, 2016","Jun 22, 2016"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","4,009,159.34","0.23","4,009,159.34","3,400,000.00","13063CUG3","US13063CUG31","-","117.18","United States","-","USD","7.60","3.90","1.00","Aug 01, 2045","5.00","14.76","-","0.96","3.96","0.96","USD","Sep 09, 2015","Sep 09, 2015"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","4,008,124.72","0.23","4,008,124.72","3,505,000.00","13063CY20","US13063CY207","-","114.10","United States","-","USD","8.50","2.91","1.00","Sep 01, 2037","4.00","12.31","-","1.30","4.93","1.30","USD","Sep 13, 2016","Sep 13, 2016"
"METROPOLITAN WTR DIST SOUTHN C","Utility","Fixed Income","3,983,606.33","0.23","3,983,606.33","3,000,000.00","59266TSP7","US59266TSP74","-","131.63","United States","-","USD","9.91","2.70","1.00","Jul 01, 2038","5.00","12.28","-","1.36","7.67","1.36","USD","Jul 01, 2020","Jul 01, 2020"
"BAY AREA TOLL AUTH CALIF TOLL","Transportation","Fixed Income","3,981,300.57","0.23","3,981,300.57","3,455,000.00","072024VS8","US072024VS87","-","113.31","United States","-","USD","10.46","3.27","1.00","Apr 01, 2049","4.00","17.08","-","1.67","5.32","1.67","USD","Aug 23, 2017","Aug 23, 2017"
"SAN FRANCISCO CALIF BAY AREA R","Local Tax-Backed","Fixed Income","3,909,200.84","0.23","3,909,200.84","3,700,000.00","797661YG4","US797661YG47","-","105.21","United States","-","USD","13.24","2.73","1.00","Aug 01, 2049","3.00","17.64","-","2.31","7.36","2.31","USD","Aug 14, 2019","Aug 14, 2019"
"RIO HONDO CALIF CMNTY COLLEGE DIST","School Districts","Fixed Income","3,900,904.38","0.23","3,900,904.38","2,960,000.00","767121DL7","US767121DL75","-","131.79","United States","-","USD","12.54","3.34","1.00","Aug 01, 2042","0.00","14.48","-","2.18","11.10","2.18","USD","Dec 21, 2010","Dec 21, 2010"
"CONTRA COSTA CALIF CMNTY COLLE","Prerefund/Escrow","Fixed Income","3,895,324.57","0.23","3,895,324.57","3,475,000.00","212204HD6","US212204HD60","-","111.36","United States","-","USD","2.24","0.16","1.00","Aug 01, 2023","5.00","2.24","-","0.16","2.24","0.16","USD","Aug 21, 2013","Aug 21, 2013"
"LOS ANGELES CALIF DEPT WTR & P","Utility","Fixed Income","3,895,210.57","0.23","3,895,210.57","3,650,000.00","544495XV1","US544495XV13","-","105.57","United States","-","USD","3.33","4.60","1.00","Jul 01, 2043","5.00","12.84","-","0.59","1.23","0.59","USD","Oct 25, 2012","Oct 25, 2012"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","3,852,846.30","0.22","3,852,846.30","3,450,000.00","13063CEQ9","US13063CEQ96","-","111.36","United States","-","USD","2.60","2.29","1.00","Sep 01, 2025","5.00","4.00","-","0.32","2.32","0.32","USD","Sep 10, 2013","Sep 10, 2013"
"SACRAMENTO CALIF MUN UTIL DIST","Utility","Fixed Income","3,846,893.00","0.22","3,846,893.00","3,000,000.00","786005C97","US786005C978","-","127.69","United States","-","USD","11.29","3.49","1.00","Aug 15, 2050","5.00","16.32","-","1.78","7.75","1.78","USD","May 07, 2020","May 07, 2020"
"CALIFORNIA INFRASTRUCTURE & EC","Other Industries","Fixed Income","3,846,626.60","0.22","3,846,626.60","3,125,000.00","13034RAU7","US13034RAU77","-","122.36","United States","-","USD","10.78","3.72","1.00","Aug 01, 2049","5.00","15.70","-","2.07","6.98","2.07","USD","Dec 19, 2019","Dec 19, 2019"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","3,828,723.40","0.22","3,828,723.40","2,875,000.00","13063DPH5","US13063DPH51","-","130.77","United States","-","USD","6.73","1.00","1.00","Apr 01, 2029","5.00","6.74","-","1.00","6.74","1.00","USD","Apr 18, 2019","Apr 18, 2019"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","3,760,502.04","0.22","3,760,502.04","3,185,000.00","13063CMY3","US13063CMY39","-","115.67","United States","-","USD","5.26","3.45","1.00","Oct 01, 2033","5.00","9.34","-","0.50","3.22","0.50","USD","Oct 07, 2014","Oct 07, 2014"
"LOS ANGELES CALIF CMNTY COLLEG","School Districts","Fixed Income","3,715,563.63","0.22","3,715,563.63","3,185,000.00","54438CXY3","US54438CXY38","-","116.07","United States","-","USD","8.13","2.71","1.00","Aug 01, 2036","4.00","11.71","-","0.92","4.87","0.92","USD","Dec 30, 2019","Dec 30, 2019"
"LOS ANGELES CNTY CALIF MET TRA","Local Tax-Backed","Fixed Income","3,680,548.70","0.21","3,680,548.70","2,750,000.00","54466HJQ0","US54466HJQ02","-","132.27","United States","-","USD","9.34","2.44","1.00","Jun 01, 2036","5.00","11.19","-","1.27","7.60","1.27","USD","Aug 27, 2020","Aug 27, 2020"
