Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"BAT CAPITAL CORP","Corporates","Fixed Income","7,792,845.98","0.63","7,792,845.98","7,112,000.00","05526DAZ8","US05526DAZ87","BG5QS88","108.00","United Kingdom","-","USD","3.16","0.91","1.00","Aug 15, 2024","3.22","3.30","-","0.80","3.15","0.80","USD","Nov 20, 2018","Aug 15, 2018"
"COMCAST CORPORATION","Corporates","Fixed Income","7,632,459.49","0.62","7,632,459.49","6,871,000.00","20030NCR0","US20030NCR08","BGGFKG6","109.89","United States","-","USD","2.93","0.56","1.00","Apr 15, 2024","3.70","3.00","-","0.48","2.92","0.48","USD","Oct 05, 2018","Oct 05, 2018"
"ROYAL BANK OF SCOTLAND GROUP PLC","Corporates","Fixed Income","7,452,392.95","0.60","7,452,392.95","6,561,000.00","780099CH8","US780099CH81","BMSSMC5","112.55","United Kingdom","-","USD","3.06","1.24","1.00","May 28, 2024","5.13","3.05","-","1.24","3.05","1.24","USD","May 28, 2014","May 28, 2014"
"BANK OF AMERICA CORP MTN","Corporates","Fixed Income","7,153,094.80","0.58","7,153,094.80","6,455,000.00","06051GFB0","US06051GFB05","BJ3WDF1","110.62","United States","-","USD","2.81","0.50","1.00","Jan 22, 2024","4.13","2.81","-","0.50","2.81","0.50","USD","Jan 21, 2014","Jan 21, 2014"
"BANK OF AMERICA CORP MTN","Corporates","Fixed Income","7,115,483.98","0.58","7,115,483.98","6,351,000.00","06051GFF1","US06051GFF19","BL2FPS2","110.61","United States","-","USD","2.95","0.59","1.00","Apr 01, 2024","4.00","2.95","-","0.59","2.95","0.59","USD","Apr 01, 2014","Apr 01, 2014"
"WELLS FARGO & CO MTN","Corporates","Fixed Income","7,085,424.84","0.57","7,085,424.84","6,396,000.00","94974BGA2","US94974BGA26","BQQCMZ0","109.40","United States","-","USD","3.37","0.64","1.00","Sep 09, 2024","3.30","3.37","-","0.64","3.37","0.64","USD","Sep 09, 2014","Sep 09, 2014"
"GOLDMAN SACHS GROUP INC/THE MTN","Corporates","Fixed Income","7,077,459.30","0.57","7,077,459.30","6,416,000.00","38141EC23","US38141EC238","BNX4WQ9","109.98","United States","-","USD","3.00","0.88","1.00","Jul 08, 2024","3.85","3.22","-","0.66","3.00","0.66","USD","Jul 08, 2014","Jul 08, 2014"
"HCA INC","Corporates","Fixed Income","6,979,940.72","0.56","6,979,940.72","6,081,000.00","404119BN8","US404119BN87","BJZD8Y6","112.76","United States","-","USD","2.87","0.82","1.00","Mar 15, 2024","5.00","2.86","-","0.82","2.86","0.82","USD","Mar 17, 2014","Mar 17, 2014"
"APPLE INC","Corporates","Fixed Income","6,837,573.27","0.55","6,837,573.27","6,179,000.00","037833AS9","US037833AS94","BM6NV92","109.77","United States","-","USD","3.07","0.41","1.00","May 06, 2024","3.45","3.07","-","0.41","3.07","0.41","USD","May 06, 2014","May 06, 2014"
"MICROSOFT CORPORATION","Corporates","Fixed Income","6,656,565.42","0.54","6,656,565.42","6,200,000.00","594918BX1","US594918BX11","BYP2NV0","107.34","United States","-","USD","2.73","0.40","1.00","Feb 06, 2024","2.88","2.89","-","0.26","2.73","0.26","USD","Feb 06, 2017","Feb 06, 2017"
"SABINE PASS LIQUEFACTION LLC","Corporates","Fixed Income","6,489,989.14","0.52","6,489,989.14","5,603,000.00","785592AJ5","US785592AJ58","BSPCCF5","114.46","United States","-","USD","2.79","1.22","1.00","May 15, 2024","5.75","2.99","-","0.88","2.78","0.88","USD","Nov 19, 2014","Nov 15, 2014"
"NOVARTIS CAPITAL CORP","Corporates","Fixed Income","6,238,397.14","0.50","6,238,397.14","5,646,000.00","66989HAG3","US66989HAG39","BJZ7ZN6","109.61","Switzerland","-","USD","3.07","0.41","1.00","May 06, 2024","3.40","3.07","-","0.41","3.07","0.41","USD","Feb 21, 2014","Feb 21, 2014"
"ALIBABA GROUP HOLDING LTD","Corporates","Fixed Income","6,232,455.04","0.50","6,232,455.04","5,648,000.00","01609WAQ5","US01609WAQ50","BYP8WY4","109.64","China","-","USD","3.35","1.01","1.00","Nov 28, 2024","3.60","3.56","-","0.84","3.34","0.84","USD","Nov 25, 2015","May 28, 2015"
"VODAFONE GROUP PLC","Corporates","Fixed Income","6,200,918.11","0.50","6,200,918.11","5,658,000.00","92857WBH2","US92857WBH25","BYWFVD0","109.36","United Kingdom","-","USD","2.80","0.53","1.00","Jan 16, 2024","3.75","2.80","-","0.53","2.80","0.53","USD","May 30, 2018","May 30, 2018"
"FISERV INC","Corporates","Fixed Income","6,154,921.71","0.50","6,154,921.71","5,745,000.00","337738AS7","US337738AS78","BGBN0K9","106.85","United States","-","USD","3.18","0.71","1.00","Jul 01, 2024","2.75","3.25","-","0.66","3.17","0.66","USD","Jun 24, 2019","Jun 24, 2019"
"HSBC HOLDINGS PLC","Corporates","Fixed Income","6,122,551.06","0.50","6,122,551.06","5,475,000.00","404280AP4","US404280AP48","BKJLDZ9","110.09","United Kingdom","-","USD","2.89","0.94","1.00","Mar 14, 2024","4.25","2.89","-","0.94","2.89","0.94","USD","Mar 12, 2014","Mar 12, 2014"
"AMAZON.COM INC","Corporates","Fixed Income","6,110,118.14","0.49","6,110,118.14","5,591,000.00","023135AZ9","US023135AZ90","BF2G3S9","107.99","United States","-","USD","3.20","0.52","1.00","Aug 22, 2024","2.80","3.35","-","0.41","3.20","0.41","USD","Jun 06, 2018","Feb 22, 2018"
"ORACLE CORPORATION","Corporates","Fixed Income","6,103,481.87","0.49","6,103,481.87","5,590,000.00","68389XBS3","US68389XBS36","BD390T3","108.48","United States","-","USD","3.43","0.67","1.00","Nov 15, 2024","2.95","3.57","-","0.57","3.42","0.57","USD","Nov 09, 2017","Nov 09, 2017"
"CITIBANK NA","Corporates","Fixed Income","6,097,975.46","0.49","6,097,975.46","5,577,000.00","17325FAS7","US17325FAS74","BHRS1D5","109.16","United States","-","USD","2.75","0.52","1.00","Jan 23, 2024","3.65","2.82","-","0.44","2.75","0.44","USD","Jan 23, 2019","Jan 23, 2019"
"ORACLE CORPORATION","Corporates","Fixed Income","5,980,338.45","0.48","5,980,338.45","5,466,000.00","68389XAU9","US68389XAU90","BNXCFF3","109.12","United States","-","USD","3.02","0.69","1.00","Jul 08, 2024","3.40","3.24","-","0.49","3.02","0.49","USD","Jul 08, 2014","Jul 08, 2014"
"JPMORGAN CHASE & CO","Corporates","Fixed Income","5,918,825.69","0.48","5,918,825.69","5,334,000.00","46625HJX9","US46625HJX98","BMHDHY8","110.08","United States","-","USD","3.08","0.51","1.00","May 13, 2024","3.63","3.08","-","0.51","3.08","0.51","USD","May 13, 2014","May 13, 2014"
"INTERNATIONAL BUSINESS MACHINES CO","Corporates","Fixed Income","5,777,520.06","0.47","5,777,520.06","5,197,000.00","459200HU8","US459200HU86","BJT80V8","109.39","United States","-","USD","2.83","0.48","1.00","Feb 12, 2024","3.63","2.83","-","0.48","2.83","0.48","USD","Feb 12, 2014","Feb 12, 2014"
"GILEAD SCIENCES INC","Corporates","Fixed Income","5,759,031.23","0.47","5,759,031.23","5,218,000.00","375558AW3","US375558AW38","BK1KRL8","109.05","United States","-","USD","2.74","0.78","1.00","Apr 01, 2024","3.70","2.96","-","0.54","2.73","0.54","USD","Mar 07, 2014","Mar 07, 2014"
"BECTON DICKINSON AND COMPANY","Corporates","Fixed Income","5,642,674.06","0.46","5,642,674.06","5,171,000.00","075887BV0","US075887BV02","BF2MPF8","108.53","United States","-","USD","3.01","0.76","1.00","Jun 06, 2024","3.36","3.15","-","0.63","3.00","0.63","USD","Jun 06, 2017","Jun 06, 2017"
"BROADCOM CORPORATION/BROADCOM CAYM","Corporates","Fixed Income","5,635,777.44","0.46","5,635,777.44","5,202,000.00","11134LAF6","US11134LAF67","BD6DPQ4","108.10","United States","-","USD","2.65","0.83","1.00","Jan 15, 2024","3.63","2.80","-","0.67","2.64","0.67","USD","Feb 14, 2018","Jan 15, 2018"
"WALGREENS BOOTS ALLIANCE INC","Corporates","Fixed Income","5,600,212.27","0.45","5,600,212.27","5,009,000.00","931427AH1","US931427AH10","BSL6VF4","110.95","United States","-","USD","3.31","0.85","1.00","Nov 18, 2024","3.80","3.52","-","0.65","3.30","0.65","USD","Nov 18, 2014","Nov 18, 2014"
"BANK OF MONTREAL MTN","Corporates","Fixed Income","5,559,667.53","0.45","5,559,667.53","5,127,000.00","06367WHH9","US06367WHH97","BGCSJG2","108.38","Canada","-","USD","2.87","0.47","1.00","Feb 05, 2024","3.30","2.87","-","0.47","2.87","0.47","USD","Feb 05, 2019","Feb 05, 2019"
"SUMITOMO MITSUI FINANCIAL GROUP IN","Corporates","Fixed Income","5,558,151.38","0.45","5,558,151.38","5,192,000.00","86562MBM1","US86562MBM10","BKBZG94","106.86","Japan","-","USD","3.30","0.67","1.00","Jul 16, 2024","2.70","3.29","-","0.67","3.29","0.67","USD","Jul 16, 2019","Jul 16, 2019"
"VERIZON COMMUNICATIONS INC","Corporates","Fixed Income","5,490,219.37","0.44","5,490,219.37","4,946,000.00","92343VCR3","US92343VCR33","BRXND27","110.03","United States","-","USD","3.28","0.77","1.00","Nov 01, 2024","3.50","3.50","-","0.58","3.28","0.58","USD","Oct 29, 2014","Oct 29, 2014"
"FIFTH THIRD BANCORP","Corporates","Fixed Income","5,190,177.18","0.42","5,190,177.18","4,767,000.00","316773CX6","US316773CX61","-","108.72","United States","-","USD","2.75","0.67","1.00","Jan 25, 2024","3.65","2.83","-","0.59","2.75","0.59","USD","Jan 25, 2019","Jan 25, 2019"
"GOLDMAN SACHS GROUP INC/THE","Corporates","Fixed Income","4,985,859.94","0.40","4,985,859.94","4,509,000.00","38141GXE9","US38141GXE96","BHNH727","108.87","United States","-","USD","2.78","0.66","1.00","Feb 20, 2024","3.63","2.85","-","0.58","2.77","0.58","USD","Feb 20, 2019","Feb 20, 2019"
"BARCLAYS PLC","Corporates","Fixed Income","4,979,463.19","0.40","4,979,463.19","4,429,000.00","06738EAC9","US06738EAC93","BQR7Y25","110.63","United Kingdom","-","USD","3.31","1.33","1.00","Sep 11, 2024","4.38","3.30","-","1.33","3.30","1.33","USD","Sep 11, 2014","Sep 11, 2014"
"INTEL CORPORATION","Corporates","Fixed Income","4,960,764.80","0.40","4,960,764.80","4,588,000.00","458140BD1","US458140BD13","BF3W9T9","107.42","United States","-","USD","2.96","0.57","1.00","May 11, 2024","2.88","3.11","-","0.45","2.95","0.45","USD","May 11, 2017","May 11, 2017"
"AMERICAN EXPRESS COMPANY","Corporates","Fixed Income","4,936,723.74","0.40","4,936,723.74","4,509,000.00","025816BR9","US025816BR90","BF92RX3","108.66","United States","-","USD","3.45","0.64","1.00","Oct 30, 2024","3.00","3.52","-","0.59","3.45","0.59","USD","Oct 30, 2017","Oct 30, 2017"
"BANK OF NOVA SCOTIA","Corporates","Fixed Income","4,792,432.80","0.39","4,792,432.80","4,404,000.00","064159MK9","US064159MK98","BJJP934","108.82","Canada","-","USD","2.84","0.44","1.00","Feb 11, 2024","3.40","2.84","-","0.44","2.84","0.44","USD","Feb 11, 2019","Feb 11, 2019"
"TORONTO-DOMINION BANK/THE MTN","Corporates","Fixed Income","4,784,274.07","0.39","4,784,274.07","4,447,000.00","89114QCA4","US89114QCA40","BKKDHN0","107.15","Canada","-","USD","3.21","0.49","1.00","Jun 12, 2024","2.65","3.21","-","0.49","3.21","0.49","USD","Jun 12, 2019","Jun 12, 2019"
"CAPITAL ONE FINANCIAL CORPORATION","Corporates","Fixed Income","4,782,370.60","0.39","4,782,370.60","4,349,000.00","14040HBT1","US14040HBT14","BD6JBB9","109.04","United States","-","USD","3.44","0.83","1.00","Oct 30, 2024","3.30","3.50","-","0.78","3.43","0.78","USD","Oct 31, 2017","Oct 31, 2017"
"AMGEN INC","Corporates","Fixed Income","4,732,352.39","0.38","4,732,352.39","4,294,000.00","031162BV1","US031162BV19","BMPQNR4","109.41","United States","-","USD","2.88","0.72","1.00","May 22, 2024","3.63","3.10","-","0.50","2.88","0.50","USD","May 22, 2014","May 22, 2014"
"MITSUBISHI UFJ FINANCIAL GROUP INC","Corporates","Fixed Income","4,706,967.57","0.38","4,706,967.57","4,282,000.00","606822BD5","US606822BD53","BJLRBB0","108.49","Japan","-","USD","2.91","0.62","1.00","Mar 07, 2024","3.41","2.91","-","0.62","2.91","0.62","USD","Mar 07, 2019","Mar 07, 2019"
"APPLE INC","Corporates","Fixed Income","4,679,798.80","0.38","4,679,798.80","4,323,000.00","037833CU2","US037833CU23","BD3N0X9","107.54","United States","-","USD","2.96","0.51","1.00","May 11, 2024","2.85","3.11","-","0.39","2.95","0.39","USD","May 11, 2017","May 11, 2017"
"LAS VEGAS SANDS CORP","Corporates","Fixed Income","4,665,193.33","0.38","4,665,193.33","4,436,000.00","517834AG2","US517834AG23","BKPHQ63","105.14","United States","-","USD","3.27","1.68","1.00","Aug 08, 2024","3.20","3.31","-","1.65","3.24","1.65","USD","Jul 31, 2019","Jul 31, 2019"
"KLA-TENCOR CORP","Corporates","Fixed Income","4,643,828.37","0.38","4,643,828.37","4,052,000.00","482480AE0","US482480AE03","BSDRZ08","113.34","United States","-","USD","3.22","1.00","1.00","Nov 01, 2024","4.65","3.43","-","0.76","3.22","0.76","USD","Nov 06, 2014","Nov 06, 2014"
"SUMITOMO MITSUI FINANCIAL GROUP IN","Corporates","Fixed Income","4,632,708.37","0.37","4,632,708.37","4,323,000.00","86562MBT6","US86562MBT62","BHR4445","106.25","Japan","-","USD","3.47","0.70","1.00","Sep 27, 2024","2.45","3.46","-","0.70","3.46","0.70","USD","Sep 27, 2019","Sep 27, 2019"
"ALTRIA GROUP INC","Corporates","Fixed Income","4,585,729.92","0.37","4,585,729.92","4,164,000.00","02209SAS2","US02209SAS23","BYN6819","110.03","United States","-","USD","2.84","0.59","1.00","Jan 31, 2024","4.00","2.83","-","0.59","2.83","0.59","USD","Oct 31, 2013","Oct 31, 2013"
"PAYPAL HOLDINGS INC","Corporates","Fixed Income","4,580,524.94","0.37","4,580,524.94","4,267,000.00","70450YAC7","US70450YAC75","BK71L35","106.48","United States","-","USD","3.41","0.60","1.00","Oct 01, 2024","2.40","3.48","-","0.56","3.40","0.56","USD","Sep 26, 2019","Sep 26, 2019"
"BPCE SA","Corporates","Fixed Income","4,513,931.52","0.37","4,513,931.52","4,032,000.00","05578DAG7","US05578DAG79","BLM80T7","110.69","France","-","USD","2.99","0.61","1.00","Apr 15, 2024","4.00","2.99","-","0.61","2.99","0.61","USD","Apr 15, 2014","Apr 15, 2014"
"APPLE INC","Corporates","Fixed Income","4,504,808.11","0.36","4,504,808.11","4,191,000.00","037833CG3","US037833CG39","BDVPY57","107.47","United States","-","USD","2.73","0.49","1.00","Feb 09, 2024","3.00","2.89","-","0.35","2.74","0.35","USD","Feb 09, 2017","Feb 09, 2017"
"GENERAL MOTORS FINANCIAL CO INC","Corporates","Fixed Income","4,445,102.84","0.36","4,445,102.84","3,967,000.00","37045XCR5","US37045XCR52","BJ2L586","111.71","United States","-","USD","2.69","1.04","1.00","Jan 17, 2024","5.10","2.76","-","0.93","2.68","0.93","USD","Jan 17, 2019","Jan 17, 2019"
"SHELL INTERNATIONAL FINANCE BV","Corporates","Fixed Income","4,429,072.54","0.36","4,429,072.54","4,199,000.00","822582CC4","US822582CC49","BG0WNH5","104.96","Netherlands","-","USD","3.54","0.66","1.00","Nov 07, 2024","2.00","3.60","-","0.63","3.52","0.63","USD","Nov 07, 2019","Nov 07, 2019"
"WALMART INC","Corporates","Fixed Income","4,415,517.12","0.36","4,415,517.12","4,032,000.00","931142DP5","US931142DP52","BLS12C7","108.53","United States","-","USD","2.81","0.61","1.00","Apr 22, 2024","3.30","3.04","-","0.39","2.81","0.39","USD","Apr 22, 2014","Apr 22, 2014"
"BANCO SANTANDER SA","Corporates","Fixed Income","4,384,708.96","0.35","4,384,708.96","4,095,000.00","05971KAD1","US05971KAD19","BKDK9H6","106.76","Spain","-","USD","3.24","0.68","1.00","Jun 27, 2024","2.71","3.24","-","0.68","3.24","0.68","USD","Jun 27, 2019","Jun 27, 2019"
"AMERICAN EXPRESS COMPANY","Corporates","Fixed Income","4,372,497.01","0.35","4,372,497.01","4,107,000.00","025816CG2","US025816CG27","BJGV2D6","106.40","United States","-","USD","3.27","0.63","1.00","Jul 30, 2024","2.50","3.34","-","0.59","3.26","0.59","USD","Jul 30, 2019","Jul 30, 2019"
"WALMART INC","Corporates","Fixed Income","4,355,275.78","0.35","4,355,275.78","4,021,000.00","931142EL3","US931142EL30","BJ9MV17","108.05","United States","-","USD","3.19","0.47","1.00","Jul 08, 2024","2.85","3.27","-","0.41","3.19","0.41","USD","Apr 23, 2019","Apr 23, 2019"
"ROYAL BANK OF CANADA MTN","Corporates","Fixed Income","4,289,346.03","0.35","4,289,346.03","4,009,000.00","78013XZU5","US78013XZU52","BJV2WC3","106.83","Canada","-","USD","3.30","0.54","1.00","Jul 16, 2024","2.55","3.30","-","0.54","3.30","0.54","USD","Jul 16, 2019","Jul 16, 2019"
"ROYAL BANK OF CANADA MTN","Corporates","Fixed Income","4,273,380.00","0.35","4,273,380.00","4,000,000.00","78015K7C2","US78015K7C20","-","106.22","Canada","-","USD","3.57","0.56","1.00","Nov 01, 2024","2.25","3.57","-","0.56","3.57","0.56","USD","Oct 24, 2019","Oct 24, 2019"
"JPMORGAN CHASE & CO","Corporates","Fixed Income","4,257,611.73","0.34","4,257,611.73","3,864,000.00","46625HJT8","US46625HJT86","BJ62ZC9","110.08","United States","-","USD","2.84","0.46","1.00","Feb 01, 2024","3.88","2.84","-","0.46","2.84","0.46","USD","Jan 28, 2014","Jan 28, 2014"
"WILLIAMS COMPANIES INC","Corporates","Fixed Income","4,252,319.60","0.34","4,252,319.60","3,807,000.00","96950FAM6","US96950FAM68","BK74GJ5","109.85","United States","-","USD","2.64","1.03","1.00","Mar 04, 2024","4.30","2.85","-","0.76","2.63","0.76","USD","Mar 04, 2014","Mar 04, 2014"
"SYNCHRONY FINANCIAL","Corporates","Fixed Income","4,233,166.52","0.34","4,233,166.52","3,779,000.00","87165BAD5","US87165BAD55","BPYKS06","109.96","United States","-","USD","3.03","1.34","1.00","Aug 15, 2024","4.25","3.23","-","1.13","3.02","1.13","USD","Aug 11, 2014","Aug 11, 2014"
"WESTPAC BANKING CORP","Corporates","Fixed Income","4,213,975.53","0.34","4,213,975.53","3,826,000.00","961214EC3","US961214EC31","BGSGVP3","108.63","Australia","-","USD","2.89","0.45","1.00","Feb 26, 2024","3.30","2.88","-","0.45","2.88","0.45","USD","Feb 26, 2019","Feb 26, 2019"
"CHARTER COMMUNICATIONS OPERATING L","Corporates","Fixed Income","4,200,769.19","0.34","4,200,769.19","3,791,000.00","161175BQ6","US161175BQ65","BD6JMQ1","110.71","United States","-","USD","2.75","0.85","1.00","Feb 01, 2024","4.50","2.81","-","0.75","2.74","0.75","USD","Jul 03, 2018","Jul 03, 2018"
"BECTON DICKINSON AND COMPANY","Corporates","Fixed Income","4,179,942.39","0.34","4,179,942.39","3,758,000.00","075887BF5","US075887BF51","BTDD0Y2","110.65","United States","-","USD","3.39","0.91","1.00","Dec 15, 2024","3.73","3.60","-","0.73","3.38","0.73","USD","Dec 15, 2014","Dec 15, 2014"
"CHENIERE CORPUS CHRISTI HOLDINGS L","Corporates","Fixed Income","4,167,098.40","0.34","4,167,098.40","3,548,000.00","16412XAD7","US16412XAD75","BDZVV61","116.65","United States","-","USD","2.67","1.91","1.00","Jun 30, 2024","7.00","3.06","-","1.14","2.66","1.14","USD","May 05, 2017","Dec 31, 2016"
"FOX CORP","Corporates","Fixed Income","4,160,154.14","0.34","4,160,154.14","3,779,000.00","35137LAG0","US35137LAG05","-","109.91","United States","-","USD","2.74","0.65","1.00","Jan 25, 2024","4.03","2.82","-","0.56","2.74","0.56","USD","Apr 03, 2020","Jan 25, 2020"
"TORONTO-DOMINION BANK/THE MTN","Corporates","Fixed Income","4,151,124.60","0.34","4,151,124.60","3,780,000.00","89114QCB2","US89114QCB23","-","108.48","Canada","-","USD","2.93","0.48","1.00","Mar 11, 2024","3.25","2.93","-","0.48","2.93","0.48","USD","Mar 11, 2019","Mar 11, 2019"
"HEWLETT PACKARD ENTERPRISE CO","Corporates","Fixed Income","4,111,419.63","0.33","4,111,419.63","3,572,000.00","42824CBF5","US42824CBF59","-","113.45","United States","-","USD","3.29","0.89","1.00","Oct 01, 2024","4.65","3.35","-","0.81","3.28","0.81","USD","Apr 09, 2020","Apr 09, 2020"
"CANADIAN IMPERIAL BANK OF COMMERCE","Corporates","Fixed Income","4,110,572.27","0.33","4,110,572.27","3,771,000.00","13607GAP9","US13607GAP90","BHRH8V9","107.89","Canada","-","USD","2.99","0.57","1.00","Apr 02, 2024","3.10","2.99","-","0.57","2.99","0.57","USD","Apr 02, 2019","Apr 02, 2019"
"MPLX LP","Corporates","Fixed Income","4,087,774.15","0.33","4,087,774.15","3,566,000.00","55336VAG5","US55336VAG59","BDCG2P5","113.68","United States","-","USD","3.30","1.19","1.00","Dec 01, 2024","4.88","3.50","-","0.96","3.28","0.96","USD","Sep 27, 2016","Jun 01, 2016"
"AT&T INC","Corporates","Fixed Income","4,047,672.21","0.33","4,047,672.21","3,589,000.00","00206RDC3","US00206RDC34","BD20MG8","111.17","United States","-","USD","2.71","0.84","1.00","Apr 01, 2024","4.45","2.93","-","0.55","2.71","0.55","USD","Mar 17, 2016","Oct 01, 2015"
"PEPSICO INC","Corporates","Fixed Income","4,041,960.56","0.33","4,041,960.56","3,652,000.00","713448CM8","US713448CM83","BK3NZB1","109.08","United States","-","USD","2.66","0.60","1.00","Mar 01, 2024","3.60","2.88","-","0.35","2.66","0.35","USD","Feb 28, 2014","Feb 28, 2014"
"NXP BV 144A","Corporates","Fixed Income","4,025,283.87","0.33","4,025,283.87","3,518,000.00","62947QAZ1","US62947QAZ19","BHNK8G7","112.25","Netherlands","-","USD","2.76","0.81","1.00","Mar 01, 2024","4.88","2.83","-","0.71","2.76","0.71","USD","Dec 06, 2018","Dec 06, 2018"
"QUALCOMM INCORPORATED","Corporates","Fixed Income","3,986,071.00","0.32","3,986,071.00","3,687,000.00","747525AT0","US747525AT09","BF3KVG4","107.46","United States","-","USD","2.98","0.60","1.00","May 20, 2024","2.90","3.13","-","0.48","2.98","0.48","USD","May 26, 2017","May 26, 2017"
"WALT DISNEY CO","Corporates","Fixed Income","3,951,881.00","0.32","3,951,881.00","3,765,000.00","254687FK7","US254687FK79","-","104.18","United States","-","USD","3.37","0.56","1.00","Aug 30, 2024","1.75","3.43","-","0.53","3.35","0.53","USD","Sep 06, 2019","Sep 06, 2019"
"CONAGRA BRANDS INC","Corporates","Fixed Income","3,889,382.35","0.31","3,889,382.35","3,457,000.00","205887CA8","US205887CA82","BGGM5Y0","111.31","United States","-","USD","2.95","0.75","1.00","May 01, 2024","4.30","3.02","-","0.66","2.94","0.66","USD","Oct 22, 2018","Oct 22, 2018"
"TOTAL CAPITAL INTERNATIONAL SA","Corporates","Fixed Income","3,870,737.06","0.31","3,870,737.06","3,465,000.00","89153VAL3","US89153VAL36","BJ05TG6","110.47","France","-","USD","2.99","0.42","1.00","Apr 10, 2024","3.75","2.99","-","0.42","2.99","0.42","USD","Jan 15, 2014","Jan 15, 2014"
"US BANCORP","Corporates","Fixed Income","3,861,920.75","0.31","3,861,920.75","3,550,000.00","91159HHV5","US91159HHV50","BHWF896","108.75","United States","-","USD","2.79","0.43","1.00","Feb 05, 2024","3.38","2.87","-","0.35","2.79","0.35","USD","Feb 04, 2019","Feb 04, 2019"
"GENERAL MOTORS FINANCIAL CO INC","Corporates","Fixed Income","3,846,746.48","0.31","3,846,746.48","3,494,000.00","37045XBW5","US37045XBW56","BDVK8Z0","108.82","United States","-","USD","2.84","1.12","1.00","Apr 13, 2024","3.95","2.97","-","0.97","2.83","0.97","USD","Apr 13, 2017","Apr 13, 2017"
