Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,FX Rate,Market Currency
"659","NWS HOLDINGS LTD","Industrials","Equity","37,010.45","0.05","37,010.45","37,010.00","S65683534","BMG668971101","6568353","1.00","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.75","HKD"
"DC.","DIXONS CARPHONE PLC","Consumer Discretionary","Equity","37,010.45","0.05","37,010.45","23,878.00","-","GB00B4Y7R145","B4Y7R14","1.55","United Kingdom","London Stock Exchange","USD","0.72","GBP"
"PME","PRO MEDICUS LTD","Health Care","Equity","36,928.80","0.05","36,928.80","1,091.00","S62927827","AU000000PME8","6292782","33.86","Australia","Asx - All Markets","USD","1.29","AUD"
"TRI","TRIGANO SA","Consumer Discretionary","Equity","36,915.20","0.05","36,915.20","199.00","S44576247","FR0005691656","4457624","185.09","France","Nyse Euronext - Euronext Paris","USD","0.83","EUR"
"4919","MILBON LTD","Consumer Staples","Equity","36,867.57","0.05","36,867.57","551.00","S65861171","JP3910650005","6586117","66.93","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"4544","HU GROUP HOLDINGS INC","Health Care","Equity","36,779.13","0.05","36,779.13","1,176.00","S63566111","JP3822000000","6356611","31.27","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"EURN","EURONAV NV","Energy","Equity","36,622.65","0.05","36,622.65","4,078.00","-","BE0003816338","B04M8J6","8.98","Belgium","Nyse Euronext - Euronext Brussels","USD","0.83","EUR"
"4114","NIPPON SHOKUBAI LTD","Materials","Equity","36,472.98","0.05","36,472.98","635.00","S64705882","JP3715200006","6470588","57.47","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"CTD","CORPORATE TRAVEL MANAGEMENT LTD","Consumer Discretionary","Equity","36,336.91","0.05","36,336.91","2,543.00","-","AU000000CTD3","B3R1D52","14.29","Australia","Asx - All Markets","USD","1.29","AUD"
"9301","MITSUBISHI LOGISTICS CORP","Industrials","Equity","36,302.89","0.05","36,302.89","1,145.00","S65968489","JP3902000003","6596848","31.70","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"GCO","GRUPO CATALANA OCCIDENTE SA","Financials","Equity","36,268.88","0.05","36,268.88","996.00","-","ES0116920333","B188XC5","36.41","Spain","Bolsa De Madrid","USD","0.83","EUR"
"4401","ADEKA CORP","Materials","Equity","36,228.06","0.05","36,228.06","2,053.00","S60549045","JP3114800000","6054904","17.65","Japan","Tokyo Stock Exchange","USD","104.59","JPY"
"EBRO","EBRO FOODS SA","Consumer Staples","Equity","36,105.59","0.05","36,105.59","1,660.00","S54683248","ES0112501012","5468324","21.75","Spain","Bolsa De Madrid","USD","0.83","EUR"
"FLS","FLSMIDTH AND CO.","Industrials","Equity","36,085.18","0.05","36,085.18","951.00","S52635745","DK0010234467","5263574","37.93","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.15","DKK"
"TNE","TECHNOLOGY ONE LTD","Information Technology","Equity","36,044.36","0.05","36,044.36","5,537.00","S63024103","AU000000TNE8","6302410","6.51","Australia","Asx - All Markets","USD","1.29","AUD"
"CVSG","CVS GROUP PLC","Health Care","Equity","35,983.13","0.05","35,983.13","1,567.00","-","GB00B2863827","B286382","22.97","United Kingdom","London Stock Exchange","USD","0.72","GBP"
"TCAP","TP ICAP PLC","Financials","Equity","35,921.90","0.05","35,921.90","13,015.00","-","GB00B1H0DZ51","B1H0DZ5","2.76","United Kingdom","London Stock Exchange","USD","0.72","GBP"
