Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"ATLANTA GA ARPT PASSENGER FAC","Municipals","Fixed Income","791,219.66","0.40","791,219.66","695,000.00","04780TCN2","US04780TCN28","-","113.66","United States","-","USD","2.80","0.36","1.00","Jan 01, 2024","5.00","2.79","-","0.36","2.79","0.36","USD","Apr 10, 2014","Apr 10, 2014"
"SALES TAX ASSET RECEIVABLE COR","Government Related","Fixed Income","743,844.44","0.37","743,844.44","625,000.00","794665GD5","US794665GD52","-","117.78","United States","-","USD","3.45","0.24","1.00","Oct 15, 2024","5.00","3.46","-","0.24","3.46","0.24","USD","Oct 15, 2014","Oct 15, 2014"
"CALIFORNIA ST","Government Related","Fixed Income","743,428.47","0.37","743,428.47","625,000.00","13063DFT0","US13063DFT00","-","117.52","United States","-","USD","3.42","0.26","1.00","Oct 01, 2024","5.00","3.42","-","0.26","3.42","0.26","USD","Mar 15, 2018","Mar 15, 2018"
"PENNSYLVANIA ST","Government Related","Fixed Income","719,002.84","0.36","719,002.84","605,000.00","70914PYQ9","US70914PYQ98","-","116.77","United States","-","USD","3.29","0.29","1.00","Aug 15, 2024","5.00","3.29","-","0.29","3.29","0.29","USD","Jun 16, 2015","Jun 16, 2015"
"TEXAS TRANSN COMMN ST HWY FD R","Government Related","Fixed Income","716,681.37","0.36","716,681.37","615,000.00","88283LJC1","US88283LJC19","-","115.10","United States","-","USD","2.99","0.28","1.00","Apr 01, 2024","5.00","2.99","-","0.28","2.99","0.28","USD","Apr 02, 2014","Apr 02, 2014"
"NORFOLK VA","Government Related","Fixed Income","713,863.33","0.36","713,863.33","600,000.00","655867WK1","US655867WK11","-","117.13","United States","-","USD","3.34","0.26","1.00","Sep 01, 2024","5.00","3.33","-","0.26","3.33","0.26","USD","Dec 05, 2017","Dec 05, 2017"
"FLORIDA ST DEPT ENVIRONMENTAL","Government Related","Fixed Income","686,482.70","0.35","686,482.70","590,000.00","34160WZH0","US34160WZH05","-","116.10","United States","-","USD","3.23","0.32","1.00","Jul 01, 2024","5.00","3.23","-","0.32","3.23","0.32","USD","Sep 29, 2016","Sep 29, 2016"
"VIRGINIA COLLEGE BLDG AUTH VA","Government Related","Fixed Income","677,748.37","0.34","677,748.37","570,000.00","92778WET9","US92778WET99","-","117.06","United States","-","USD","3.34","0.28","1.00","Sep 01, 2024","5.00","3.33","-","0.28","3.33","0.28","USD","Dec 05, 2017","Dec 05, 2017"
"CALIFORNIA ST FOR PREVIOUS ISS","Government Related","Fixed Income","666,300.44","0.34","666,300.44","560,000.00","13063CYD6","US13063CYD63","-","117.14","United States","-","USD","3.34","0.26","1.00","Sep 01, 2024","5.00","3.33","-","0.26","3.33","0.26","USD","Nov 03, 2015","Nov 03, 2015"
"MARYLAND ST","Government Related","Fixed Income","637,344.91","0.32","637,344.91","535,000.00","574193KN7","US574193KN77","-","116.87","United States","-","USD","3.25","0.22","1.00","Aug 01, 2024","5.00","3.25","-","0.22","3.25","0.22","USD","Aug 05, 2014","Aug 05, 2014"
"NEW JERSEY ST","Government Related","Fixed Income","635,901.44","0.32","635,901.44","550,000.00","646039YH4","US646039YH40","-","114.92","United States","-","USD","3.15","0.54","1.00","Jun 01, 2024","5.00","3.14","-","0.54","3.14","0.54","USD","Nov 24, 2020","Nov 24, 2020"
"ENERGY NORTHWEST WASH ELEC REV","Corporates","Fixed Income","634,355.78","0.32","634,355.78","545,000.00","29270CX67","US29270CX673","-","116.22","United States","-","USD","3.23","0.29","1.00","Jul 01, 2024","5.00","3.23","-","0.29","3.23","0.29","USD","Mar 29, 2018","Mar 29, 2018"
"NORTH CAROLINA ST","Government Related","Fixed Income","624,617.26","0.31","624,617.26","535,000.00","658256R61","US658256R616","-","115.74","United States","-","USD","3.07","0.21","1.00","May 01, 2024","5.00","3.07","-","0.21","3.07","0.21","USD","Feb 28, 2013","Feb 28, 2013"
"NEW YORK ST DORM AUTH SALES TA","Government Related","Fixed Income","617,740.32","0.31","617,740.32","530,000.00","64990ADQ5","US64990ADQ58","-","114.90","United States","-","USD","2.94","0.27","1.00","Mar 15, 2024","5.00","2.94","-","0.27","2.94","0.27","USD","Jul 30, 2015","Jul 30, 2015"
"NEW YORK ST URBAN DEV CORP REV","Government Related","Fixed Income","612,453.33","0.31","612,453.33","525,000.00","650035W79","US650035W794","-","115.01","United States","-","USD","2.94","0.24","1.00","Mar 15, 2024","5.00","2.94","-","0.24","2.94","0.24","USD","Mar 17, 2016","Mar 17, 2016"
"WISCONSIN ST GEN FD ANNUAL APP","Government Related","Fixed Income","611,256.92","0.31","611,256.92","525,000.00","977100GM2","US977100GM22","-","115.42","United States","-","USD","3.07","0.30","1.00","May 01, 2024","5.00","3.07","-","0.30","3.07","0.30","USD","Jan 31, 2019","Jan 31, 2019"
"GUILFORD CNTY N C","Municipals","Fixed Income","607,199.96","0.31","607,199.96","520,000.00","401784J87","US401784J879","-","114.92","United States","-","USD","2.90","0.21","1.00","Mar 01, 2024","5.00","2.90","-","0.21","2.90","0.21","USD","Nov 16, 2017","Nov 16, 2017"
"PHOENIX ARIZ","Government Related","Fixed Income","604,167.18","0.30","604,167.18","535,000.00","718814N85","US718814N858","-","112.78","United States","-","USD","3.27","0.29","1.00","Jul 01, 2024","4.00","3.27","-","0.29","3.27","0.29","USD","Jun 24, 2014","Jun 24, 2014"
"GWINNETT CNTY GA WTR & SEW AUT","Government Related","Fixed Income","595,459.44","0.30","595,459.44","500,000.00","403760JZ5","US403760JZ55","-","116.83","United States","-","USD","3.25","0.23","1.00","Aug 01, 2024","5.00","3.25","-","0.23","3.25","0.23","USD","Sep 26, 2019","Sep 26, 2019"
"NEW YORK ST URBAN DEV CORP REV","Government Related","Fixed Income","594,954.67","0.30","594,954.67","510,000.00","6500354C9","US6500354C90","-","115.01","United States","-","USD","2.94","0.24","1.00","Mar 15, 2024","5.00","2.94","-","0.24","2.94","0.24","USD","Mar 23, 2017","Mar 23, 2017"
"NEW MEXICO FIN AUTH ST TRANSN","Corporates","Fixed Income","593,149.27","0.30","593,149.27","510,000.00","64711RLY0","US64711RLY08","-","115.90","United States","-","USD","3.19","0.32","1.00","Jun 15, 2024","5.00","3.19","-","0.32","3.19","0.32","USD","Jun 27, 2018","Jun 27, 2018"
"OMAHA PUB PWR DIST NEB ELEC RE","Government Related","Fixed Income","589,054.40","0.30","589,054.40","495,000.00","682001DZ2","US682001DZ26","-","116.74","United States","-","USD","3.25","0.26","1.00","Aug 01, 2024","5.00","3.25","-","0.26","3.25","0.26","USD","Jan 07, 2015","Jan 07, 2015"
"LOS ANGELES CNTY CALIF MET TRA","Government Related","Fixed Income","583,986.11","0.29","583,986.11","500,000.00","54466HDK9","US54466HDK95","-","116.20","United States","-","USD","3.16","0.19","1.00","Jun 01, 2024","5.00","3.15","-","0.19","3.15","0.19","USD","Nov 30, 2016","Nov 30, 2016"
"FAIRFAX CNTY VA","Government Related","Fixed Income","583,712.78","0.29","583,712.78","500,000.00","3038207C2","US3038207C28","-","115.31","United States","-","USD","2.99","0.22","1.00","Apr 01, 2024","5.00","2.99","-","0.22","2.99","0.22","USD","Feb 02, 2012","Feb 02, 2012"
"OREGON ST","Government Related","Fixed Income","583,219.44","0.29","583,219.44","500,000.00","68609TKX5","US68609TKX53","-","115.63","United States","-","USD","3.07","0.24","1.00","May 01, 2024","5.00","3.07","-","0.24","3.07","0.24","USD","Feb 21, 2019","Feb 21, 2019"
"CALIFORNIA ST FOR PREVIOUS ISS","Government Related","Fixed Income","583,039.44","0.29","583,039.44","500,000.00","13063CKR0","US13063CKR06","-","115.59","United States","-","USD","3.07","0.25","1.00","May 01, 2024","5.00","3.07","-","0.25","3.07","0.25","USD","May 01, 2014","May 01, 2014"
"NEW YORK N Y CITY TRANSITIONAL","Government Related","Fixed Income","570,638.93","0.29","570,638.93","480,000.00","64972HYY2","US64972HYY25","-","116.40","United States","-","USD","3.20","0.29","1.00","Jul 15, 2024","5.00","3.20","-","0.29","3.20","0.29","USD","Mar 17, 2016","Mar 17, 2016"
"INDIANA FIN AUTH HWY REV","Government Related","Fixed Income","570,226.67","0.29","570,226.67","480,000.00","45470RCS3","US45470RCS31","-","118.20","United States","-","USD","3.58","0.28","1.00","Dec 01, 2024","5.00","3.58","-","0.28","3.58","0.28","USD","Sep 02, 2016","Sep 02, 2016"
"MASSACHUSETTS ST","Government Related","Fixed Income","565,245.94","0.28","565,245.94","485,000.00","57582RJT4","US57582RJT41","-","116.36","United States","-","USD","3.23","0.25","1.00","Jul 01, 2024","5.00","3.24","-","0.25","3.24","0.25","USD","Jul 07, 2016","Jul 07, 2016"
"NORTH EAST INDPT SCH DIST TEX","Government Related","Fixed Income","557,922.38","0.28","557,922.38","470,000.00","659155GU3","US659155GU38","-","116.44","United States","-","USD","3.25","0.33","1.00","Aug 01, 2024","5.00","3.25","-","0.33","3.25","0.33","USD","Mar 15, 2015","Apr 23, 2015"
"MINNESOTA PUB FACS AUTH ST REV","Government Related","Fixed Income","548,281.67","0.28","548,281.67","500,000.00","604115CX1","US604115CX18","-","108.55","United States","-","USD","2.98","0.26","1.00","Mar 01, 2024","3.00","2.98","-","0.26","2.98","0.26","USD","Mar 03, 2016","Mar 03, 2016"
"CALIFORNIA ST FOR PREVIOUS ISS","Government Related","Fixed Income","547,013.09","0.28","547,013.09","460,000.00","13063CQC7","US13063CQC72","-","117.90","United States","-","USD","3.50","0.26","1.00","Nov 01, 2024","5.00","3.50","-","0.26","3.50","0.26","USD","Nov 25, 2014","Nov 25, 2014"
"DISTRICT COLUMBIA INCOME TAX R","Government Related","Fixed Income","546,853.62","0.28","546,853.62","460,000.00","25477GNK7","US25477GNK75","-","118.28","United States","-","USD","3.58","0.26","1.00","Dec 01, 2024","5.00","3.58","-","0.26","3.58","0.26","USD","Sep 10, 2014","Sep 10, 2014"
"NORTH CAROLINA ST LTD OBLIG","Government Related","Fixed Income","542,084.08","0.27","542,084.08","465,000.00","65829QBS2","US65829QBS21","-","115.98","United States","-","USD","3.16","0.25","1.00","Jun 01, 2024","5.00","3.15","-","0.25","3.15","0.25","USD","May 21, 2014","May 21, 2014"
"MARYLAND ST","Government Related","Fixed Income","536,761.22","0.27","536,761.22","460,000.00","574193MS4","US574193MS47","-","116.09","United States","-","USD","3.16","0.22","1.00","Jun 01, 2024","5.00","3.15","-","0.22","3.15","0.22","USD","Jun 22, 2016","Jun 22, 2016"
"MONMOUTH CNTY N J","Municipals","Fixed Income","529,688.44","0.27","529,688.44","445,000.00","609561JE6","US609561JE61","-","116.55","United States","-","USD","3.20","0.25","1.00","Jul 15, 2024","5.00","3.21","-","0.25","3.21","0.25","USD","Dec 30, 2019","Dec 30, 2019"
"ALABAMA FED AID HWY FIN AUTH S","Government Related","Fixed Income","528,767.79","0.27","528,767.79","445,000.00","010268CA6","US010268CA69","-","116.98","United States","-","USD","3.34","0.30","1.00","Sep 01, 2024","5.00","3.33","-","0.30","3.33","0.30","USD","Jun 29, 2017","Jun 29, 2017"
"WASHINGTON ST","Government Related","Fixed Income","523,322.31","0.26","523,322.31","440,000.00","93974DW46","US93974DW465","-","116.67","United States","-","USD","3.25","0.27","1.00","Aug 01, 2024","5.00","3.25","-","0.27","3.25","0.27","USD","Dec 07, 2017","Dec 07, 2017"
"SAN ANTONIO TEX ELEC & GAS REV","Government Related","Fixed Income","523,169.07","0.26","523,169.07","445,000.00","7962532J0","US7962532J08","B817M76","115.19","United States","-","USD","2.81","0.24","1.00","Feb 01, 2024","5.25","2.81","-","0.24","2.81","0.24","USD","Jun 01, 2012","Jun 28, 2012"
"MISSOURI ST HWYS & TRANS COMMN","Corporates","Fixed Income","512,762.31","0.26","512,762.31","440,000.00","60636WRJ6","US60636WRJ61","-","115.52","United States","-","USD","3.07","0.27","1.00","May 01, 2024","5.00","3.07","-","0.27","3.07","0.27","USD","Jun 03, 2014","Jun 03, 2014"
"CONNECTICUT ST","Government Related","Fixed Income","511,139.69","0.26","511,139.69","440,000.00","20772KCZ0","US20772KCZ03","-","114.93","United States","-","USD","3.02","0.38","1.00","Apr 15, 2024","5.00","3.02","-","0.38","3.02","0.38","USD","Jun 20, 2018","Jun 20, 2018"
"VIRGINIA BEACH VA","Municipals","Fixed Income","505,604.56","0.25","505,604.56","425,000.00","927734C35","US927734C353","-","117.31","United States","-","USD","3.37","0.26","1.00","Sep 15, 2024","5.00","3.37","-","0.26","3.37","0.26","USD","Apr 21, 2015","Apr 21, 2015"
"NEW YORK ST DORM AUTH ST PERS","Government Related","Fixed Income","501,326.01","0.25","501,326.01","430,000.00","64990EVJ3","US64990EVJ36","-","114.52","United States","-","USD","2.86","0.27","1.00","Feb 15, 2024","5.00","2.86","-","0.27","2.86","0.27","USD","Dec 30, 2014","Dec 30, 2014"
"NEW YORK ST DORM AUTH REVS NON","Government Related","Fixed Income","499,043.12","0.25","499,043.12","435,000.00","64990CUX7","US64990CUX72","-","114.54","United States","-","USD","3.23","0.74","1.00","Jul 01, 2024","5.00","3.23","-","0.74","3.23","0.74","USD","Apr 27, 2017","Apr 27, 2017"
"MIAMI-DADE CNTY FLA WTR & SWR","Government Related","Fixed Income","498,567.53","0.25","498,567.53","420,000.00","59334DHX5","US59334DHX57","-","117.28","United States","-","USD","3.42","0.32","1.00","Oct 01, 2024","5.00","3.41","-","0.32","3.41","0.32","USD","Jun 03, 2015","Jun 03, 2015"
"NEW JERSEY ECONOMIC DEV AUTH R","Government Related","Fixed Income","495,521.84","0.25","495,521.84","445,000.00","64577BKH6","US64577BKH68","-","111.03","United States","-","USD","3.23","0.73","1.00","Jun 15, 2024","4.00","3.22","-","0.73","3.22","0.73","USD","Aug 31, 2015","Aug 31, 2015"
"MAINE ST","Government Related","Fixed Income","495,453.19","0.25","495,453.19","425,000.00","56052AYB6","US56052AYB69","-","115.98","United States","-","USD","3.16","0.25","1.00","Jun 01, 2024","5.00","3.15","-","0.25","3.15","0.25","USD","Jun 24, 2014","Jun 24, 2014"
"TEXAS ST","Government Related","Fixed Income","495,216.14","0.25","495,216.14","425,000.00","882723C72","US882723C722","-","115.70","United States","-","USD","3.11","0.27","1.00","May 15, 2024","5.00","3.11","-","0.27","3.11","0.27","USD","Nov 24, 2015","Nov 24, 2015"
"NEW YORK N Y CITY TRANSITIONAL","Government Related","Fixed Income","493,430.39","0.25","493,430.39","415,000.00","64971XHA9","US64971XHA90","-","116.64","United States","-","USD","3.25","0.28","1.00","Aug 01, 2024","5.00","3.25","-","0.28","3.25","0.28","USD","Sep 25, 2018","Sep 25, 2018"
"HAWAII ST","Government Related","Fixed Income","493,300.36","0.25","493,300.36","415,000.00","419792CM6","US419792CM63","-","117.44","United States","-","USD","3.42","0.28","1.00","Oct 01, 2024","5.00","3.42","-","0.28","3.42","0.28","USD","Oct 29, 2015","Oct 29, 2015"
"DALLAS TEX AREA RAPID TRAN SAL","Government Related","Fixed Income","492,655.72","0.25","492,655.72","415,000.00","235241PW0","US235241PW06","-","118.11","United States","-","USD","3.58","0.30","1.00","Dec 01, 2024","5.00","3.58","-","0.30","3.58","0.30","USD","Dec 11, 2014","Dec 11, 2014"
"LOS ANGELES CALIF UNI SCH DIST","Government Related","Fixed Income","489,335.93","0.25","489,335.93","420,000.00","5446465L2","US5446465L27","-","116.33","United States","-","USD","3.23","0.26","1.00","Jul 01, 2024","5.00","3.24","-","0.26","3.24","0.26","USD","May 25, 2017","May 25, 2017"
"DENVER COLO CITY & CNTY SCH DI","Government Related","Fixed Income","489,154.73","0.25","489,154.73","405,000.00","249174WD1","US249174WD10","-","120.12","United States","-","USD","3.56","0.28","1.00","Dec 01, 2024","5.50","3.56","-","0.28","3.56","0.28","USD","Jan 31, 2018","Jan 31, 2018"
"WISCONSIN ST TRANSN REV","Government Related","Fixed Income","489,020.93","0.25","489,020.93","420,000.00","977123J90","US977123J908","-","116.25","United States","-","USD","3.23","0.28","1.00","Jul 01, 2024","5.00","3.23","-","0.28","3.23","0.28","USD","Dec 10, 2014","Dec 10, 2014"
"CALIFORNIA ST DEPT WTR RES CEN","Government Related","Fixed Income","487,937.81","0.25","487,937.81","410,000.00","13067WKQ4","US13067WKQ41","-","118.41","United States","-","USD","3.58","0.23","1.00","Dec 01, 2024","5.00","3.58","-","0.23","3.58","0.23","USD","Oct 30, 2014","Oct 30, 2014"
"SANTA CLARA CNTY CALIF FING AU","Government Related","Fixed Income","486,286.42","0.24","486,286.42","410,000.00","801577LE5","US801577LE54","-","117.79","United States","-","USD","3.54","0.33","1.00","Nov 15, 2024","5.00","3.54","-","0.33","3.54","0.33","USD","Sep 20, 2016","Sep 20, 2016"
"NEW YORK N Y CITY TRANSITIONAL","Government Related","Fixed Income","481,103.10","0.24","481,103.10","405,000.00","64971WT91","US64971WT918","-","117.78","United States","-","USD","3.50","0.29","1.00","Nov 01, 2024","5.00","3.50","-","0.29","3.50","0.29","USD","Mar 22, 2017","Mar 22, 2017"
"HONOLULU HAWAII CITY & CNTY","Government Related","Fixed Income","481,076.10","0.24","481,076.10","405,000.00","438687GG4","US438687GG40","-","116.94","United States","-","USD","3.34","0.31","1.00","Sep 01, 2024","5.00","3.33","-","0.31","3.33","0.31","USD","Jan 31, 2019","Jan 31, 2019"
"LAS VEGAS VY NEV WTR DIST","Government Related","Fixed Income","477,667.31","0.24","477,667.31","410,000.00","517845GN7","US517845GN74","-","115.91","United States","-","USD","3.16","0.27","1.00","Jun 01, 2024","5.00","3.15","-","0.27","3.15","0.27","USD","Oct 16, 2019","Oct 16, 2019"
"MONTGOMERY CNTY MD","Government Related","Fixed Income","476,159.56","0.24","476,159.56","400,000.00","61334PBA0","US61334PBA03","-","118.03","United States","-","USD","3.50","0.23","1.00","Nov 01, 2024","5.00","3.50","-","0.23","3.50","0.23","USD","Nov 07, 2019","Nov 07, 2019"
"LEWISVILLE TEX INDPT SCH DIST","Government Related","Fixed Income","475,529.78","0.24","475,529.78","400,000.00","5288286V3","US5288286V36","-","116.81","United States","-","USD","3.29","0.28","1.00","Aug 15, 2024","5.00","3.29","-","0.28","3.29","0.28","USD","May 15, 2015","May 15, 2015"
"NEW YORK N Y CITY TRANSITIONAL","Government Related","Fixed Income","475,163.56","0.24","475,163.56","400,000.00","64971WPM6","US64971WPM63","-","117.78","United States","-","USD","3.50","0.29","1.00","Nov 01, 2024","5.00","3.50","-","0.29","3.50","0.29","USD","Mar 12, 2015","Mar 12, 2015"
"WASHINGTON SUBN SAN DIST MD","Government Related","Fixed Income","472,583.25","0.24","472,583.25","405,000.00","940157S84","US940157S844","-","116.09","United States","-","USD","3.16","0.22","1.00","Jun 01, 2024","5.00","3.15","-","0.22","3.15","0.22","USD","Nov 09, 2017","Nov 09, 2017"
"SAN ANTONIO TEX INDPT SCH DIST","Government Related","Fixed Income","471,895.65","0.24","471,895.65","405,000.00","796269VM7","US796269VM73","-","114.45","United States","-","USD","2.86","0.29","1.00","Feb 15, 2024","5.00","2.86","-","0.29","2.86","0.29","USD","May 01, 2015","Jun 09, 2015"
"SOUTH CAROLINA ST","Government Related","Fixed Income","467,246.22","0.23","467,246.22","400,000.00","83710RPG6","US83710RPG64","-","115.38","United States","-","USD","2.99","0.20","1.00","Apr 01, 2024","5.00","2.99","-","0.20","2.99","0.20","USD","Mar 01, 2016","Mar 01, 2016"
"BALTIMORE CNTY MD","Government Related","Fixed Income","466,940.89","0.23","466,940.89","400,000.00","05914FJ27","US05914FJ270","-","114.89","United States","-","USD","2.90","0.22","1.00","Mar 01, 2024","5.00","2.90","-","0.22","2.90","0.22","USD","Mar 15, 2017","Mar 15, 2017"
"SAN DIEGO CALIF UNI SCH DIST","Government Related","Fixed Income","466,912.16","0.23","466,912.16","395,000.00","797355SM7","US797355SM71","-","118.01","United States","-","USD","3.22","0.27","1.00","Jul 01, 2024","5.50","3.22","-","0.27","3.22","0.27","USD","Sep 02, 2004","Sep 02, 2004"
"CALIFORNIA ST","Government Related","Fixed Income","466,554.22","0.23","466,554.22","400,000.00","13063DNY0","US13063DNY03","-","115.21","United States","-","USD","2.99","0.25","1.00","Apr 01, 2024","5.00","2.99","-","0.25","2.99","0.25","USD","Apr 18, 2019","Apr 18, 2019"
"DISTRICT COLUMBIA","Government Related","Fixed Income","466,308.89","0.23","466,308.89","400,000.00","25476FSA7","US25476FSA74","-","115.98","United States","-","USD","3.16","0.25","1.00","Jun 01, 2024","5.00","3.15","-","0.25","3.15","0.25","USD","Jun 23, 2016","Jun 23, 2016"
"NEW YORK ST DORM AUTH ST PERS","Government Related","Fixed Income","466,219.11","0.23","466,219.11","400,000.00","64990EY68","US64990EY684","-","114.90","United States","-","USD","2.94","0.27","1.00","Mar 15, 2024","5.00","2.94","-","0.27","2.94","0.27","USD","Sep 11, 2015","Sep 11, 2015"
"UNIVERSITY HOUSTON TEX UNIV RE","Municipals","Fixed Income","466,069.78","0.23","466,069.78","400,000.00","914302CA0","US914302CA03","-","114.45","United States","-","USD","2.86","0.29","1.00","Feb 15, 2024","5.00","2.86","-","0.29","2.86","0.29","USD","Feb 01, 2017","Feb 16, 2017"
"KANSAS ST DEV FIN AUTH REV","Municipals","Fixed Income","466,003.56","0.23","466,003.56","400,000.00","48542RCH5","US48542RCH57","-","115.49","United States","-","USD","3.07","0.28","1.00","May 01, 2024","5.00","3.07","-","0.28","3.07","0.28","USD","Feb 28, 2019","Feb 28, 2019"
"NEW YORK N Y","Government Related","Fixed Income","461,607.47","0.23","461,607.47","390,000.00","64966MRM3","US64966MRM37","-","116.10","United States","-","USD","3.25","0.42","1.00","Aug 01, 2024","5.00","3.25","-","0.42","3.25","0.42","USD","Oct 03, 2017","Oct 03, 2017"
"ILLINOIS ST","Government Related","Fixed Income","458,771.40","0.23","458,771.40","405,000.00","452152XT3","US452152XT33","-","112.26","United States","-","USD","3.06","1.20","1.00","May 01, 2024","5.00","3.05","-","1.20","3.05","1.20","USD","May 08, 2014","May 08, 2014"
"NEW JERSEY ST TRANSPRTN TRUST FUND","Government Related","Fixed Income","457,455.11","0.23","457,455.11","400,000.00","646136Z95","US646136Z956","-","113.96","United States","-","USD","3.19","0.85","1.00","Jun 15, 2024","5.00","3.18","-","0.85","3.18","0.85","USD","Nov 02, 2016","Nov 02, 2016"
"FLORIDA ST BRD ED PUB ED","Government Related","Fixed Income","454,506.87","0.23","454,506.87","390,000.00","34153QGM2","US34153QGM24","-","115.94","United States","-","USD","3.16","0.26","1.00","Jun 01, 2024","5.00","3.15","-","0.26","3.15","0.26","USD","Mar 03, 2017","Mar 03, 2017"
"LOS ANGELES CALIF UNI SCH DIST","Government Related","Fixed Income","454,383.37","0.23","454,383.37","390,000.00","544646S78","US544646S788","-","116.33","United States","-","USD","3.23","0.26","1.00","Jul 01, 2024","5.00","3.24","-","0.26","3.24","0.26","USD","Jun 26, 2014","Jun 26, 2014"
"WISCONSIN ST FOR ISSUES DTD PR","Government Related","Fixed Income","452,036.18","0.23","452,036.18","380,000.00","97705MJG1","US97705MJG15","-","117.94","United States","-","USD","3.50","0.25","1.00","Nov 01, 2024","5.00","3.50","-","0.25","3.50","0.25","USD","Nov 15, 2017","Nov 15, 2017"
"MASSACHUSETTS BAY TRANSN AUTH","Corporates","Fixed Income","448,557.94","0.23","448,557.94","385,000.00","575579XV4","US575579XV40","-","116.33","United States","-","USD","3.23","0.26","1.00","Jul 01, 2024","5.00","3.24","-","0.26","3.24","0.26","USD","Apr 23, 2014","Apr 23, 2014"
"METROPOLITAN PK DIST TACOMA WA","Municipals","Fixed Income","445,489.58","0.22","445,489.58","375,000.00","592240VJ1","US592240VJ18","-","118.20","United States","-","USD","3.58","0.28","1.00","Dec 01, 2024","5.00","3.58","-","0.28","3.58","0.28","USD","May 16, 2018","May 16, 2018"
"BEVERLY HILLS CALIF UNI SCH DIST","Municipals","Fixed Income","444,528.00","0.22","444,528.00","450,000.00","088023HT6","US088023HT65","-","98.78","United States","-","USD","3.54","0.35","1.00","Aug 01, 2024","0.00","3.54","-","0.35","3.54","0.35","USD","Feb 10, 2009","Feb 10, 2009"
