Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"SVENSKA HANDELSBANKEN AB MTN","Corporates","Fixed Income","6,124,083.25","0.43","6,124,083.25","6,027,000.00","86960BAT9","US86960BAT98","BDZV0Y2","100.43","Sweden","-","USD","0.15","0.43","1.00","May 24, 2021","3.35","0.15","-","0.43","0.15","0.43","USD","May 24, 2018","May 24, 2018"
"ROPER TECHNOLOGIES INC","Corporates","Fixed Income","6,101,404.31","0.43","6,101,404.31","5,960,000.00","776743AC0","US776743AC03","BZCD4R6","101.52","United States","-","USD","0.62","0.64","1.00","Dec 15, 2021","2.80","0.70","-","0.36","0.62","0.36","USD","Dec 19, 2016","Dec 19, 2016"
"BANK OF AMERICA CORP MTN","Corporates","Fixed Income","6,056,200.75","0.42","6,056,200.75","5,980,000.00","06051GFW4","US06051GFW42","BYM7C77","100.09","United States","-","USD","0.05","0.76","1.00","Apr 19, 2021","2.63","0.05","-","0.76","0.05","0.76","USD","Apr 19, 2016","Apr 19, 2016"
"JPMORGAN CHASE & CO","Corporates","Fixed Income","6,000,433.22","0.42","6,000,433.22","5,869,000.00","46625HHZ6","US46625HHZ64","B5M2PS1","100.43","United States","-","USD","0.11","0.66","1.00","May 10, 2021","4.63","0.11","-","0.66","0.11","0.66","USD","May 10, 2011","May 10, 2011"
"CAPITAL ONE FINANCIAL CORP","Corporates","Fixed Income","5,986,400.11","0.42","5,986,400.11","5,856,000.00","14040HAY1","US14040HAY18","B5MYY57","101.22","United States","-","USD","0.29","0.50","1.00","Jul 15, 2021","4.75","0.29","-","0.50","0.29","0.50","USD","Jul 19, 2011","Jul 19, 2011"
"GENERAL MOTORS FINANCIAL CO INC","Corporates","Fixed Income","5,951,239.47","0.42","5,951,239.47","5,880,000.00","37045XBM7","US37045XBM74","BY7RCV6","100.46","United States","-","USD","0.18","1.45","1.00","Jul 06, 2021","3.20","0.26","-","0.66","0.18","0.66","USD","Jul 05, 2016","Jul 05, 2016"
"MITSUBISHI UFJ FINANCIAL GROUP INC","Corporates","Fixed Income","5,922,484.38","0.42","5,922,484.38","5,868,000.00","606822AG9","US606822AG93","BD8CNV0","100.82","Japan","-","USD","0.45","0.37","1.00","Sep 13, 2021","2.19","0.45","-","0.37","0.45","0.37","USD","Sep 13, 2016","Sep 13, 2016"
"TORONTO-DOMINION BANK/THE MTN","Corporates","Fixed Income","5,865,939.74","0.41","5,865,939.74","5,818,000.00","89114QBL1","US89114QBL14","BD8ZQV0","100.43","Canada","-","USD","0.28","0.27","1.00","Jul 13, 2021","1.80","0.28","-","0.27","0.28","0.27","USD","Jul 13, 2016","Jul 13, 2016"
"AMERICAN EXPRESS COMPANY","Corporates","Fixed Income","5,848,634.38","0.41","5,848,634.38","5,771,000.00","025816BU2","US025816BU20","BFM2HH4","100.09","United States","-","USD","0.13","2.64","1.00","May 17, 2021","3.38","0.13","-","2.17","0.08","2.17","USD","May 17, 2018","May 17, 2018"
"PNC BANK NATIONAL ASSOCIATION","Corporates","Fixed Income","5,682,134.67","0.40","5,682,134.67","5,560,000.00","69353REY0","US69353REY09","BZ01580","101.38","United States","-","USD","0.61","0.55","1.00","Dec 09, 2021","2.55","0.68","-","0.28","0.60","0.28","USD","Dec 09, 2016","Dec 09, 2016"
"WILLIAMS COMPANIES INC","Corporates","Fixed Income","5,670,252.19","0.40","5,670,252.19","5,475,000.00","969457BG4","US969457BG47","2797485","102.91","United States","-","USD","0.42","0.86","1.00","Sep 01, 2021","7.88","0.41","-","0.86","0.41","0.86","USD","Aug 21, 2001","Aug 21, 2001"
"AMERICAN EXPRESS CREDIT CORPORATIO MTN","Corporates","Fixed Income","5,617,798.88","0.39","5,617,798.88","5,567,000.00","0258M0EB1","US0258M0EB15","BYQ7ZC9","100.00","United States","-","USD","0.10","2.23","1.00","May 05, 2021","2.25","0.09","-","2.16","0.08","2.16","USD","May 05, 2016","May 05, 2016"
"WALGREENS BOOTS ALLIANCE INC","Corporates","Fixed Income","5,585,812.32","0.39","5,585,812.32","5,451,000.00","931427AF5","US931427AF53","BSL6VH6","101.25","United States","-","USD","0.46","1.30","1.00","Nov 18, 2021","3.30","0.62","-","0.59","0.46","0.59","USD","Nov 18, 2014","Nov 18, 2014"
"CATERPILLAR FINANCIAL SERVICES COR MTN","Corporates","Fixed Income","5,529,112.83","0.39","5,529,112.83","5,451,000.00","14913Q2N8","US14913Q2N89","BFY0KJ9","101.22","United States","-","USD","0.44","0.32","1.00","Sep 07, 2021","3.15","0.43","-","0.32","0.43","0.32","USD","Sep 07, 2018","Sep 07, 2018"
"ORACLE CORPORATION","Corporates","Fixed Income","5,518,745.85","0.39","5,518,745.85","5,448,000.00","68389XBA2","US68389XBA28","BNXJBG7","100.65","United States","-","USD","0.27","0.37","1.00","Jul 08, 2021","2.80","0.27","-","0.37","0.27","0.37","USD","Jul 08, 2014","Jul 08, 2014"
"PUGET ENERGY INC","Corporates","Fixed Income","5,430,758.37","0.38","5,430,758.37","5,288,000.00","745310AD4","US745310AD42","B6Q7K06","102.13","United States","-","USD","0.42","0.86","1.00","Sep 01, 2021","6.00","0.41","-","0.86","0.41","0.86","USD","Aug 10, 2011","Jun 03, 2011"
"KINDER MORGAN ENERGY PARTNERS LP","Corporates","Fixed Income","5,405,161.73","0.38","5,405,161.73","5,219,000.00","28370TAE9","US28370TAE91","B6RYCK0","101.07","United States","-","USD","0.25","2.82","1.00","Oct 01, 2021","5.00","0.48","-","0.72","0.25","0.72","USD","Sep 20, 2011","Sep 20, 2011"
"TOYOTA MOTOR CREDIT CORP MTN","Corporates","Fixed Income","5,276,414.71","0.37","5,276,414.71","5,228,000.00","89236TCZ6","US89236TCZ66","BD0QT34","100.01","Japan","-","USD","0.02","1.22","1.00","Apr 08, 2021","1.90","0.02","-","1.22","0.02","1.22","USD","Apr 08, 2016","Apr 08, 2016"
"HEWLETT PACKARD ENTERPRISE CO","Corporates","Fixed Income","5,255,209.05","0.37","5,255,209.05","5,187,000.00","42824CBC2","US42824CBC29","BG4N7C7","101.32","United States","-","USD","0.43","0.92","1.00","Oct 05, 2021","3.50","0.50","-","0.42","0.42","0.42","USD","Sep 19, 2018","Sep 19, 2018"
"BARCLAYS PLC","Corporates","Fixed Income","5,220,016.63","0.37","5,220,016.63","5,146,000.00","06738EAQ8","US06738EAQ89","BYZDDQ8","100.99","United Kingdom","-","USD","0.36","0.44","1.00","Aug 10, 2021","3.20","0.36","-","0.44","0.36","0.44","USD","Aug 10, 2016","Aug 10, 2016"
"NATIONAL AUSTRALIA BANK LTD (NEW Y","Corporates","Fixed Income","5,110,571.55","0.36","5,110,571.55","5,031,000.00","63254AAZ1","US63254AAZ12","BFYTB37","101.44","Australia","-","USD","0.47","0.30","1.00","Sep 20, 2021","3.38","0.47","-","0.30","0.47","0.30","USD","Jun 20, 2018","Jun 20, 2018"
"WESTPAC BANKING CORP","Corporates","Fixed Income","5,023,628.93","0.35","5,023,628.93","4,979,000.00","961214DA8","US961214DA83","BYMZFW7","100.66","Australia","-","USD","0.39","0.27","1.00","Aug 19, 2021","2.00","0.38","-","0.27","0.38","0.27","USD","Aug 19, 2016","Aug 19, 2016"
"AMERICAN EXPRESS COMPANY","Corporates","Fixed Income","5,005,434.28","0.35","5,005,434.28","4,851,000.00","025816BY4","US025816BY42","BGL7WF0","101.68","United States","-","USD","0.51","0.85","1.00","Nov 05, 2021","3.70","0.58","-","0.40","0.50","0.40","USD","Nov 06, 2018","Nov 06, 2018"
"BANK OF NEW YORK MELLON CORP/THE MTN","Corporates","Fixed Income","4,867,680.88","0.34","4,867,680.88","4,827,000.00","06406FAB9","US06406FAB94","BYYXKW4","100.00","United States","-","USD","0.04","2.03","1.00","May 03, 2021","2.05","0.09","-","1.90","0.04","1.90","USD","May 02, 2016","May 02, 2016"
"ORANGE SA","Corporates","Fixed Income","4,824,292.24","0.34","4,824,292.24","4,735,000.00","35177PAW7","US35177PAW77","B6TJCF8","101.69","France","-","USD","0.46","0.38","1.00","Sep 14, 2021","4.13","0.45","-","0.38","0.45","0.38","USD","Sep 14, 2011","Sep 14, 2011"
"PHILIP MORRIS INTERNATIONAL INC","Corporates","Fixed Income","4,641,152.25","0.33","4,641,152.25","4,517,000.00","718172AL3","US718172AL38","B72VM81","101.65","United States","-","USD","0.62","0.24","1.00","Nov 15, 2021","2.90","0.61","-","0.24","0.61","0.24","USD","Nov 15, 2011","Nov 15, 2011"
"CHEVRON CORP","Corporates","Fixed Income","4,549,991.57","0.32","4,549,991.57","4,508,000.00","166764BG4","US166764BG48","BYP8MX3","100.14","United States","-","USD","0.13","0.94","1.00","May 16, 2021","2.10","0.12","-","0.30","0.08","0.30","USD","May 16, 2016","May 16, 2016"
"TIME WARNER CABLE LLC","Corporates","Fixed Income","4,548,288.42","0.32","4,548,288.42","4,509,000.00","88732JBA5","US88732JBA51","B4N1L82","100.54","United States","-","USD","0.17","2.69","1.00","Sep 01, 2021","4.00","0.41","-","0.75","0.17","0.75","USD","Sep 12, 2011","Sep 12, 2011"
"AUSTRALIA AND NEW ZEALAND BANKING","Corporates","Fixed Income","4,512,341.40","0.32","4,512,341.40","4,410,000.00","05253JAQ4","US05253JAQ40","BDR6RQ6","101.41","Australia","-","USD","0.64","0.35","1.00","Nov 23, 2021","2.55","0.64","-","0.35","0.64","0.35","USD","Nov 23, 2016","Nov 23, 2016"
