Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"AMERICAN INTERNATIONAL GROUP INC","Corporates","Fixed Income","326,694.99","0.52","326,694.99","290,000.00","026874DR5","US026874DR53","-","112.47","United States","-","USD","8.08","1.95","1.00","Jun 30, 2030","3.40","8.16","-","1.91","7.97","1.91","USD","May 11, 2020","May 11, 2020"
"CARRIER GLOBAL CORP","Corporates","Fixed Income","322,702.23","0.52","322,702.23","300,000.00","14448CAQ7","US14448CAQ78","-","106.40","United States","-","USD","7.93","1.95","1.00","Feb 15, 2030","2.72","7.97","-","1.93","7.78","1.93","USD","Dec 08, 2020","Aug 15, 2020"
"MASTERCARD INC","Corporates","Fixed Income","320,796.26","0.52","320,796.26","276,000.00","57636QAP9","US57636QAP90","-","115.18","United States","-","USD","7.85","1.57","1.00","Mar 26, 2030","3.35","7.95","-","1.53","7.76","1.53","USD","Mar 26, 2020","Mar 26, 2020"
"HOME DEPOT INC","Corporates","Fixed Income","316,716.40","0.51","316,716.40","286,000.00","437076CB6","US437076CB65","-","110.04","United States","-","USD","8.10","1.53","1.00","Apr 15, 2030","2.70","8.18","-","1.50","7.98","1.50","USD","Mar 30, 2020","Mar 30, 2020"
"PNC FINANCIAL SERVICES GROUP INC (","Corporates","Fixed Income","315,368.48","0.51","315,368.48","290,000.00","693475AZ8","US693475AZ80","-","107.49","United States","-","USD","7.93","1.65","1.00","Jan 22, 2030","2.55","7.99","-","1.63","7.79","1.63","USD","Jan 22, 2020","Jan 22, 2020"
"SYSCO CORPORATION","Corporates","Fixed Income","310,202.35","0.50","310,202.35","235,000.00","871829BL0","US871829BL07","BM5M5P4","130.22","United States","-","USD","7.22","2.29","1.00","Apr 01, 2030","5.95","7.32","-","2.21","7.16","2.21","USD","Apr 02, 2020","Apr 02, 2020"
"INTEL CORPORATION","Corporates","Fixed Income","307,700.96","0.49","307,700.96","257,000.00","458140BR0","US458140BR09","-","118.49","United States","-","USD","7.69","1.71","1.00","Mar 25, 2030","3.90","7.79","-","1.66","7.61","1.66","USD","Mar 25, 2020","Mar 25, 2020"
"EXXON MOBIL CORP","Corporates","Fixed Income","300,593.48","0.48","300,593.48","277,000.00","30231GBN1","US30231GBN16","-","107.84","United States","-","USD","8.52","1.73","1.00","Oct 15, 2030","2.61","8.58","-","1.71","8.39","1.71","USD","Apr 15, 2020","Apr 15, 2020"
"TELEFONICA EUROPE BV","Corporates","Fixed Income","299,821.60","0.48","299,821.60","195,000.00","879385AD4","US879385AD49","4474021","150.91","Spain","-","USD","7.21","2.33","1.00","Sep 15, 2030","8.25","7.20","-","2.33","7.20","2.33","USD","Sep 21, 2000","Sep 21, 2000"
"BOOKING HOLDINGS INC","Corporates","Fixed Income","296,304.80","0.48","296,304.80","240,000.00","09857LAR9","US09857LAR96","BLD7XG1","122.23","United States","-","USD","7.55","1.98","1.00","Apr 13, 2030","4.63","7.65","-","1.92","7.47","1.92","USD","Apr 13, 2020","Apr 13, 2020"
"COMCAST CORPORATION","Corporates","Fixed Income","294,486.02","0.47","294,486.02","257,000.00","20030NDG3","US20030NDG34","BMGQ5B1","113.57","United States","-","USD","7.84","1.79","1.00","Apr 01, 2030","3.40","7.93","-","1.76","7.74","1.76","USD","Mar 27, 2020","Mar 27, 2020"
"GENERAL ELECTRIC CO","Corporates","Fixed Income","287,299.36","0.46","287,299.36","255,000.00","369604BW2","US369604BW26","-","111.88","United States","-","USD","7.85","2.20","1.00","May 01, 2030","3.63","7.91","-","2.17","7.73","2.17","USD","Apr 22, 2020","Apr 22, 2020"
"GOLDMAN SACHS GROUP INC/THE","Corporates","Fixed Income","286,248.03","0.46","286,248.03","267,000.00","38141GXG4","US38141GXG45","-","106.04","United States","-","USD","7.95","1.87","1.00","Feb 07, 2030","2.60","7.99","-","1.85","7.79","1.85","USD","Feb 07, 2020","Feb 07, 2020"
"CIGNA CORP","Corporates","Fixed Income","285,694.20","0.46","285,694.20","270,000.00","125523CL2","US125523CL22","BLGBML8","104.99","United States","-","USD","8.11","1.81","1.00","Mar 15, 2030","2.40","8.16","-","1.79","7.96","1.79","USD","Mar 16, 2020","Mar 16, 2020"
"NIKE INC","Corporates","Fixed Income","282,386.71","0.45","282,386.71","251,000.00","654106AK9","US654106AK94","BLB1V27","111.62","United States","-","USD","8.00","1.49","1.00","Mar 27, 2030","2.85","8.09","-","1.46","7.90","1.46","USD","Mar 27, 2020","Mar 27, 2020"
"MITSUBISHI UFJ FINANCIAL GROUP INC","Corporates","Fixed Income","279,220.76","0.45","279,220.76","260,000.00","606822BR4","US606822BR40","-","106.37","Japan","-","USD","8.08","1.80","1.00","Feb 25, 2030","2.56","8.06","-","1.80","8.06","1.80","USD","Feb 25, 2020","Feb 25, 2020"
"AMERICAN TOWER CORPORATION","Corporates","Fixed Income","278,600.98","0.45","278,600.98","260,000.00","03027XBA7","US03027XBA72","BL9BW37","107.12","United States","-","USD","7.89","2.03","1.00","Jan 15, 2030","2.90","7.94","-","2.01","7.74","2.01","USD","Jan 10, 2020","Jan 10, 2020"
"BROADCOM INC","Corporates","Fixed Income","278,174.78","0.45","278,174.78","230,000.00","11135FBD2","US11135FBD24","-","119.64","United States","-","USD","7.44","2.60","1.00","Apr 15, 2030","5.00","7.51","-","2.54","7.34","2.54","USD","Aug 07, 2020","Apr 09, 2020"
"WALT DISNEY CO","Corporates","Fixed Income","277,573.14","0.45","277,573.14","234,000.00","254687FQ4","US254687FQ40","-","117.39","United States","-","USD","7.81","1.74","1.00","Mar 22, 2030","3.80","7.81","-","1.74","7.81","1.74","USD","Mar 23, 2020","Mar 23, 2020"
"BP CAPITAL MARKETS AMERICA INC.","Corporates","Fixed Income","274,887.87","0.44","274,887.87","237,000.00","10373QBL3","US10373QBL32","BMC5GZ3","114.95","United States","-","USD","7.79","1.86","1.00","Apr 06, 2030","3.63","7.87","-","1.82","7.68","1.82","USD","Apr 06, 2020","Apr 06, 2020"
"VERIZON COMMUNICATIONS INC","Corporates","Fixed Income","274,838.75","0.44","274,838.75","247,000.00","92343VFE9","US92343VFE92","BLNNZ29","110.25","United States","-","USD","7.89","1.93","1.00","Mar 22, 2030","3.15","7.96","-","1.90","7.76","1.90","USD","Mar 20, 2020","Mar 20, 2020"
"NOMURA HOLDINGS INC","Corporates","Fixed Income","272,613.45","0.44","272,613.45","260,000.00","65535HAS8","US65535HAS85","-","104.83","Japan","-","USD","8.41","2.11","1.00","Jul 16, 2030","2.68","8.38","-","2.11","8.38","2.11","USD","Jul 13, 2020","Jul 13, 2020"
"NEXTERA ENERGY CAPITAL HOLDINGS IN","Corporates","Fixed Income","271,963.86","0.44","271,963.86","262,000.00","65339KBR0","US65339KBR05","BMDX623","103.50","United States","-","USD","8.38","1.84","1.00","Jun 01, 2030","2.25","8.41","-","1.83","8.21","1.83","USD","May 12, 2020","May 12, 2020"
"TAKEDA PHARMACEUTICAL CO LTD","Corporates","Fixed Income","266,884.66","0.43","266,884.66","260,000.00","874060AX4","US874060AX48","-","101.57","Japan","-","USD","8.25","1.86","1.00","Mar 31, 2030","2.05","8.27","-","1.86","8.07","1.86","USD","Jul 09, 2020","Jul 09, 2020"
"ENERGY TRANSFER OPERATING LP","Corporates","Fixed Income","262,781.28","0.42","262,781.28","245,000.00","29278NAQ6","US29278NAQ60","BL3BQ53","106.59","United States","-","USD","7.83","2.94","1.00","May 15, 2030","3.75","7.84","-","2.92","7.66","2.92","USD","Jan 22, 2020","Jan 22, 2020"
"OTIS WORLDWIDE CORP","Corporates","Fixed Income","257,681.40","0.41","257,681.40","240,000.00","68902VAK3","US68902VAK35","BM98MG8","106.27","United States","-","USD","7.98","1.81","1.00","Feb 15, 2030","2.56","8.03","-","1.79","7.83","1.79","USD","Sep 04, 2020","Aug 15, 2020"
"COCA-COLA CO","Corporates","Fixed Income","254,454.48","0.41","254,454.48","252,000.00","191216CV0","US191216CV08","-","100.75","United States","-","USD","8.65","1.56","1.00","Jun 01, 2030","1.65","8.63","-","1.56","8.63","1.56","USD","May 01, 2020","May 01, 2020"
"BANCO SANTANDER SA","Corporates","Fixed Income","250,963.69","0.40","250,963.69","225,000.00","05971KAF6","US05971KAF66","-","111.05","Spain","-","USD","8.04","2.18","1.00","May 28, 2030","3.49","8.02","-","2.18","8.02","2.18","USD","May 28, 2020","May 28, 2020"
"TRANSCANADA PIPELINES LTD","Corporates","Fixed Income","248,517.27","0.40","248,517.27","210,000.00","89352HBA6","US89352HBA68","-","117.27","Canada","-","USD","7.68","2.04","1.00","Apr 15, 2030","4.10","7.77","-","1.99","7.59","1.99","USD","Apr 06, 2020","Apr 06, 2020"
"UNITEDHEALTH GROUP INC","Corporates","Fixed Income","246,944.63","0.40","246,944.63","236,000.00","91324PDX7","US91324PDX78","-","104.28","United States","-","USD","8.48","1.51","1.00","May 15, 2030","2.00","8.48","-","1.51","8.48","1.51","USD","May 18, 2020","May 18, 2020"
"EXELON CORPORATION","Corporates","Fixed Income","243,418.02","0.39","243,418.02","205,000.00","30161NAX9","US30161NAX93","BM5M651","117.68","United States","-","USD","7.70","1.95","1.00","Apr 15, 2030","4.05","7.79","-","1.90","7.61","1.90","USD","Apr 01, 2020","Apr 01, 2020"
"NOVARTIS CAPITAL CORP","Corporates","Fixed Income","241,574.00","0.39","241,574.00","225,000.00","66989HAR9","US66989HAR93","-","106.42","Switzerland","-","USD","8.51","1.48","1.00","Aug 14, 2030","2.20","8.58","-","1.46","8.37","1.46","USD","Feb 14, 2020","Feb 14, 2020"
"DOMINION ENERGY INC","Corporates","Fixed Income","240,907.26","0.39","240,907.26","212,000.00","25746UDG1","US25746UDG13","BM6KKK7","112.62","United States","-","USD","7.85","1.87","1.00","Apr 01, 2030","3.38","7.92","-","1.84","7.74","1.84","USD","Apr 03, 2020","Apr 03, 2020"
"BOSTON SCIENTIFIC CORPORATION","Corporates","Fixed Income","239,351.25","0.38","239,351.25","225,000.00","101137BA4","US101137BA41","-","106.03","United States","-","USD","8.24","1.94","1.00","Jun 01, 2030","2.65","8.28","-","1.93","8.08","1.93","USD","May 18, 2020","May 18, 2020"
"SHELL INTERNATIONAL FINANCE BV","Corporates","Fixed Income","238,703.92","0.38","238,703.92","217,000.00","822582CG5","US822582CG52","-","109.22","Netherlands","-","USD","8.06","1.67","1.00","Apr 06, 2030","2.75","8.13","-","1.64","7.93","1.64","USD","Apr 06, 2020","Apr 06, 2020"
"LOWES COMPANIES INC","Corporates","Fixed Income","235,600.00","0.38","235,600.00","190,000.00","548661DU8","US548661DU82","BMH1W14","122.83","United States","-","USD","7.59","1.81","1.00","Apr 15, 2030","4.50","7.70","-","1.75","7.53","1.75","USD","Mar 26, 2020","Mar 26, 2020"
"SERVICENOW INC","Corporates","Fixed Income","232,587.47","0.37","232,587.47","240,000.00","81762PAE2","US81762PAE25","-","96.30","United States","-","USD","8.88","1.82","1.00","Sep 01, 2030","1.40","8.88","-","1.82","8.88","1.82","USD","Aug 11, 2020","Aug 11, 2020"
"PFIZER INC","Corporates","Fixed Income","231,208.95","0.37","231,208.95","210,000.00","717081EW9","US717081EW90","-","109.31","United States","-","USD","8.09","1.54","1.00","Apr 01, 2030","2.63","8.16","-","1.51","7.97","1.51","USD","Mar 27, 2020","Mar 27, 2020"
"STARBUCKS CORPORATION","Corporates","Fixed Income","229,883.02","0.37","229,883.02","215,000.00","855244AZ2","US855244AZ28","BMBMD21","106.47","United States","-","USD","8.62","1.83","1.00","Nov 15, 2030","2.55","8.68","-","1.81","8.48","1.81","USD","May 07, 2020","May 07, 2020"
"AFLAC INCORPORATED","Corporates","Fixed Income","229,546.37","0.37","229,546.37","197,000.00","001055BJ0","US001055BJ00","BLTZKL3","115.44","United States","-","USD","7.79","1.77","1.00","Apr 01, 2030","3.60","7.88","-","1.73","7.69","1.73","USD","Apr 01, 2020","Apr 01, 2020"
"TOYOTA MOTOR CREDIT CORP MTN","Corporates","Fixed Income","228,806.64","0.37","228,806.64","197,000.00","89236TGY5","US89236TGY55","-","115.13","United States","-","USD","7.95","1.60","1.00","Apr 01, 2030","3.38","7.95","-","1.60","7.95","1.60","USD","Apr 01, 2020","Apr 01, 2020"
"COSTCO WHOLESALE CORPORATION","Corporates","Fixed Income","228,720.50","0.37","228,720.50","225,000.00","22160KAP0","US22160KAP03","-","101.26","United States","-","USD","8.51","1.45","1.00","Apr 20, 2030","1.60","8.55","-","1.45","8.33","1.45","USD","Apr 20, 2020","Apr 20, 2020"
"SUMITOMO MITSUI FINANCIAL GROUP IN","Corporates","Fixed Income","226,611.18","0.36","226,611.18","220,000.00","86562MCB4","US86562MCB46","-","102.94","Japan","-","USD","8.57","1.79","1.00","Jul 08, 2030","2.13","8.56","-","1.79","8.56","1.79","USD","Jul 08, 2020","Jul 08, 2020"
"COMCAST CORPORATION","Corporates","Fixed Income","224,962.77","0.36","224,962.77","207,000.00","20030NDA6","US20030NDA63","-","107.44","United States","-","USD","7.92","1.76","1.00","Feb 01, 2030","2.65","7.97","-","1.73","7.77","1.73","USD","Nov 05, 2019","Nov 05, 2019"
"ENTERPRISE PRODUCTS OPERATING LLC","Corporates","Fixed Income","224,106.91","0.36","224,106.91","205,000.00","29379VBX0","US29379VBX01","BKM3QG4","108.01","United States","-","USD","7.86","1.83","1.00","Jan 31, 2030","2.80","7.92","-","1.81","7.72","1.81","USD","Jan 15, 2020","Jan 15, 2020"
"NVIDIA CORPORATION","Corporates","Fixed Income","223,624.00","0.36","223,624.00","200,000.00","67066GAF1","US67066GAF19","-","110.96","United States","-","USD","8.01","1.57","1.00","Apr 01, 2030","2.85","8.10","-","1.54","7.90","1.54","USD","Mar 31, 2020","Mar 31, 2020"
"BERKSHIRE HATHAWAY ENERGY CO 144A","Corporates","Fixed Income","222,677.56","0.36","222,677.56","191,000.00","084659AU5","US084659AU51","-","116.54","United States","-","USD","8.04","1.80","1.00","Jul 15, 2030","3.70","8.14","-","1.75","7.95","1.75","USD","Mar 27, 2020","Mar 27, 2020"
"DISCOVERY COMMUNICATIONS LLC","Corporates","Fixed Income","222,517.32","0.36","222,517.32","195,000.00","25470DBJ7","US25470DBJ72","-","113.47","United States","-","USD","7.89","2.03","1.00","May 15, 2030","3.63","7.97","-","1.99","7.78","1.99","USD","May 18, 2020","May 18, 2020"
"BIOGEN INC","Corporates","Fixed Income","222,356.23","0.36","222,356.23","215,000.00","09062XAH6","US09062XAH61","BMDWPJ0","102.93","United States","-","USD","8.29","1.90","1.00","May 01, 2030","2.25","8.33","-","1.90","8.12","1.90","USD","Apr 30, 2020","Apr 30, 2020"
"AMGEN INC","Corporates","Fixed Income","222,119.74","0.36","222,119.74","207,000.00","031162CU2","US031162CU27","BKMGBM4","106.30","United States","-","USD","8.04","1.70","1.00","Feb 21, 2030","2.45","8.09","-","1.68","7.89","1.68","USD","Feb 21, 2020","Feb 21, 2020"
"INTERNATIONAL BUSINESS MACHINES CO","Corporates","Fixed Income","221,985.94","0.36","221,985.94","217,000.00","459200KJ9","US459200KJ94","-","101.95","United States","-","USD","8.44","1.72","1.00","May 15, 2030","1.95","8.48","-","1.72","8.27","1.72","USD","May 07, 2020","May 07, 2020"
"INTERCONTINENTAL EXCHANGE INC","Corporates","Fixed Income","221,620.57","0.36","221,620.57","215,000.00","45866FAK0","US45866FAK03","BMC5783","102.88","United States","-","USD","8.47","1.77","1.00","Jun 15, 2030","2.10","8.51","-","1.76","8.30","1.76","USD","May 26, 2020","May 26, 2020"
"VALE OVERSEAS LTD","Corporates","Fixed Income","220,605.17","0.35","220,605.17","200,000.00","91911TAQ6","US91911TAQ67","-","110.19","Brazil","-","USD","7.99","2.53","1.00","Jul 08, 2030","3.75","8.03","-","2.51","7.85","2.51","USD","Jul 08, 2020","Jul 08, 2020"
"REGENERON PHARMACEUTICALS INC.","Corporates","Fixed Income","220,556.69","0.35","220,556.69","225,000.00","75886FAE7","US75886FAE79","-","97.26","United States","-","USD","8.76","2.06","1.00","Sep 15, 2030","1.75","8.75","-","2.06","8.75","2.06","USD","Aug 12, 2020","Aug 12, 2020"
"MCDONALDS CORPORATION MTN","Corporates","Fixed Income","219,761.60","0.35","219,761.60","190,000.00","58013MFQ2","US58013MFQ24","-","115.48","United States","-","USD","8.03","1.81","1.00","Jul 01, 2030","3.60","8.12","-","1.77","7.94","1.77","USD","Mar 27, 2020","Mar 27, 2020"
"TOTAL CAPITAL INTERNATIONAL SA","Corporates","Fixed Income","218,482.56","0.35","218,482.56","198,000.00","89153VAT6","US89153VAT61","BKBZGD8","110.27","France","-","USD","7.90","1.60","1.00","Jan 10, 2030","2.83","7.98","-","1.56","7.78","1.56","USD","Jul 10, 2019","Jul 10, 2019"
"VIATRIS INC 144A","Corporates","Fixed Income","217,303.08","0.35","217,303.08","205,000.00","91533BAD2","US91533BAD29","-","105.80","United States","-","USD","8.28","2.02","1.00","Jun 22, 2030","2.70","8.32","-","2.01","8.12","2.01","USD","Jun 22, 2020","Jun 22, 2020"
"JEFFERIES GROUP LLC","Corporates","Fixed Income","217,273.04","0.35","217,273.04","185,000.00","47233JBH0","US47233JBH05","BD1DDP4","115.42","United States","-","USD","7.53","2.25","1.00","Jan 23, 2030","4.15","7.51","-","2.25","7.51","2.25","USD","Jan 23, 2018","Jan 23, 2018"
"METLIFE INC","Corporates","Fixed Income","214,671.67","0.34","214,671.67","172,000.00","59156RBZ0","US59156RBZ01","-","123.34","United States","-","USD","7.52","1.78","1.00","Mar 23, 2030","4.55","7.63","-","1.72","7.46","1.72","USD","Mar 23, 2020","Mar 23, 2020"
"GENERAL DYNAMICS CORPORATION","Corporates","Fixed Income","212,663.70","0.34","212,663.70","180,000.00","369550BM9","US369550BM97","-","117.06","United States","-","USD","7.79","1.62","1.00","Apr 01, 2030","3.63","7.89","-","1.57","7.70","1.57","USD","Mar 25, 2020","Mar 25, 2020"
"SUMITOMO MITSUI FINANCIAL GROUP IN","Corporates","Fixed Income","212,556.21","0.34","212,556.21","197,000.00","86562MBW9","US86562MBW91","-","107.87","Japan","-","USD","8.01","1.80","1.00","Jan 15, 2030","2.75","8.00","-","1.80","8.00","1.80","USD","Jan 15, 2020","Jan 15, 2020"
"VISA INC","Corporates","Fixed Income","211,880.56","0.34","211,880.56","200,000.00","92826CAM4","US92826CAM47","BM6KKH4","105.41","United States","-","USD","8.32","1.42","1.00","Apr 15, 2030","2.05","8.39","-","1.41","8.18","1.41","USD","Apr 02, 2020","Apr 02, 2020"
"BAT CAPITAL CORP","Corporates","Fixed Income","211,701.30","0.34","211,701.30","175,000.00","05526DBN4","US05526DBN49","-","119.51","United Kingdom","-","USD","7.43","2.52","1.00","Apr 02, 2030","4.91","7.50","-","2.46","7.33","2.46","USD","Apr 02, 2020","Apr 02, 2020"
"ZIMMER BIOMET HOLDINGS INC","Corporates","Fixed Income","210,062.82","0.34","210,062.82","185,000.00","98956PAT9","US98956PAT93","-","112.37","United States","-","USD","7.76","2.06","1.00","Mar 20, 2030","3.55","7.83","-","2.03","7.65","2.03","USD","Mar 20, 2020","Mar 20, 2020"
"GENERAL MOTORS FINANCIAL CO INC","Corporates","Fixed Income","209,343.90","0.34","209,343.90","190,000.00","37045XCY0","US37045XCY04","-","109.90","United States","-","USD","7.99","2.42","1.00","Jun 21, 2030","3.60","8.03","-","2.39","7.85","2.39","USD","Jun 22, 2020","Jun 22, 2020"
"NISOURCE INC","Corporates","Fixed Income","209,309.10","0.34","209,309.10","182,000.00","65473PAJ4","US65473PAJ49","BL0MLT8","114.22","United States","-","USD","7.86","1.92","1.00","May 01, 2030","3.60","7.95","-","1.88","7.76","1.88","USD","Apr 13, 2020","Apr 13, 2020"
"SOUTHERN COMPANY (THE)","Corporates","Fixed Income","207,455.30","0.33","207,455.30","180,000.00","842587DE4","US842587DE49","-","114.44","United States","-","USD","7.83","1.99","1.00","Apr 30, 2030","3.70","7.91","-","1.95","7.73","1.95","USD","Apr 03, 2020","Apr 03, 2020"
"NORTHROP GRUMMAN CORP","Corporates","Fixed Income","205,529.13","0.33","205,529.13","167,000.00","666807BS0","US666807BS00","BLC8C02","122.12","United States","-","USD","7.66","1.80","1.00","May 01, 2030","4.40","7.77","-","1.74","7.59","1.74","USD","Mar 23, 2020","Mar 23, 2020"
"AMERICA MOVIL SAB DE CV","Corporates","Fixed Income","202,304.08","0.32","202,304.08","187,000.00","02364WBJ3","US02364WBJ36","-","107.61","Mexico","-","USD","8.10","1.98","1.00","May 07, 2030","2.88","8.15","-","1.95","7.96","1.95","USD","May 07, 2020","May 07, 2020"
"ALPHABET INC","Corporates","Fixed Income","201,754.85","0.32","201,754.85","207,000.00","02079KAD9","US02079KAD90","BMD7L20","96.97","United States","-","USD","8.97","1.44","1.00","Aug 15, 2030","1.10","8.99","-","1.44","8.99","1.44","USD","Aug 05, 2020","Aug 05, 2020"
"FAIRFAX FINANCIAL HOLDINGS LTD","Corporates","Fixed Income","201,740.00","0.32","201,740.00","180,000.00","303901BF8","US303901BF83","-","111.05","Canada","-","USD","7.53","3.24","1.00","Apr 29, 2030","4.63","7.56","-","3.21","7.39","3.21","USD","Oct 23, 2020","Apr 29, 2020"
"EQUINIX INC","Corporates","Fixed Income","200,125.78","0.32","200,125.78","200,000.00","29444UBH8","US29444UBH86","-","100.04","United States","-","USD","8.53","2.15","1.00","Jul 15, 2030","2.15","8.54","-","2.15","8.54","2.15","USD","Jun 22, 2020","Jun 22, 2020"
"FEDEX CORP","Corporates","Fixed Income","199,985.87","0.32","199,985.87","165,000.00","31428XBZ8","US31428XBZ87","BKPSFX6","120.45","United States","-","USD","7.73","1.85","1.00","May 15, 2030","4.25","7.83","-","1.80","7.66","1.80","USD","Apr 07, 2020","Apr 07, 2020"
"RAYTHEON TECHNOLOGIES CORPORATION","Corporates","Fixed Income","199,109.55","0.32","199,109.55","190,000.00","75513EAD3","US75513EAD31","-","104.68","United States","-","USD","8.46","1.71","1.00","Jul 01, 2030","2.25","8.51","-","1.70","8.30","1.70","USD","May 18, 2020","May 18, 2020"
"BRISTOL-MYERS SQUIBB CO","Corporates","Fixed Income","198,473.67","0.32","198,473.67","200,000.00","110122DQ8","US110122DQ80","-","98.97","United States","-","USD","9.06","1.56","1.00","Nov 13, 2030","1.45","9.09","-","1.56","9.09","1.56","USD","Nov 13, 2020","Nov 13, 2020"
